beta_1
0.0891647
-0.0927384
0.285827
-0.205722
-0.433008
-0.0301888
0.294445
-0.305231
0.284091
0.0833261
0.114358
0.0246521
-0.0341604
0.193541
0.355935
-0.0284097
-0.119879
0.0946045
-0.368033
0.193473
0.270447
0.169489
-0.038421
0.409197
-0.48495
-0.154278
0.249219
-0.29708
0.0517454
0.220092
0.224983
0.00534429
0.166501
0.193085
-0.2714
-0.0643692
0.131776
-0.120607
0.107654
0.171645
0.174966
0.0686282
-0.00927023
0.136814
0.0892778
0.0361686
-0.0360959
0.149987
0.218753
0.227517
0.0137028
0.0168308
0.10330400000000001
-0.111869
0.179654
0.181633
0.321562
0.178272
0.0072506
-0.0776639
-0.116266
0.265927
0.215859
0.18342
0.0976469
0.0477222
0.143499
0.191323
0.132465
-0.121375
-0.0635742
-0.0775655
-0.306532
-0.372143
-0.202551
0.00254135
-0.0628291
0.253875
0.290432
-0.146734
-0.0772474
-0.0683221
0.204602
-0.359183
0.124883
-0.0423043
-0.0210779
0.211807
-0.00695342
0.0342943
-0.107542
-0.00269815
0.16942
0.0297448
0.0222551
0.286385
0.43212
0.489769
0.417374
-0.00637118
-0.115732
0.180433
-0.227408
-0.057368
-0.350883
-0.0467554
0.0883382
0.120043
0.0993464
0.101808
-0.0087748
0.165925
0.654365
0.503074
-0.0458974
0.109282
-0.064447
0.0262058
-0.0529513
-0.149292
0.144255
-0.266776
-0.117385
-0.153016
0.224653
-0.0217694
0.0844745
-0.218853
0.0209504
-0.0386927
0.0381641
0.0733305
-0.638306
-0.223113
0.555936
-0.565166
0.366852
-0.229128
0.126856
-0.00554978
0.261332
0.0074825
0.0735532
-0.0179172
-0.0472137
-0.194628
0.0104104
0.210675
-0.117481
-0.121159
0.227611
-0.106521
0.0595776
-0.111206
0.137169
0.0141382
0.165137
0.13482
0.0231091
-0.123714
0.0982382
-0.00699806
-0.250251
0.0734896
0.019958299999999998
-0.0647581
0.0252432
0.0731668
0.0890338
0.0324144
-0.0456287
0.341993
0.00287616
0.0643005
0.318729
-0.027187
-0.033869
-0.0473131
0.00322932
-0.129672
0.190277
-0.374053
0.046867
-0.0300755
-0.100423
0.0852451
-0.160305
-0.129731
0.0160113
-0.0568941
0.204184
-0.124321
-0.118628
0.267175
-0.298915
0.22394
0.235526
-8.84305e-6
-0.102418
0.0794481
-0.0437837
0.284454
-0.0915314
-0.0734992
-0.079909
0.266805
0.0968046
0.06943
-0.0479847
0.12459
0.250599
0.137409
-0.099339
0.0665398
-0.437183
0.288119
-0.153057
0.0506417
-0.0266014
0.0106889
-0.0958833
-0.102138
0.0281207
0.23044
0.0838284
5.25762e-4
0.286044
0.167588
0.047054
-0.12919
-0.140012
-0.137746
-0.0975278
0.00977724
0.03706
-0.0472749
0.149849
0.186942
0.0520387
-0.0257039
-0.097878
-0.243194
