beta_1
0.0209738
-0.371255
0.170381
0.168414
0.348565
0.0242421
0.0290496
0.339421
-0.0998456
-0.00953811
-0.11626
0.0683832
0.0218257
0.0981658
-0.195007
0.489691
0.157519
0.294515
0.219013
-0.296307
-0.248796
0.264643
0.163591
0.21863
0.08722
0.278634
-0.214471
0.27447
0.103206
0.221341
0.124175
0.056171
0.227347
-0.2507
0.267127
-0.415578
0.323553
-0.245805
0.47526
0.119694
-0.114521
-0.0679369
0.337138
0.0863791
-0.314692
0.322632
0.0892617
0.231282
-0.122322
-0.218593
0.0978081
-0.0637866
0.0615106
-0.0541531
-0.13698
-0.0635124
-0.391192
0.240835
0.0920301
0.0470481
0.433009
-0.408642
0.00613521
0.340228
0.091669
0.246797
-0.121162
0.17075
-0.211012
-0.252837
0.23222
-0.19561
-0.167774
0.394818
0.00964937
0.254016
0.0524067
-0.0349891
-0.0164364
0.0576223
-0.229813
0.326154
0.278035
0.0284158
-0.371499
0.0837037
0.0326087
0.190753
0.650979
0.167433
0.0898771
0.0416387
0.402896
-0.119972
-0.00629716
0.0920131
0.204434
0.0230361
-0.0123575
-0.14306
0.290309
0.521851
-0.0863416
0.474174
-0.364594
0.484702
-0.102946
0.0586997
-0.26785
0.410612
-0.0546752
0.255923
-0.0265091
-0.133149
-0.148051
0.0418879
-0.0775638
-0.0891734
0.161399
0.116732
0.194863
-0.198189
0.0562591
-0.549154
0.411954
-0.289231
0.503114
-0.466683
0.378746
-0.176803
0.253313
0.153988
0.0409367
0.145463
0.141526
0.158227
-0.038891
0.0307984
-8.23084e-4
-0.0048006
0.280944
-0.0873992
0.314969
-0.11441
0.0201277
-0.155206
0.21278
0.0533171
-0.188637
0.171268
-0.0881118
0.0664026
-0.133799
0.139062
0.0428173
0.0564624
-0.0853925
0.166172
0.203194
-0.244839
-0.16115
0.475737
-0.0422267
0.109897
-0.223973
0.141974
0.0279985
-0.126649
-9.38607e-4
-0.198368
0.345687
0.0186548
0.0223635
0.0442749
0.119206
0.223608
-0.39813
0.821024
-0.419208
0.375129
0.184876
0.182559
-0.00543289
-0.133846
-0.0693535
0.144896
0.00419077
0.0978268
-0.0112406
0.199253
0.201526
-0.330644
0.168926
-0.0654582
-0.277932
0.340521
0.0945998
0.0495702
-0.0830992
0.0987768
0.0222694
0.238339
0.274023
-0.03048
0.214612
0.096969
0.214217
0.488496
0.0266026
0.138251
0.121586
-0.0111241
0.420647
0.073268
0.28767
-0.0665851
0.0702991
-0.223147
0.0866958
0.486377
-0.333874
0.482462
-0.374545
0.223657
-0.455371
-0.177678
0.130512
0.0782115
-0.123768
0.299163
0.194143
-0.505019
0.648323
-0.541708
0.146779
-0.0162878
0.1706
0.137648
0.194521
0.060897
0.156573
0.185995
0.245661
0.155143
-0.114365
-0.166196
-0.331977
0.13318
-0.0539054
-0.112558
0.134205
0.133596
