date,med_a,q5_a,q95_a,med_b,q5_b,q95_b,med_b_c,q5_b_c,q95_b_c,med_c,q5_c,q95_c,med_d,q5_d,q95_d,med_d_c,q5_d_c,q95_d_c,med_e,q5_e,q95_e,n_true_retro,err_a_7,err_b_7,err_d_7,log_a_7,log_b_7,log_d_7,crps_a_7,crps_b_7,crps_d_7
2021-04-29,12,4,26,18,8,31,19,9,33,33,16,59,11,3,25.02500000000009,18,8,31,12,3,29,20,6.142857142857143,3.5714285714285716,6.857142857142857,3.4655405242180977,2.8622232396304286,3.655976012859662,4.311227419642857,2.271702526785714,4.789504571428571
2021-04-30,17,7,31,19,9,32,20,10,35,29,13,54,17,6.9750000000000085,31,15,5,29,15,5,32,17,3.2857142857142856,2.857142857142857,3.2857142857142856,2.861237889827083,2.7542773415254262,2.9068368377161464,2.2301226785714285,1.9225003928571425,2.3265614375
2021-05-04,19,9,33.02500000000009,18,9,31,20,10,35,24,11,44,19,8,34,18.5,9,33,20,8,41,13,3.5714285714285716,3,3.4285714285714284,2.867574806779217,2.8242390560059287,2.889769219310885,2.4633463571428567,2.2557522946428565,2.4386366428571424
2021-05-05,19,9,34,19,9,32,20,10,34,21,9,41,19,9,35,17,7,30,20,9,36.02500000000009,17,3.2857142857142856,2.5714285714285716,3.2857142857142856,2.7773011323218166,2.682359900149997,2.795579958744831,2.216443678571428,1.8992813124999997,2.245168276785714
2021-05-06,18,8,31,18,9,31,20,10,33,21,9,42,18,8,33,13,4,27,16,6,31,10,3,3,2.7142857142857144,2.733903045483887,2.776474802587393,2.7517497413911016,2.1072675624999997,2.1922774464285713,2.018412526785714
2021-05-07,16,6,30,18,9,31,19,9,33,19,7,40,14,4,28,16,5,31,13,5,27,13,2,3.4285714285714284,2.7142857142857144,2.693574661593665,2.7771068906257494,2.7769554563119714,1.7713494732142854,2.2656140624999996,1.8519825267857142
2021-05-11,19,9,33,18,8,31,19,9,33,18,7,37,18,8,33,16,5.9750000000000085,29,18,8,33,10,4.571428571428571,4.571428571428571,4.285714285714286,3.0645153359703743,3.0340713892382265,2.992408413111082,3.1363980982142854,3.081894553571428,2.9654303482142854
2021-05-12,16,7,30,17,8,30,18,9,31,16,6,35,17,7,29,8,2,20,16,7,29,11,3.5714285714285716,4.142857142857143,3.857142857142857,2.837106534899842,2.872680172248374,2.8346470805735042,2.4829407410714284,2.675194008928571,2.4602052857142853
2021-05-14,14,5,27,16,7,29,18,8,32,15,5,34,13,4,26.02500000000009,8,2,20,12,4,25,24,4.571428571428571,4.142857142857143,5.142857142857143,3.188744828430749,2.9557761074858555,3.226542206858029,3.324607883928571,2.7011232678571426,3.5036210357142856
2021-05-18,16,7,30,16,6,31,18,9,31,14,5,28,15,5,31,19,8,33,14,4,28.02500000000009,9,4.857142857142857,4.857142857142857,4.571428571428571,3.072886427992033,3.0325692349662177,3.013021378420626,3.1836309107142853,3.189475428571428,2.930175633928571
2021-05-19,15,6,28,15,6,30,18,9,31,13,5,28,13,4,28,16,7,30,12,4,25,7,4.571428571428571,4.857142857142857,3.857142857142857,3.0213164653548366,3.057823353500812,2.9490393088264595,3.0929134374999996,3.231033758928571,2.7579133035714283
2021-05-20,9,2,21,11,4,24,18,8,31,12,4,27,6,1,18,14,5,27,6,1,16.02500000000009,13,4.428571428571429,3.4285714285714284,5.714285714285714,3.306199618767558,2.830738084999956,3.7565925142474863,3.2852020892857143,2.3941049910714285,4.151032017857143
2021-05-21,8,2,19,10,3,21,17,8,31.02500000000009,11,4,24,5,0,15,8,1,24.02500000000009,5,0,15,12,3.5714285714285716,1.5714285714285714,4.857142857142857,2.842067892079934,2.485586682030811,3.251273176852722,2.211292330357143,1.3190382678571426,3.230930642857143
