variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
phi,53.43526112,5.323945,1530.1866857304663,4.568683791,1.546892,59.369934999999934,1.0008403795760121,4597.559408614463,1930.262531082624
sigma,0.09130736764,0.0757516,0.06995522366918219,0.06605991168,0.0120704,0.2231429999999999,1.3220115220027058,10.08648550660189,52.827391551110594
N[1],2.012,2,0.11117144315175148,0,2,2,1.0003419396806301,4111.262623290135,4111.73908032718
N[2],1.0185,1,0.14022362734723634,0,1,1,0.9996418684788195,3945.4559698138373,4021.410116475489
N[3],4.0355,4,0.20186613753765412,0,4,4,1.0004762159400473,3207.253057054963,3241.8327872406007
N[4],4.0425,4,0.21726838561522696,0,4,4,1.0009602513207783,3020.0093486341234,3080.739948065607
N[5],2.063,2,0.2711999029255665,0,2,3,0.9991380225188495,3458.8386899607885,3550.823404935004
N[6],2.05675,2,0.24092311737797553,0,2,3,0.9998540235417469,3717.831946434885,3722.016489031024
N[7],1.0625,1,0.26478534290903427,0,1,2,1.0003323209994361,3712.730957697104,3700.7770450765634
N[8],4.07625,4,0.29318497037998753,0,4,5,1.0019430770124655,3318.775386249758,3365.1333064195774
N[9],2.0905,2,0.3167567421672775,0,2,3,0.9996174257907267,3435.3136858249914,3407.173544442291
N[10],1.1005,1,0.33901103539638666,0,1,2,1.000191611271401,3287.5447344561926,3239.24645566957
N[11],1.1,1,0.32791291789197646,0,1,2,1.0002325785287056,3777.732653070887,3300.6121867930165
N[12],2.16825,2,0.446645060929384,0,2,3,1.0009896968808312,2961.7919043388556,3112.627859974599
N[13],4.1935,4,0.45728549890290277,0,4,5,1.0004801101729337,3481.070993768673,3175.221797234057
N[14],1.24075,1,0.529961934871839,0,1,2,1.002131547453034,3581.323845686576,3733.287369950007
N[15],3.226,3,0.5059525639812984,0,3,4,1.0000739136130685,3356.459236840083,3258.340247656221
N[16],3.21975,3,0.507961065054107,0,3,4,1.000938784979609,3282.7239828771844,3313.676381847966
N[17],3.24075,3,0.5313755992768926,0,3,4,1.000807999135286,3206.2849531613165,3123.6027350567465
N[18],2.27475,2,0.5756259843148628,0,2,3,1.000767501129722,2725.1147733180874,2752.3743240151284
N[19],4.453,4,0.7479511064999026,0,4,6,1.0034003466361705,2254.0452029642283,2709.5654986088575
N[20],3.41325,3,0.7229143025090824,0,3,5,1.0015814992862542,2091.0154331716494,2262.3315481063933
N[21],1.545,1,0.8527348879911618,0,1,3,1.00533452009296,1848.5399395672275,2068.6829653847294
