variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
phi,30.7900061575,5.32888,385.2789879249584,4.596319455,1.6250425000000002,66.20953499999997,0.999665843567073,5462.299107405674,2385.8128681465355
sigma,0.12757087011505,0.10637550000000001,0.09693810739641238,0.09355435802999998,0.0091903035,0.3158809499999998,1.0002039220675276,2541.7628292996683,1723.0013567514352
N[1],1.0155,1,0.12555353807332825,0,1,1,1.0003124540792279,4006.4994507638576,4004.0734977633497
N[2],2.032,2,0.19231548640600396,0,2,2,0.9994244723594546,3895.030378147049,3911.433594686392
N[3],1.03575,1,0.19995482735669526,0,1,1,0.9999418868481891,3891.961093692088,3923.8893604075465
N[4],4.0635,4,0.2626499500267652,0,4,5,0.9992378081034459,4153.138251402171,4045.9777859796477
N[5],4.078,4,0.2905806416080041,0,4,5,1.0002678277958292,3966.059645692372,3730.9127193831578
N[6],2.10975,2,0.35529775769649324,0,2,3,0.9999625547246859,4119.258023376366,4091.91507281587
N[7],2.08775,2,0.31713574580976767,0,2,3,0.9999830783588776,4119.822604854559,4085.9441949680195
N[8],1.09225,1,0.3174352355712824,0,1,2,1.0000855307823822,4087.6018111708836,4076.244111962167
N[9],4.15125,4,0.4146280460896863,0,4,5,1.0009360234031712,3582.0784701244265,3486.294162381733
N[10],2.13275,2,0.3836199011484405,0,2,3,1.000967509733774,3922.680494359634,3800.1051091562886
N[11],1.15525,1,0.42034701188732226,0,1,2,0.9992900418222707,3932.229528423664,3966.9491168300115
N[12],1.205,1,0.47909537995661566,0,1,2,0.9993734187163829,4011.939442743787,3781.5227457651404
N[13],2.3305,2,0.6441067212559514,0,2,4,1.0011264112585205,3587.851131282803,3372.783593295191
N[14],4.35675,4,0.6539008595219316,0,4,6,0.9994574465495987,3983.1205767331103,3790.5383238360123
N[15],1.39725,1,0.7053841713614658,0,1,3,1.0000279270415116,3797.200710610621,3907.9849092868685
N[16],3.4565,3,0.7702311756972734,0,3,5,0.9994264748862594,4010.1074890631226,3697.619637792718
N[17],3.4505,3,0.7630172336354574,0,3,5,1.0000694545368791,4059.506461797083,4024.071436487134
N[18],3.53525,3,0.8651268974186153,0,3,5,0.9998642920814892,3719.059847904035,3546.48405118866
N[19],2.57425,2,0.9031560552944623,0,2,4,1.0001551388160574,4270.4689748467745,3443.5759802397047
N[20],4.95525,5,1.1754117728306652,1.4826,4,7,1.0004107309322698,3817.9517374028324,3752.6668792342903
N[21],3.86425,4,1.1314335919501632,1.4826,3,6,0.9999088061812323,4292.049210731422,3950.54265166959
N[22],2.088,2,1.2704957850717062,1.4826,1,5,1.0000962729943843,3644.8544539723785,3877.4868144633524
N[23],5.164,5,1.3366191071728006,1.4826,4,8,1.0011812239028914,3971.0592016604082,3092.7931511542192
N[24],5.1755,5,1.4156979904626728,1.4826,4,8,0.9997405503397608,3599.6788939226776,3487.1603684359306
N[25],3.22125,3,1.4672547995020038,1.4826,2,6,0.9999950958628688,3463.9706419504705,3810.415574664551
N[26],3.348,3,1.4609687222530983,1.4826,2,6,1.0006662884608175,3859.503028050678,3887.2283772050046
N[27],3.04875,3,1.8018560177708967,1.4826,1,6,0.9995912071250613,4040.5655076319977,3732.1705278770405
N[28],2.96175,3,1.7800503032977937,1.4826,1,6,1.0011338716649842,4249.203030181563,4029.1653041650225
N[29],5.3595,5,2.0486114693221014,1.4826,3,9,1.0012686659242978,4052.766084641075,3751.8132737198644
N[30],3.4575,3,2.040890751305589,1.4826,1,7,0.9996319280219476,3731.6598053848725,3941.7345035215085
N[31],3.8525,3,2.2272143747218727,1.4826,1,8,1.0009495966181605,4238.893805418144,3774.8776865227046
N[32],3.37675,3,2.5235692060818287,2.9652,0,8,1.000817333029775,4181.258337801323,4078.6538553515807
N[33],4.5675,4,2.8429675281458144,2.9652,1,10,1.001544494009305,4942.123389414501,3986.531520521311
N[34],4.51775,4,3.120195321163493,2.9652,1,10,1.0003342459850677,3721.0489005175427,3740.8849704618374
N[35],5.043,4,3.4498009046277427,2.9652,1,11,1.0004329210381273,4473.247564642996,3626.5058101335662
"p[1,1]",0.0125993085216,0.00789327,0.015499986755092955,0.007395542385,0.0011357284999999999,0.03946313999999999,1.0008740609900333,4804.044619195803,2619.1223465646917
"p[2,1]",0,0,0,0,0,0,NA,NA,NA
"p[3,1]",0,0,0,0,0,0,NA,NA,NA
"p[4,1]",0,0,0,0,0,0,NA,NA,NA
"p[5,1]",0.0090575333965,0.00732319,0.006920294631174149,0.005530906017,0.0014763485000000001,0.02278274499999999,1.0023850279437319,5624.460490340694,2685.8022224297183
"p[6,1]",0.03123099691975,0.02525705,0.02319076455442371,0.01925941878,0.004982760000000001,0.07754664499999996,1.0017103345038698,7003.928663981946,2578.1891961163697
"p[7,1]",0.00843504616405,0.006725145,0.006735006984810758,0.0053242315769999994,0.0012971155000000001,0.021774729999999992,1.0013773201847453,6818.149036238522,2461.2461285093327
