variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
beta_0,2.6122873275,2.610445,0.3650145305081063,0.36024214800000026,2.003247,3.2074169999999995,1.0021457814288561,4945.712008307944,3138.2734791667485
beta_1,0.0678774196275,0.06796630000000001,0.015436409588262014,0.015183751379999992,0.0424306,0.093282075,1.0019418578638124,4796.437199883859,3201.2188998651427
phi,1.0245411425,1.01728,0.023840343453140195,0.017413137000000006,1.00128,1.071265,1.0005657819485931,4712.945579233676,2226.918591523918
sigma,0.1078898235376,0.101786,0.06838372749167672,0.0746237058,0.010151115,0.22742759999999987,1.0024531669217118,1301.9244772616155,2081.830455168994
N[1],43.99275,43,1.6275317669443823,0,43,47,0.9998188891434797,3785.025918505345,3919.723832773843
N[2],82.30225,82,1.9434091559130882,1.4826,81,86,1.0002922012647586,3847.0468779251482,3699.1492334303803
N[3],59.60275,59,2.2700728501936442,1.4826,58,64,1.000381728417927,4125.4280425887055,3774.0199047208466
N[4],55.62,55,2.267131441104113,1.4826,54,60,1.0001464105570261,3653.6218215334466,3594.0047075060584
N[5],76.656,76,3.128595695796588,2.9652,74,83,0.9997383216955706,4210.863573411407,3961.1128122118907
N[6],88.93725,88,3.1212574388377314,1.4826,86,95,0.9993732740125238,4169.627178538539,4071.818530472448
N[7],86.948,86,3.241746941204341,1.4826,84,93,1.0003525477203603,4126.233321279676,3922.7378880799197
N[8],72.53125,72,3.0839748965889293,2.9652,69,78,0.9996332276219883,4246.95754574146,4056.3306880878754
N[9],71.8135,71,3.2876921966624244,2.9652,68,78,1.0002259879080344,4109.403174498203,3929.0345817904163
N[10],96.67075,96,3.8744802666724487,2.9652,92,104,1.000830471124106,4345.836036337904,3950.0622776790888
N[11],87.59075,87,3.6475458304380886,2.9652,83,94,1.0007739452830589,4237.948043513723,4060.4901246166646
N[12],102.76025,102,4.515846338676576,4.4478,98,111,1.0006216963577061,3943.291458296277,3792.924224423565
N[13],121.69075,121,5.373344642367677,4.4478,115,132,1.0000487327172798,4212.897045321412,3934.7915739607756
N[14],77.1,76,5.318747246116045,4.4478,71,87,1.0008536875808216,4036.7791523971346,3556.8972035378356
N[15],82.1295,81,5.408469528032761,4.4478,75,92,1.0001959486219996,3874.839944813943,3845.1897669376226
N[16],92.6535,92,6.04239732153951,5.9304,85,104,0.9999240524727783,4071.847213606938,3895.4327780138747
N[17],70.91625,70,7.1739530482213585,5.9304,62,85,1.0000366313842877,3938.8721299868434,3982.344649879814
N[18],84.162,83,9.181793524855767,8.8956,73,101,1.0003420186225949,4504.958354089795,4256.30698728501
N[19],72.56075,71,10.70448298267981,8.8956,59,92,1.0006930787969568,4300.2077961678715,4017.401296646933
N[20],79.8465,78,12.306392630454049,10.3782,64,103.04999999999973,1.0002332880996034,4258.92347245286,3911.0240660190943
N[21],86.4665,84,13.276330177641201,11.8608,69,111,1.0003968394230434,4241.593449053929,4004.530021725838
N[22],84.558,82,12.638040434201187,10.3782,68,107,1.0001900937209132,3943.6769693022075,3763.848902059881
N[23],86.9825,85,13.302760413111715,11.8608,69,112,0.9993885574201701,3886.2486906835943,3683.6577675457274
N[24],100.823,98,16.20872764016128,14.825999999999999,79,131,0.9998575758081055,4275.748223969184,4046.3758344166968
N[25],71.435,69,18.493601010067778,17.7912,47,105,1.0014585956990294,3831.509050519711,3802.047201493908
N[26],87.09025,83,22.94455748357395,22.238999999999997,56,130,1.000022715098023,4122.107771819423,3770.401240974969
N[27],107.2195,103,27.873850785985955,25.2042,70,159,1.0008242082831855,4085.7650635875034,4016.230899502092
N[28],96.6105,92,29.045743294859708,26.686799999999998,58,151,0.9993823913171369,3916.252069712704,3778.2296894891488
N[29],104.742,100,33.955009522424184,31.1346,60,167,1.0004989988863564,4297.4724153444495,3641.327521418113
N[30],101.8105,96,35.16745337942881,32.6172,55,168,0.9997945160741095,3890.009952595971,3774.9346903905234
N[31],93.59025,90,29.32170348924799,26.686799999999998,54,149,0.9995255774691498,4212.681876026146,3628.832137577107
N[32],93.0835,88,33.03578920795064,29.651999999999997,49,154,1.0001666217766823,3913.4683996914396,3792.3626722780023
N[33],97.6935,94,30.38064027593714,28.1694,55,152,1.000229711488601,4239.17467011822,3775.0909441933977
N[34],83.0225,79,28.626279180412684,26.686799999999998,44,135,1.0015332009334648,4289.853973751169,3489.625581489454
N[35],81.22575,78,27.337805797904867,25.2042,43,130,1.0000411535179605,4449.730702079672,3955.2801514946295
