variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
phi,16.422110505,3.509505,150.56857059661777,2.7097257809999995,1.2472159999999999,31.107559999999978,1.002193091515354,4019.7476501876854,2444.4665780049554
sigma,0.067870736325,0.0520302,0.05139919682172503,0.035919913889999995,0.017081855,0.16900729999999997,1.0920594058274768,44.288562991507966,95.54967578113929
N[1],2.00575,2,0.08785708404451062,0,2,2,0.9998254640740909,4055.1715639887275,4055.4526289558084
N[2],0.00925,0,0.10083143976365311,0,0,0,1.0005195596998568,3800.9916484536116,3858.549833266542
N[3],0.01725,0,0.13948943266590613,0,0,0,0.9996963452840171,3803.7626067501533,3822.295974052378
N[4],3.03375,3,0.19904984981325072,0,3,3,1.000308948375184,3562.8320063886645,3630.2078391686377
N[5],1.04325,1,0.21305113282097113,0,1,1,0.9996199387232108,3767.524301624881,3794.8567701599304
N[6],1.05125,1,0.23267353038739866,0,1,1,1.0005678641011897,3953.089658837562,3988.7642245940247
N[7],2.04075,2,0.2076059068358564,0,2,2,0.9998621472048836,3980.5713939178204,3962.0658105126536
N[8],3.0325,3,0.18014400618877507,0,3,3,0.9994939805642344,3723.601589197967,3703.419867547712
N[9],6.10575,6,0.3536922561394485,0,6,7,1.0002870138773445,3863.9053084975108,3499.089386975373
N[10],2.08875,2,0.31448078167117005,0,2,3,0.9996624894610511,3382.3500526282637,3323.763147844634
N[11],2.10975,2,0.34674918348723227,0,2,3,1.0007686698598286,3462.128384052119,3421.6116073768476
N[12],3.115,3,0.3657983763127281,0,3,4,1.0001894022477227,3378.3888879827687,3412.5055693961062
N[13],1.12975,1,0.38203589537678145,0,1,2,0.9996415845059348,3297.406519663085,3337.195279781445
N[14],2.142,2,0.408506694473735,0,2,3,1.0031272350073621,3747.499958080709,3710.2085338331667
N[15],1.1595,1,0.42673794806541376,0,1,2,0.999716093871622,3252.4828326652946,3292.252258485227
N[16],2.2125,2,0.4973988353427761,0,2,3,1.0005702764432167,3042.194234252789,3283.0448246597703
N[17],1.166,1,0.4393088299385929,0,1,2,0.9999738604551357,3577.8323415565987,3710.9452304460783
N[18],4.19125,4,0.4682181591535513,0,4,5,1.0011111271391286,2839.631440405838,2901.9728764293122
N[19],4.20275,4,0.4961894683456354,0,4,5,1.0010287951844938,2496.9524898041495,2815.6800624718003
N[20],2.295,2,0.59503236540458,0,2,3,1.0010509362041549,2149.5774300962526,2523.2836601586673
N[21],2.26925,2,0.5816691690777188,0,2,3,1.0008144483261943,2713.193576097638,2967.9415155346737
N[22],1.30875,1,0.6229128691965294,0,1,3,0.9996458055778727,2540.303596772022,2869.20342069163
N[23],4.3905,4,0.7011652145996271,0,4,6,1.0008895584885678,2037.8379419730607,2274.4219367799005
N[24],2.3115,2,0.6438721867329044,0,2,4,1.0016934692961157,2545.7502679458103,2804.5435575169045
N[25],1.41925,1,0.7211861513272537,0,1,3,0.999915285574625,2078.274705496133,2579.3333398718783
N[26],1.50775,1,0.7975581246784212,0,1,3,1.0011863877587546,2349.911468121049,2467.884656007264
N[27],1.6385,1,0.9074820278703744,0,1,3,0.9995804600162769,1923.7814392522998,2286.5338508823415
N[28],2.6835,2,0.9143504575324483,0,2,4,1.0003651757814978,2522.2429771231823,3105.7950816941193
