variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
phi,208.66705821,3.482915,11423.560223996943,2.689844115,1.240673,33.70581999999998,1.0006072501798806,6134.8720173754,2352.4973698572135
sigma,0.1651263044025,0.14501750000000002,0.11855859417475723,0.12113790864000001,0.015207105,0.38792709999999997,1.000763137602503,2450.2295058273453,2272.379987506718
N[1],0.001,0,0.03161091286965805,0,0,0,1.0012917715497074,4019.5640412101498,4019.564041210148
N[2],3.0025,3,0.0547220122496986,0,3,3,1.0001236911191456,4032.041907195933,4032.0961211274757
N[3],1.005,1,0.08047744500658988,0,1,1,0.9997751766718487,4049.104935499295,4049.369972043391
N[4],1.00625,1,0.08193055384844825,0,1,1,1.000737998582937,4061.6632811972745,4061.8856119831066
N[5],2.00975,2,0.10078430864582692,0,2,2,0.9997163184286033,4093.2890423490285,4093.740333903927
N[6],3.01,3,0.10441611791969836,0,3,3,1.000114528736133,3936.5592944580853,3891.5459824008403
N[7],6.01425,6,0.12268129513109878,0,6,6,1.0001498245989637,3811.842191467131,3827.3523306328593
N[8],2.009,2,0.09445226470327164,0,2,2,1.0002174402443003,3971.339673211253,3971.339673211244
N[9],2.02475,2,0.16169098148435287,0,2,2,1.000286300202693,3835.1338305634745,3873.3127484273186
N[10],3.02825,3,0.17308791799787532,0,3,3,1.0000980990948893,4046.4167427154716,4030.477190561388
N[11],1.03625,1,0.19986476423070487,0,1,1,0.999383182406949,3623.1327483656787,3617.7994486782814
N[12],2.0425,2,0.21024937859670376,0,2,2,0.9998401791991643,3610.9523445790715,3563.9913482348206
N[13],1.0475,1,0.22306095365899836,0,1,1,1.0003281153993826,3791.994533106529,3733.778126414734
N[14],2.049,2,0.23262099675659761,0,2,2,0.9995899745846998,3741.5932189690043,3705.0150771499325
N[15],1.03325,1,0.18615343342306045,0,1,1,1.0007205792456502,3777.3423867856,3711.010759613691
N[16],4.04875,4,0.23746059543342324,0,4,4,1.0009025539539755,3692.802212204173,3804.3188767774895
N[17],4.05,4,0.24189797158546886,0,4,4,0.9994292732399249,3889.532040679924,3935.0348832744007
N[18],2.06925,2,0.28102345283847985,0,2,3,0.9998875861170291,3857.0352947785423,3923.825888336546
N[19],2.06625,2,0.27636937693624275,0,2,3,0.9994754276310774,3432.5198053514027,3489.398096275066
N[20],1.078,1,0.31135226843362596,0,1,2,1.000207081306769,3827.5679490789207,3757.739726818036
N[21],4.0945,4,0.3377843610480541,0,4,5,1.0004588392444962,3817.3345058885925,3833.1147506786792
N[22],2.06925,2,0.2889209343861771,0,2,3,0.9999029738217622,3717.541752969719,3793.901117380007
N[23],1.091,1,0.34095170041444856,0,1,2,1.0000896842698224,3598.829637359384,3613.30910464897
N[24],1.10725,1,0.3772041996744774,0,1,2,1.0001542847950478,3615.6708062182456,3668.930993872401
N[25],1.17275,1,0.478502537788116,0,1,2,1.0000241847298306,3703.032912211951,3211.2008514141635
N[26],2.1895,2,0.47869305066941364,0,2,3,0.9995446699152949,3599.9045620277693,3523.833469462321
N[27],1.26475,1,0.5993723795040343,0,1,2,0.9994954522991647,3310.6249986555345,3380.281685779778
N[28],2.3095,2,0.643671755114424,0,2,3,0.9993386459765408,3727.0518840514887,3707.179493013371
N[29],1.4075,1,0.7707738144671672,0,1,3,0.9992286124104889,4030.7432157921107,3991.699740061034
N[30],2.58025,2,0.9196582954255815,0,2,4,1.0000382957567544,3724.2752165015627,3760.1782264414896
N[31],2.6085,2,0.9661579142556458,0,2,4,0.9994323551584857,3712.665085500516,3827.149778606778
N[32],1.99675,2,1.227035387207869,1.4826,1,4,0.9998212588129881,4067.244212731836,3883.5241648413353
N[33],1.25225,1,1.343529383862268,1.4826,0,4,0.9996926054995362,4128.888804151885,3976.978477475148
N[34],1.86475,2,1.7436219463728277,1.4826,0,5,1.0003107520967849,4176.059717841541,4110.8333281987525
N[35],2.0405,2,1.8441013875277765,1.4826,0,5,1.0005957469535744,3901.919837530435,3764.849442943829
"p[1,1]",0,0,0,0,0,0,NA,NA,NA
"p[2,1]",0,0,0,0,0,0,NA,NA,NA
"p[3,1]",0.016313909485,0.01446595,0.00949169634673192,0.008294146245,0.0047782065,0.033936555,1.0007926953764137,4991.073843210578,2790.0850706371934
"p[4,1]",0.0650101484075,0.058598899999999995,0.03563674792852056,0.03145098683999999,0.019610390000000002,0.13218834999999993,1.0017666805906276,6616.88980299363,2843.6953608256913
"p[5,1]",0.0291454760925,0.0254205,0.01798180894177418,0.01587523602,0.0078837005,0.06328589999999992,1.0027508819341349,6280.532193381831,2739.4308020881535
"p[6,1]",0.029805772143,0.0256729,0.018820704607056492,0.015690429929999996,0.0080765365,0.06516560499999999,1.0004946628665343,6338.992144346532,2917.9960537651173
"p[7,1]",0,0,0,0,0,0,NA,NA,NA
"p[8,1]",0,0,0,0,0,0,NA,NA,NA
"p[9,1]",0,0,0,0,0,0,NA,NA,NA
"p[10,1]",0.016313909485,0.01446595,0.00949169634673192,0.008294146245,0.0047782065,0.033936555,1.0007926953764137,4991.073843210578,2790.0850706371934
"p[11,1]",0.0650101484075,0.058598899999999995,0.03563674792852056,0.03145098683999999,0.019610390000000002,0.13218834999999993,1.0017666805906276,6616.88980299363,2843.6953608256913
"p[12,1]",0.0291454760925,0.0254205,0.01798180894177418,0.01587523602,0.0078837005,0.06328589999999992,1.0027508819341349,6280.532193381831,2739.4308020881535
"p[13,1]",0.029805772143,0.0256729,0.018820704607056492,0.015690429929999996,0.0080765365,0.06516560499999999,1.0004946628665343,6338.992144346532,2917.9960537651173
