variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
phi,13.2301666225,3.789825,53.88539956121372,3.0089589389999998,1.2991920000000001,38.91987499999993,1.00051583563875,4014.162376867911,2115.6157535899783
sigma,0.137274888407,0.116923,0.10482684056891985,0.10410720830999999,0.01000586,0.3320989999999999,1.0014448488358638,1775.8017643792173,1743.706860538593
N[1],3.005,3,0.07730778824627492,0,3,3,0.9999536007374513,4047.342948872391,4047.258567556326
N[2],6.01225,6,0.11446926794264839,0,6,6,1.0005599845947484,3991.9348632851297,3980.486237892483
N[3],2.01425,2,0.12268129513109878,0,2,2,1.0002060987748902,3943.547335757751,3931.0110974426484
N[4],2.0255,2,0.16690330787178737,0,2,2,1.0002086478355952,3564.301210374534,3699.8983852431575
N[5],3.041,3,0.20815819094648794,0,3,3,0.9992501955657422,3955.442672014043,3952.1394528231563
N[6],1.05175,1,0.23997152765176305,0,1,1,1.0008042261289896,3509.4090434612813,3477.1225961662135
N[7],2.041,2,0.21054710285499098,0,2,2,1.0002730721936657,3682.279415899284,3714.7673923095913
N[8],1.0295,1,0.1792701437666393,0,1,1,0.9999782952685807,3788.094593761872,3759.0761911128375
N[9],2.058,2,0.24728786428362287,0,2,3,1.0013504346704136,3282.810667737347,3213.3600036771386
N[10],1.05725,1,0.24897376264100782,0,1,2,0.9997622770652157,3773.216415713448,3756.7466191718395
N[11],4.07775,4,0.28935422749156753,0,4,5,0.9999195331220628,3956.2214976889572,3959.707486059834
N[12],4.0915,4,0.32504486388941023,0,4,5,1.0002962145760834,3954.031577355001,3758.602089889443
N[13],2.129,2,0.376688828634995,0,2,3,0.9996581605356925,4075.362381460171,4071.5162482402757
N[14],2.14275,2,0.41038340748047286,0,2,3,0.9998640130500335,4085.5532640374618,3989.021869238931
N[15],1.15125,1,0.4060968679595321,0,1,2,0.9999515378928541,3858.8628075147953,3840.670346113028
N[16],4.161,4,0.4172799187987102,0,4,5,0.9998845474067213,3957.1497928826375,3957.695066993612
N[17],2.157,2,0.4363468799589525,0,2,3,1.0008579886102167,4069.33227046001,3776.5938773397675
N[18],1.18425,1,0.4481653160806115,0,1,2,0.9997459936041698,3619.569659218929,3754.0778917270013
N[19],1.22475,1,0.5082342107761448,0,1,2,1.000450313969084,3610.1321633166995,3549.295811880309
N[20],1.31525,1,0.608243312730909,0,1,3,1.000989237279799,3371.686295896135,3464.8604911426382
N[21],4.30975,4,0.608602938609584,0,4,5,0.9997827622435504,3783.208382895581,3534.325380036775
N[22],1.38325,1,0.6891938657200429,0,1,3,1.002146828357563,3891.146187824844,3143.948311555505
N[23],3.44275,3,0.7388226459885732,0,3,5,1.0015429658487238,3676.346090874407,3580.1713087719672
N[24],2.3975,2,0.6760976460591707,0,2,4,0.9999725520951116,3803.196843002769,3827.658185290088
N[25],3.4585,3,0.7378440576865588,0,3,5,0.9996097735900855,3956.418693633714,4040.611772993544
N[26],2.5585,2,0.8143976675373171,0,2,4,1.000280354516837,3944.7623946045537,3761.6344772442562
N[27],1.8285,2,1.0039122023003215,1.4826,1,4,1.000666318806928,4135.082063598849,4038.2504552479068
N[28],2.764,2,0.9808386774224301,0,2,5,0.9996456219084193,3654.9435098308595,3653.9994973545727
N[29],0.98825,1,1.1412438595176413,1.4826,0,3,0.9998733853440678,3800.4596534926955,3737.2222015286893
N[30],3.14525,3,1.2054110051857232,1.4826,2,5,1.000129457517926,3481.9796745728877,3773.81593178857
N[31],1.2245,1,1.269252733156465,1.4826,0,4,0.9997043020460218,3967.1933678114833,3960.090164681215
N[32],2.44825,2,1.422964561939662,1.4826,1,5,0.9999519373477918,3564.6599233383376,3373.4669764969917
N[33],3.326,3,1.3407734403524665,1.4826,2,6,1.0006020042612211,3539.7386420089283,3790.3549569142815
N[34],1.90475,2,1.5905376103608784,1.4826,0,5,0.9999752386486365,3808.6227988104406,3941.5244183754467
N[35],2.1485,2,1.6586547361893826,1.4826,0,5,1.0001123831932712,3850.5841352061234,3768.948043261988
"p[1,1]",0.007965631377,0.005282375,0.008430578373984267,0.004739508963,9.377935e-4,0.023743034999999992,1.0004874106268011,3046.7678303956827,2839.18522307297
"p[2,1]",0,0,0,0,0,0,NA,NA,NA
"p[3,1]",0,0,0,0,0,0,NA,NA,NA
"p[4,1]",0,0,0,0,0,0,NA,NA,NA
"p[5,1]",0.01578281660975,0.01369205,0.009691149522410115,0.008501220987,0.0040760635,0.03466900499999998,1.0013239558143194,3635.253953794025,2332.599426036929
"p[6,1]",0.0604428184875,0.0536973,0.03559414784094496,0.032565753780000005,0.015891315,0.12895215000000002,1.0008059622771401,4638.746163228768,2565.9068742812783
"p[7,1]",0.0179565295805,0.01529045,0.011778487439870686,0.010233557544,0.004285449,0.041142615,1.0007931302226583,4768.012496132279,2595.5668529548643
"p[8,1]",0.022602210535,0.019020500000000003,0.015276518132907617,0.012808255529999995,0.005309625,0.051998844999999974,1.0003944751935172,4163.634418611648,2343.7060133499554
"p[9,1]",0,0,0,0,0,0,NA,NA,NA
"p[10,1]",0,0,0,0,0,0,NA,NA,NA
"p[11,1]",0,0,0,0,0,0,NA,NA,NA
