death_date,n,rep_date
2021-03-19,1,2021-04-09
2021-03-24,1,2021-04-09
2021-03-26,3,2021-04-09
2021-03-27,3,2021-04-09
2021-03-28,3,2021-04-09
2021-03-29,4,2021-04-09
2021-04-01,1,2021-04-09
2021-04-03,2,2021-04-09
2021-04-04,1,2021-04-09
2021-04-05,2,2021-04-09
2021-04-07,3,2021-04-09
2021-04-08,1,2021-04-09
2021-03-14,1,2021-04-13
2021-03-25,2,2021-04-13
2021-03-27,2,2021-04-13
2021-03-28,4,2021-04-13
2021-03-29,2,2021-04-13
2021-03-30,1,2021-04-13
2021-03-31,1,2021-04-13
2021-04-01,3,2021-04-13
2021-04-03,3,2021-04-13
2021-04-04,1,2021-04-13
2021-04-05,5,2021-04-13
2021-04-07,1,2021-04-13
2021-04-08,2,2021-04-13
2021-04-09,3,2021-04-13
2021-04-10,3,2021-04-13
2021-04-11,2,2021-04-13
2021-03-12,1,2021-04-14
2021-03-28,1,2021-04-14
2021-03-29,1,2021-04-14
2021-03-30,1,2021-04-14
2021-03-31,5,2021-04-14
2021-04-01,3,2021-04-14
2021-04-02,10,2021-04-14
2021-04-03,5,2021-04-14
2021-04-04,7,2021-04-14
2021-04-05,5,2021-04-14
2021-04-06,6,2021-04-14
2021-04-07,3,2021-04-14
2021-04-08,6,2021-04-14
2021-04-09,2,2021-04-14
2021-04-10,2,2021-04-14
2021-04-11,2,2021-04-14
2021-04-12,2,2021-04-14
2021-03-15,1,2021-04-15
2021-03-25,1,2021-04-15
2021-03-29,2,2021-04-15
2021-03-30,1,2021-04-15
2021-03-31,5,2021-04-15
2021-04-01,5,2021-04-15
2021-04-02,2,2021-04-15
2021-04-03,1,2021-04-15
2021-04-04,2,2021-04-15
2021-04-05,2,2021-04-15
2021-04-07,5,2021-04-15
2021-04-08,2,2021-04-15
2021-04-09,2,2021-04-15
2021-04-10,1,2021-04-15
2021-04-12,1,2021-04-15
2021-04-13,4,2021-04-15
2021-04-14,4,2021-04-15
2021-03-18,1,2021-04-16
2021-03-26,1,2021-04-16
2021-03-30,2,2021-04-16
2021-04-01,3,2021-04-16
2021-04-02,2,2021-04-16
2021-04-03,1,2021-04-16
2021-04-04,2,2021-04-16
2021-04-05,2,2021-04-16
2021-04-06,1,2021-04-16
2021-04-07,2,2021-04-16
2021-04-08,2,2021-04-16
2021-04-09,1,2021-04-16
2021-04-10,1,2021-04-16
2021-04-11,1,2021-04-16
2021-04-12,1,2021-04-16
2021-04-13,1,2021-04-16
2021-04-14,3,2021-04-16
2021-04-01,1,2021-04-20
2021-04-02,2,2021-04-20
2021-04-03,1,2021-04-20
2021-04-05,1,2021-04-20
2021-04-06,3,2021-04-20
2021-04-07,2,2021-04-20
2021-04-08,3,2021-04-20
2021-04-09,4,2021-04-20
2021-04-10,1,2021-04-20
2021-04-11,1,2021-04-20
2021-04-12,1,2021-04-20
2021-04-13,2,2021-04-20
2021-04-14,1,2021-04-20
2021-04-15,4,2021-04-20
2021-04-16,4,2021-04-20
2021-04-17,5,2021-04-20
2021-04-18,1,2021-04-20
2021-03-26,1,2021-04-21
2021-04-02,1,2021-04-21
2021-04-07,1,2021-04-21
2021-04-08,3,2021-04-21
2021-04-09,4,2021-04-21
2021-04-11,5,2021-04-21
2021-04-12,6,2021-04-21
2021-04-13,3,2021-04-21
2021-04-14,3,2021-04-21
2021-04-15,4,2021-04-21
2021-04-16,1,2021-04-21
2021-04-17,2,2021-04-21
2021-04-18,2,2021-04-21
2021-04-19,2,2021-04-21
2021-04-20,1,2021-04-21
2021-03-27,1,2021-04-22
2021-04-01,2,2021-04-22
2021-04-02,2,2021-04-22
2021-04-03,1,2021-04-22
2021-04-08,2,2021-04-22
2021-04-09,3,2021-04-22
2021-04-11,1,2021-04-22
2021-04-12,2,2021-04-22
2021-04-17,2,2021-04-22
2021-04-19,2,2021-04-22
2021-04-20,3,2021-04-22
2021-04-21,1,2021-04-22
2021-03-30,1,2021-04-23
2021-04-03,1,2021-04-23
2021-04-07,1,2021-04-23
2021-04-09,3,2021-04-23
2021-04-10,1,2021-04-23
2021-04-12,1,2021-04-23
2021-04-13,6,2021-04-23
2021-04-14,8,2021-04-23
2021-04-15,6,2021-04-23
2021-04-16,3,2021-04-23
2021-04-17,1,2021-04-23
2021-04-18,4,2021-04-23
2021-04-19,2,2021-04-23
2021-04-20,2,2021-04-23
2021-04-21,1,2021-04-23
2021-02-25,1,2021-04-27
2021-03-25,1,2021-04-27
2021-03-27,1,2021-04-27
2021-03-29,1,2021-04-27
2021-04-01,1,2021-04-27
2021-04-07,2,2021-04-27
2021-04-08,1,2021-04-27
2021-04-10,2,2021-04-27
2021-04-11,2,2021-04-27
2021-04-12,3,2021-04-27
2021-04-13,3,2021-04-27
2021-04-14,4,2021-04-27
2021-04-15,4,2021-04-27
2021-04-17,2,2021-04-27
2021-04-18,4,2021-04-27
2021-04-19,1,2021-04-27
2021-04-20,1,2021-04-27
2021-04-21,1,2021-04-27
2021-04-22,2,2021-04-27
2021-04-23,3,2021-04-27
2021-04-24,2,2021-04-27
2021-04-25,2,2021-04-27
2021-04-26,1,2021-04-27
2021-04-11,1,2021-04-28
2021-04-14,3,2021-04-28
2021-04-15,3,2021-04-28
2021-04-16,4,2021-04-28
2021-04-17,4,2021-04-28
2021-04-18,2,2021-04-28
2021-04-19,2,2021-04-28
2021-04-20,3,2021-04-28
2021-04-21,3,2021-04-28
2021-04-23,2,2021-04-28
2021-04-24,3,2021-04-28
2021-04-25,1,2021-04-28
2021-04-27,1,2021-04-28
2021-04-27,1,2021-04-29
2021-04-07,1,2021-04-30
2021-04-14,1,2021-04-30
2021-04-15,4,2021-04-30
2021-04-16,2,2021-04-30
2021-04-17,1,2021-04-30
2021-04-18,2,2021-04-30
2021-04-19,6,2021-04-30
2021-04-20,10,2021-04-30
2021-04-21,4,2021-04-30
2021-04-22,4,2021-04-30
2021-04-23,3,2021-04-30
2021-04-25,2,2021-04-30
2021-04-27,2,2021-04-30
2021-04-28,4,2021-04-30
2021-02-12,1,2021-05-04
2021-04-09,1,2021-05-04
2021-04-14,1,2021-05-04
2021-04-17,1,2021-05-04
2021-04-18,1,2021-05-04
2021-04-20,2,2021-05-04
2021-04-21,6,2021-05-04
2021-04-22,5,2021-05-04
2021-04-23,2,2021-05-04
2021-04-25,2,2021-05-04
2021-04-26,3,2021-05-04
2021-04-27,5,2021-05-04
2021-04-28,3,2021-05-04
2021-04-29,6,2021-05-04
2021-04-30,1,2021-05-04
2021-05-01,1,2021-05-04
2021-05-02,1,2021-05-04
2021-05-03,1,2021-05-04
2021-04-20,2,2021-05-05
2021-04-21,5,2021-05-05
2021-04-22,5,2021-05-05
2021-04-23,5,2021-05-05
2021-04-24,5,2021-05-05
2021-04-25,11,2021-05-05
2021-04-26,4,2021-05-05
2021-04-27,7,2021-05-05
2021-04-28,4,2021-05-05
2021-04-29,3,2021-05-05
2021-04-30,5,2021-05-05
2021-05-01,1,2021-05-05
2021-05-03,3,2021-05-05
2021-04-17,1,2021-05-06
2021-04-21,1,2021-05-06
2021-04-22,1,2021-05-06
2021-04-24,1,2021-05-06
2021-04-26,1,2021-05-06
2021-05-04,1,2021-05-06
2021-05-05,1,2021-05-06
2021-04-20,1,2021-05-07
2021-04-21,2,2021-05-07
2021-04-24,1,2021-05-07
2021-04-25,1,2021-05-07
2021-04-28,1,2021-05-07
2021-04-29,1,2021-05-07
2021-05-01,1,2021-05-07
2021-05-02,2,2021-05-07
2021-05-04,1,2021-05-07
2021-05-05,2,2021-05-07
2021-04-11,1,2021-05-11
2021-04-23,1,2021-05-11
2021-04-25,1,2021-05-11
2021-04-26,1,2021-05-11
2021-04-27,5,2021-05-11
2021-04-28,6,2021-05-11
2021-04-29,2,2021-05-11
2021-04-30,5,2021-05-11
2021-05-01,3,2021-05-11
2021-05-02,1,2021-05-11
2021-05-03,3,2021-05-11
2021-05-04,2,2021-05-11
2021-05-05,3,2021-05-11
2021-05-06,1,2021-05-11
2021-05-07,3,2021-05-11
2021-05-08,3,2021-05-11
2021-05-09,2,2021-05-11
2021-05-10,1,2021-05-11
2021-04-24,1,2021-05-12
2021-04-27,1,2021-05-12
2021-04-29,4,2021-05-12
2021-04-30,3,2021-05-12
2021-05-01,5,2021-05-12
2021-05-02,5,2021-05-12
2021-05-03,7,2021-05-12
2021-05-04,6,2021-05-12
2021-05-05,3,2021-05-12
2021-05-06,3,2021-05-12
2021-05-07,1,2021-05-12
2021-05-08,2,2021-05-12
2021-05-09,4,2021-05-12
2021-05-10,4,2021-05-12
2021-05-11,1,2021-05-12
2021-04-30,2,2021-05-14
2021-05-01,1,2021-05-14
2021-05-02,1,2021-05-14
2021-05-03,1,2021-05-14
2021-05-09,2,2021-05-14
2021-05-12,1,2021-05-14
2021-04-15,1,2021-05-18
2021-04-28,1,2021-05-18
2021-04-29,1,2021-05-18
2021-05-02,1,2021-05-18
2021-05-04,1,2021-05-18
2021-05-05,2,2021-05-18
2021-05-07,1,2021-05-18
2021-05-08,4,2021-05-18
2021-05-09,2,2021-05-18
2021-05-10,3,2021-05-18
2021-05-11,1,2021-05-18
2021-05-12,1,2021-05-18
2021-05-13,3,2021-05-18
2021-05-14,1,2021-05-18
2021-05-16,1,2021-05-18
2021-04-23,1,2021-05-19
2021-04-28,1,2021-05-19
2021-04-29,1,2021-05-19
2021-05-02,1,2021-05-19
2021-05-03,2,2021-05-19
2021-05-04,1,2021-05-19
2021-05-05,4,2021-05-19
2021-05-06,2,2021-05-19
2021-05-07,5,2021-05-19
2021-05-08,5,2021-05-19
2021-05-09,2,2021-05-19
2021-05-10,6,2021-05-19
2021-05-11,3,2021-05-19
2021-05-12,3,2021-05-19
2021-05-13,2,2021-05-19
2021-05-14,3,2021-05-19
2021-05-15,1,2021-05-19
2021-05-16,4,2021-05-19
2021-05-17,1,2021-05-19
2021-05-09,1,2021-05-20
2021-05-01,1,2021-05-21
2021-05-06,1,2021-05-21
2021-05-07,2,2021-05-21
2021-05-08,2,2021-05-21
2021-05-10,3,2021-05-21
2021-05-12,2,2021-05-21
2021-05-13,2,2021-05-21
2021-05-15,1,2021-05-21
2021-05-17,1,2021-05-21
2021-05-18,1,2021-05-21
2021-04-13,1,2021-05-25
2021-05-06,1,2021-05-25
2021-05-07,1,2021-05-25
2021-05-08,2,2021-05-25
2021-05-09,2,2021-05-25
2021-05-10,3,2021-05-25
2021-05-11,2,2021-05-25
2021-05-12,1,2021-05-25
2021-05-13,4,2021-05-25
2021-05-14,6,2021-05-25
2021-05-15,1,2021-05-25
2021-05-16,2,2021-05-25
2021-05-17,1,2021-05-25
2021-05-18,1,2021-05-25
2021-05-20,2,2021-05-25
2021-05-21,1,2021-05-25
2021-05-23,1,2021-05-25
2021-05-06,1,2021-05-26
2021-05-11,1,2021-05-26
2021-05-12,2,2021-05-26
2021-05-13,4,2021-05-26
2021-05-14,7,2021-05-26
2021-05-15,4,2021-05-26
2021-05-16,4,2021-05-26
2021-05-17,2,2021-05-26
2021-05-18,3,2021-05-26
2021-05-19,2,2021-05-26
2021-05-20,4,2021-05-26
2021-05-21,3,2021-05-26
2021-05-22,3,2021-05-26
2021-05-23,1,2021-05-26
2021-05-08,1,2021-05-27
2021-05-11,1,2021-05-27
2021-05-13,2,2021-05-27
2021-05-14,4,2021-05-27
2021-05-15,3,2021-05-27
2021-05-17,1,2021-05-27
2021-05-18,1,2021-05-27
2021-04-09,1,2021-06-03
2021-05-06,1,2021-06-03
2021-05-11,1,2021-06-03
2021-05-12,1,2021-06-03
2021-05-13,2,2021-06-03
2021-05-14,2,2021-06-03
2021-05-15,1,2021-06-03
2021-05-16,2,2021-06-03
2021-05-17,2,2021-06-03
2021-05-18,2,2021-06-03
2021-05-19,4,2021-06-03
2021-05-20,7,2021-06-03
2021-05-21,6,2021-06-03
2021-05-22,4,2021-06-03
2021-05-23,7,2021-06-03
2021-05-24,4,2021-06-03
2021-05-25,2,2021-06-03
2021-05-26,3,2021-06-03
2021-05-27,3,2021-06-03
2021-05-28,3,2021-06-03
2021-05-30,3,2021-06-03
2021-05-31,1,2021-06-03
2021-05-14,1,2021-06-04
2021-05-15,1,2021-06-04
2021-05-18,1,2021-06-04
2021-05-22,1,2021-06-04
2021-05-23,1,2021-06-04
2021-05-26,2,2021-06-04
2021-05-27,2,2021-06-04
2021-05-30,1,2021-06-04
2021-05-31,2,2021-06-04
2021-06-02,1,2021-06-04
2021-04-29,1,2021-06-08
2021-05-17,1,2021-06-08
2021-05-19,1,2021-06-08
2021-05-21,1,2021-06-08
2021-05-25,3,2021-06-08
2021-05-26,4,2021-06-08
2021-05-27,1,2021-06-08
2021-05-28,2,2021-06-08
2021-05-29,1,2021-06-08
2021-05-30,2,2021-06-08
2021-05-31,1,2021-06-08
2021-06-02,1,2021-06-08
2021-06-03,1,2021-06-08
2021-06-04,4,2021-06-08
2021-05-21,1,2021-06-09
2021-05-22,2,2021-06-09
2021-05-25,2,2021-06-09
2021-05-27,1,2021-06-09
2021-05-28,2,2021-06-09
2021-05-29,1,2021-06-09
2021-05-30,2,2021-06-09
2021-05-31,1,2021-06-09
2021-06-02,1,2021-06-09
2021-06-04,1,2021-06-09
2021-06-06,1,2021-06-09
2021-06-07,2,2021-06-09
2021-05-28,1,2021-06-10
2021-06-01,1,2021-06-10
2021-06-04,1,2021-06-10
2021-05-23,1,2021-06-11
2021-06-02,1,2021-06-11
2021-06-03,4,2021-06-11
2021-06-04,1,2021-06-11
2021-06-05,1,2021-06-11
2021-06-09,1,2021-06-11
2021-04-17,1,2021-06-22
2021-04-26,1,2021-06-22
2021-05-29,1,2021-06-22
2021-05-31,1,2021-06-22
2021-06-02,2,2021-06-22
2021-06-04,4,2021-06-22
2021-06-05,1,2021-06-22
2021-06-06,1,2021-06-22
2021-06-07,3,2021-06-22
2021-06-08,3,2021-06-22
2021-06-09,4,2021-06-22
2021-06-10,3,2021-06-22
2021-06-12,1,2021-06-22
2021-06-14,3,2021-06-22
2021-06-15,2,2021-06-22
2021-06-16,1,2021-06-22
2021-06-17,1,2021-06-22
2021-06-04,1,2021-06-23
2021-06-05,1,2021-06-23
2021-06-06,1,2021-06-23
2021-06-08,1,2021-06-23
2021-06-09,2,2021-06-23
2021-06-12,1,2021-06-23
2021-06-21,1,2021-06-23
2021-06-04,1,2021-06-24
2021-06-11,1,2021-06-24
2021-06-14,1,2021-06-24
2021-06-16,1,2021-06-24
2021-06-20,1,2021-06-24
2021-06-22,1,2021-06-24
2021-02-07,1,2021-06-29
2021-06-03,1,2021-06-29
2021-06-18,1,2021-06-29
2021-06-20,1,2021-06-29
2021-06-18,1,2021-06-30
2021-06-20,1,2021-06-30
2021-06-28,1,2021-06-30
2021-06-25,1,2021-07-01
2021-06-24,1,2021-07-06
2021-06-29,1,2021-07-06
2021-06-30,1,2021-07-06
2021-06-19,1,2021-07-07
2021-06-22,2,2021-07-07
2021-06-24,1,2021-07-07
2021-06-28,1,2021-07-07
2021-07-03,1,2021-07-07
2021-06-18,1,2021-07-09
2021-06-21,1,2021-07-09
2021-07-06,1,2021-07-09
2021-04-13,1,2021-07-13
2021-05-04,1,2021-07-13
2021-06-25,1,2021-07-13
2021-07-02,1,2021-07-15
2021-07-03,1,2021-07-16
2021-07-11,1,2021-07-16
2021-02-27,1,2021-07-20
2021-04-05,1,2021-07-20
2021-04-06,1,2021-07-20
2021-04-20,1,2021-07-20
2021-05-10,1,2021-07-20
2021-07-06,1,2021-07-21
2021-07-15,1,2021-07-27
2021-07-23,1,2021-07-27
2020-04-19,1,2021-07-29
2021-07-21,1,2021-08-03
2021-07-22,1,2021-08-03
2021-07-29,1,2021-08-03
2021-08-06,1,2021-08-10
2021-07-29,1,2021-08-17
2021-07-17,1,2021-08-18
2021-07-28,1,2021-08-18
2021-08-06,1,2021-08-19
2021-08-08,1,2021-08-19
2021-08-08,1,2021-08-20
2021-08-13,1,2021-08-20
2021-08-17,1,2021-08-20
2021-08-05,1,2021-08-24
2021-08-12,1,2021-08-24
2021-08-23,2,2021-08-25
2021-08-24,1,2021-08-25
2021-04-16,1,2021-08-26
2021-08-06,1,2021-08-26
2021-08-10,1,2021-08-26
2021-08-13,1,2021-08-26
2021-08-14,1,2021-08-26
2021-08-17,1,2021-08-26
2021-08-19,1,2021-08-26
2021-05-05,1,2021-08-27
2021-08-05,1,2021-08-27
2021-08-15,1,2021-08-27
2021-08-22,1,2021-08-27
2021-04-27,1,2021-08-31
2021-04-29,1,2021-08-31
2021-05-03,1,2021-08-31
2021-05-25,1,2021-08-31
2021-06-19,1,2021-08-31
2021-08-23,1,2021-08-31
2021-08-26,1,2021-08-31
2021-08-30,1,2021-09-07
2021-08-31,1,2021-09-07
2021-09-02,1,2021-09-07
2021-09-03,1,2021-09-07
2021-09-04,1,2021-09-07
2021-09-05,1,2021-09-07
2021-08-24,1,2021-09-08
2021-08-28,1,2021-09-08
2021-09-07,1,2021-09-08
2021-03-10,1,2021-09-09
2021-08-23,1,2021-09-09
2021-08-24,1,2021-09-10
2021-08-19,1,2021-09-14
2021-08-20,1,2021-09-14
2021-08-23,1,2021-09-14
2021-08-25,1,2021-09-14
2021-08-29,4,2021-09-14
2021-08-30,2,2021-09-14
2021-08-31,1,2021-09-14
2021-09-01,1,2021-09-14
2021-09-02,1,2021-09-14
2021-09-05,3,2021-09-14
2021-09-06,1,2021-09-14
2021-09-07,1,2021-09-14
2021-09-08,1,2021-09-14
2021-09-09,1,2021-09-14
2021-09-10,3,2021-09-14
2021-09-11,2,2021-09-14
2021-09-13,1,2021-09-14
2021-07-01,1,2021-09-15
2021-08-18,1,2021-09-15
2021-08-22,1,2021-09-15
2021-08-24,2,2021-09-15
2021-09-08,1,2021-09-15
2021-09-09,1,2021-09-15
2021-09-12,1,2021-09-15
2021-09-13,2,2021-09-15
2021-01-15,1,2021-09-16
2021-01-16,1,2021-09-16
2021-01-23,1,2021-09-16
2021-01-26,1,2021-09-16
2021-02-25,1,2021-09-16
2021-03-05,1,2021-09-16
2021-04-28,1,2021-09-16
2021-05-09,1,2021-09-16
2021-08-29,1,2021-09-16
2021-09-02,2,2021-09-16
2021-09-07,1,2021-09-16
2021-09-09,1,2021-09-16
2021-09-10,1,2021-09-16
2021-09-12,1,2021-09-16
2021-09-14,1,2021-09-16
2021-09-03,3,2021-09-17
2021-09-04,1,2021-09-17
2021-09-06,1,2021-09-17
2021-09-07,1,2021-09-17
2021-09-08,5,2021-09-17
2021-09-09,2,2021-09-17
2021-09-10,3,2021-09-17
2021-09-12,4,2021-09-17
2021-09-13,1,2021-09-17
2021-09-15,1,2021-09-17
2021-09-16,1,2021-09-17
2021-09-02,2,2021-09-21
2021-09-05,1,2021-09-21
2021-09-09,2,2021-09-21
2021-09-10,2,2021-09-21
2021-09-11,2,2021-09-21
2021-09-12,1,2021-09-21
2021-09-14,2,2021-09-21
2021-09-16,1,2021-09-21
2021-09-17,1,2021-09-21
2021-09-19,1,2021-09-21
2021-09-20,1,2021-09-21
2021-04-11,1,2021-09-22
2021-05-10,1,2021-09-22
2021-09-05,1,2021-09-22
2021-09-08,3,2021-09-22
2021-09-12,1,2021-09-22
2021-09-13,2,2021-09-22
2021-09-14,1,2021-09-22
2021-09-15,1,2021-09-22
2021-09-16,4,2021-09-22
2021-09-17,2,2021-09-22
2021-09-20,1,2021-09-22
2021-09-06,1,2021-09-23
2021-09-14,1,2021-09-23
2021-09-16,1,2021-09-23
2021-09-17,1,2021-09-23
2021-09-19,1,2021-09-23
2021-09-05,1,2021-09-24
2021-09-14,1,2021-09-24
2021-09-15,1,2021-09-24
2021-09-16,1,2021-09-24
2021-09-21,2,2021-09-24
2021-09-22,4,2021-09-24
2021-09-09,1,2021-09-28
2021-09-10,2,2021-09-28
2021-09-13,2,2021-09-28
2021-09-14,2,2021-09-28
2021-09-15,4,2021-09-28
2021-09-16,3,2021-09-28
2021-09-17,2,2021-09-28
2021-09-18,2,2021-09-28
2021-09-19,2,2021-09-28
2021-09-20,2,2021-09-28
2021-09-21,2,2021-09-28
2021-09-22,1,2021-09-28
2021-09-26,3,2021-09-28
2021-06-04,1,2021-09-29
2021-09-21,2,2021-09-29
2021-09-23,1,2021-09-29
2021-09-24,1,2021-09-29
2021-09-25,1,2021-09-29
2021-09-17,1,2021-09-30
2021-09-19,1,2021-09-30
2021-09-20,1,2021-09-30
2021-09-22,1,2021-09-30
2021-09-23,1,2021-09-30
2021-09-24,1,2021-09-30
2021-09-26,1,2021-09-30
2021-09-29,1,2021-09-30
2021-08-21,1,2021-10-01
2021-08-25,1,2021-10-01
2021-09-04,1,2021-10-01
2021-09-06,1,2021-10-01
2021-09-18,1,2021-10-01
2021-08-25,1,2021-10-05
2021-09-01,1,2021-10-05
2021-09-04,1,2021-10-05
2021-09-22,2,2021-10-05
2021-09-29,1,2021-10-05
2021-09-30,1,2021-10-05
2021-10-01,1,2021-10-05
2021-10-02,1,2021-10-05
2021-09-15,1,2021-10-06
2021-09-16,1,2021-10-06
2021-09-19,1,2021-10-06
2021-09-22,2,2021-10-06
2021-09-24,1,2021-10-06
2021-09-25,1,2021-10-06
2021-09-27,2,2021-10-06
2021-09-28,2,2021-10-06
2021-10-01,1,2021-10-06
2021-10-03,2,2021-10-06
2021-09-23,1,2021-10-07
2021-09-24,1,2021-10-07
2021-09-25,2,2021-10-07
2021-09-28,1,2021-10-07
2021-09-29,2,2021-10-07
2021-09-30,2,2021-10-07
2021-10-01,1,2021-10-07
2021-10-02,1,2021-10-07
2021-10-06,2,2021-10-07
2021-01-12,1,2021-10-08
2021-09-26,1,2021-10-08
2021-10-06,1,2021-10-08
2021-09-21,1,2021-10-12
2021-09-23,2,2021-10-12
2021-09-28,1,2021-10-12
2021-09-29,3,2021-10-12
2021-10-02,1,2021-10-12
2021-10-03,2,2021-10-12
2021-10-04,2,2021-10-12
2021-10-05,1,2021-10-12
2021-10-07,1,2021-10-12
2021-10-09,1,2021-10-12
2021-09-24,2,2021-10-13
2021-10-09,1,2021-10-13
2021-10-01,1,2021-10-14
2021-10-02,1,2021-10-14
2021-10-03,1,2021-10-14
2021-10-11,1,2021-10-14
2021-09-30,2,2021-10-15
2021-10-01,1,2021-10-15
2021-10-02,2,2021-10-15
2021-10-03,3,2021-10-15
2021-10-04,2,2021-10-15
2021-10-05,4,2021-10-15
2021-10-06,4,2021-10-15
2021-10-07,4,2021-10-15
2021-10-08,3,2021-10-15
2021-10-10,1,2021-10-15
2021-10-12,2,2021-10-15
2021-10-13,2,2021-10-15
2021-10-14,1,2021-10-15
2021-09-24,1,2021-10-19
2021-10-05,1,2021-10-19
2021-10-06,1,2021-10-19
2021-10-09,2,2021-10-19
2021-10-10,1,2021-10-19
2021-10-16,1,2021-10-19
2021-10-06,1,2021-10-20
2021-10-07,3,2021-10-20
2021-10-08,3,2021-10-20
2021-10-09,1,2021-10-20
2021-10-10,2,2021-10-20
2021-10-11,2,2021-10-20
2021-10-12,1,2021-10-20
2021-10-13,4,2021-10-20
2021-10-14,1,2021-10-20
2021-10-16,1,2021-10-20
2021-10-17,2,2021-10-20
2021-10-18,1,2021-10-20
2021-04-30,1,2021-10-21
2021-10-03,1,2021-10-21
2021-10-08,2,2021-10-21
2021-10-19,1,2021-10-21
2021-09-24,1,2021-10-22
2021-10-06,2,2021-10-22
2021-10-08,1,2021-10-22
2021-10-10,1,2021-10-22
2021-10-12,1,2021-10-22
2021-10-20,1,2021-10-22
2021-05-03,1,2021-10-26
2021-10-02,1,2021-10-26
2021-10-14,1,2021-10-26
2021-10-16,1,2021-10-26
2021-10-18,1,2021-10-26
2021-10-19,1,2021-10-26
2021-10-21,2,2021-10-26
2021-10-22,1,2021-10-26
2021-09-23,1,2021-10-27
2021-09-27,1,2021-10-27
2021-10-04,1,2021-10-27
2021-10-11,2,2021-10-27
2021-10-14,1,2021-10-27
2021-10-15,1,2021-10-27
2021-10-16,2,2021-10-27
2021-10-17,1,2021-10-27
2021-10-18,2,2021-10-27
2021-10-19,1,2021-10-27
2021-10-20,1,2021-10-27
2021-10-21,2,2021-10-27
2021-10-23,1,2021-10-27
2021-10-24,1,2021-10-27
2021-10-25,2,2021-10-27
2021-08-17,1,2021-10-28
2021-10-27,1,2021-10-28
2021-05-05,1,2021-10-29
2021-08-20,1,2021-10-29
2021-09-21,1,2021-10-29
2021-10-09,1,2021-10-29
2021-10-20,1,2021-10-29
2021-10-23,1,2021-10-29
2021-10-25,1,2021-10-29
2021-03-24,1,2021-11-02
2021-10-16,1,2021-11-02
2021-10-17,2,2021-11-02
2021-10-18,1,2021-11-02
2021-10-20,1,2021-11-02
2021-10-22,1,2021-11-02
2021-10-25,1,2021-11-02
2021-10-27,1,2021-11-02
2021-10-28,2,2021-11-02
2021-10-29,2,2021-11-02
2021-10-31,2,2021-11-02
2021-10-03,1,2021-11-03
2021-10-13,1,2021-11-03
2021-10-25,1,2021-11-04
2021-10-26,1,2021-11-04
2021-10-27,1,2021-11-04
2021-10-28,1,2021-11-04
2021-10-31,1,2021-11-04
2021-11-03,3,2021-11-04
2021-10-26,2,2021-11-05
2021-10-28,1,2021-11-05
2021-10-29,1,2021-11-05
2021-10-30,1,2021-11-05
2021-11-01,1,2021-11-05
2021-11-02,3,2021-11-05
2021-07-30,1,2021-11-09
2021-10-22,1,2021-11-09
2021-10-23,1,2021-11-09
2021-10-28,2,2021-11-09
2021-11-03,2,2021-11-09
2021-11-05,1,2021-11-09
2021-02-18,1,2021-11-10
2021-04-16,1,2021-11-10
2021-10-27,1,2021-11-10
2021-10-29,1,2021-11-10
2021-10-31,1,2021-11-10
2021-11-02,1,2021-11-10
2021-11-05,1,2021-11-10
2021-11-06,4,2021-11-10
2021-11-07,1,2021-11-10
2021-11-09,1,2021-11-10
2021-11-09,2,2021-11-11
2021-11-05,1,2021-11-12
2021-11-06,1,2021-11-12
2021-11-08,1,2021-11-12
2021-11-10,1,2021-11-12
2021-10-26,1,2021-11-16
2021-10-30,1,2021-11-16
2021-11-03,2,2021-11-16
2021-11-06,1,2021-11-16
2021-11-07,1,2021-11-16
2021-11-09,2,2021-11-16
2021-11-11,3,2021-11-16
2021-11-13,1,2021-11-16
2021-10-25,1,2021-11-17
2021-11-01,1,2021-11-17
2021-11-02,1,2021-11-17
2021-11-03,1,2021-11-17
2021-11-04,1,2021-11-17
2021-11-05,1,2021-11-17
2021-11-10,1,2021-11-17
2021-11-11,2,2021-11-17
2021-11-12,1,2021-11-17
2021-11-13,1,2021-11-17
2021-11-14,1,2021-11-17
2021-09-26,1,2021-11-18
2021-11-03,1,2021-11-18
2021-11-04,1,2021-11-18
2021-11-08,1,2021-11-18
2021-11-16,1,2021-11-19
2021-09-24,1,2021-11-23
2021-10-20,1,2021-11-23
2021-11-06,1,2021-11-23
2021-11-09,3,2021-11-23
2021-11-11,1,2021-11-23
2021-11-12,2,2021-11-23
2021-11-14,2,2021-11-23
2021-11-15,1,2021-11-23
2021-11-16,1,2021-11-23
2021-11-17,2,2021-11-23
2021-11-18,1,2021-11-23
2021-11-21,1,2021-11-23
2021-11-03,1,2021-11-24
2021-11-05,1,2021-11-24
2021-11-11,2,2021-11-24
2021-11-12,2,2021-11-24
2021-11-15,3,2021-11-24
2021-11-16,1,2021-11-24
2021-11-17,1,2021-11-24
2021-11-19,3,2021-11-24
2021-11-21,1,2021-11-24
2021-11-22,1,2021-11-24
2021-11-06,1,2021-11-26
2021-11-12,1,2021-11-26
2021-11-19,1,2021-11-26
2021-11-01,1,2021-11-30
2021-11-15,1,2021-11-30
2021-11-16,2,2021-11-30
2021-11-18,1,2021-11-30
2021-11-21,1,2021-11-30
2021-11-22,1,2021-11-30
2021-11-23,1,2021-11-30
2021-03-30,1,2021-12-01
2021-11-18,1,2021-12-01
