death_date,n,rep_date
2021-11-19,1,2021-12-01
2021-11-20,2,2021-12-01
2021-11-22,1,2021-12-01
2021-11-23,1,2021-12-01
2021-11-26,1,2021-12-01
2021-11-29,1,2021-12-01
2021-11-28,1,2021-12-02
2021-11-29,1,2021-12-02
2021-11-23,1,2021-12-03
2021-11-30,4,2021-12-03
2021-12-01,1,2021-12-03
2021-12-02,1,2021-12-03
2021-11-18,1,2021-12-07
2021-11-23,1,2021-12-07
2021-11-27,2,2021-12-07
2021-11-28,1,2021-12-07
2021-11-29,2,2021-12-07
2021-12-01,1,2021-12-07
2021-11-29,2,2021-12-08
2021-12-01,1,2021-12-08
2021-12-02,1,2021-12-08
2021-12-04,1,2021-12-08
2021-12-05,1,2021-12-08
2021-12-06,1,2021-12-08
2021-11-26,1,2021-12-09
2021-12-03,1,2021-12-09
2021-11-19,1,2021-12-10
2021-11-24,2,2021-12-10
2021-12-06,1,2021-12-10
2021-12-07,1,2021-12-10
2021-12-08,1,2021-12-10
2021-11-30,1,2021-12-14
2021-12-04,1,2021-12-14
2021-12-05,2,2021-12-14
2021-12-06,3,2021-12-14
2021-12-09,2,2021-12-14
2021-12-11,1,2021-12-14
2021-11-15,1,2021-12-15
2021-12-04,1,2021-12-15
2021-12-05,1,2021-12-15
2021-12-07,3,2021-12-15
2021-12-08,1,2021-12-15
2021-12-09,3,2021-12-15
2021-12-10,3,2021-12-15
2021-12-11,2,2021-12-15
2021-12-12,1,2021-12-15
2021-12-13,2,2021-12-15
2021-12-03,1,2021-12-16
2021-12-05,1,2021-12-16
2021-12-06,1,2021-12-16
2021-12-08,1,2021-12-16
2021-12-10,1,2021-12-16
2021-12-14,1,2021-12-16
2021-12-07,1,2021-12-17
2021-12-08,2,2021-12-17
2021-12-09,1,2021-12-17
2021-12-13,1,2021-12-17
2021-12-14,1,2021-12-17
2021-12-15,1,2021-12-17
2021-12-02,2,2021-12-21
2021-12-04,1,2021-12-21
2021-12-07,3,2021-12-21
2021-12-12,1,2021-12-21
2021-12-13,1,2021-12-21
2021-12-17,2,2021-12-21
2021-12-11,1,2021-12-22
2021-12-14,1,2021-12-22
2021-12-15,2,2021-12-22
2021-12-16,3,2021-12-22
2021-12-17,1,2021-12-22
2021-12-18,7,2021-12-22
2021-12-19,1,2021-12-22
2021-12-20,2,2021-12-22
2021-12-12,1,2021-12-23
2021-12-13,1,2021-12-23
2021-12-17,2,2021-12-23
2021-12-20,1,2021-12-23
2021-03-11,1,2021-12-28
2021-12-15,2,2021-12-28
2021-12-16,1,2021-12-28
2021-12-17,1,2021-12-28
2021-12-19,4,2021-12-28
2021-12-20,2,2021-12-28
2021-12-21,1,2021-12-28
2021-12-22,1,2021-12-28
2021-12-23,2,2021-12-28
2021-12-25,1,2021-12-28
2021-12-11,1,2021-12-29
2021-12-16,2,2021-12-29
2021-12-18,1,2021-12-29
2021-12-23,2,2021-12-29
2021-12-24,1,2021-12-29
2021-12-25,2,2021-12-29
2021-12-26,1,2021-12-29
2021-12-27,1,2021-12-29
2021-12-16,2,2021-12-30
2021-12-18,2,2021-12-30
2021-12-20,2,2021-12-30
2021-12-21,2,2021-12-30
2021-12-22,1,2021-12-30
2021-12-24,3,2021-12-30
2021-12-26,2,2021-12-30
2021-12-27,1,2021-12-30
2021-12-11,1,2022-01-04
2021-12-21,2,2022-01-04
2021-12-27,4,2022-01-04
2021-12-28,6,2022-01-04
2022-01-02,3,2022-01-04
2021-12-05,1,2022-01-05
2021-12-11,1,2022-01-05
2021-12-12,1,2022-01-05
2021-12-16,1,2022-01-05
2021-12-17,1,2022-01-05
2021-12-21,1,2022-01-05
2021-12-22,1,2022-01-05
2021-12-24,3,2022-01-05
2021-12-25,2,2022-01-05
2021-12-27,5,2022-01-05
2021-12-28,2,2022-01-05
2021-12-29,5,2022-01-05
2021-12-30,2,2022-01-05
2021-12-31,2,2022-01-05
2022-01-01,6,2022-01-05
2022-01-02,3,2022-01-05
2022-01-03,3,2022-01-05
2021-12-13,1,2022-01-07
2022-01-02,2,2022-01-07
2022-01-03,1,2022-01-07
2022-01-04,1,2022-01-07
2021-11-07,1,2022-01-11
2021-12-23,2,2022-01-11
2021-12-25,1,2022-01-11
2021-12-26,1,2022-01-11
2021-12-28,3,2022-01-11
2021-12-30,4,2022-01-11
2021-12-31,3,2022-01-11
2022-01-01,3,2022-01-11
2022-01-02,2,2022-01-11
2022-01-03,10,2022-01-11
2022-01-04,11,2022-01-11
2022-01-05,7,2022-01-11
2022-01-06,3,2022-01-11
2022-01-07,2,2022-01-11
2022-01-08,1,2022-01-11
2022-01-09,1,2022-01-11
2021-12-11,1,2022-01-12
2021-12-24,1,2022-01-12
2021-12-25,1,2022-01-12
2021-12-29,1,2022-01-12
2021-12-30,3,2022-01-12
2022-01-02,2,2022-01-12
2022-01-03,3,2022-01-12
2022-01-04,2,2022-01-12
2022-01-05,2,2022-01-12
2022-01-06,4,2022-01-12
2022-01-07,1,2022-01-12
2022-01-08,5,2022-01-12
2022-01-09,5,2022-01-12
2022-01-10,3,2022-01-12
2022-01-11,1,2022-01-12
2021-12-18,1,2022-01-13
2021-12-27,1,2022-01-13
2022-01-03,1,2022-01-13
2022-01-04,2,2022-01-13
2022-01-06,3,2022-01-13
2022-01-07,4,2022-01-13
2022-01-08,2,2022-01-13
2022-01-10,3,2022-01-13
2022-01-11,3,2022-01-13
2021-12-19,1,2022-01-14
2021-12-31,1,2022-01-14
2022-01-04,1,2022-01-14
2022-01-05,6,2022-01-14
2022-01-06,3,2022-01-14
2022-01-08,3,2022-01-14
2022-01-09,2,2022-01-14
2022-01-10,2,2022-01-14
2022-01-11,7,2022-01-14
2022-01-12,5,2022-01-14
2021-08-09,1,2022-01-18
2021-12-22,1,2022-01-18
2021-12-25,1,2022-01-18
2021-12-29,1,2022-01-18
2021-12-30,1,2022-01-18
2021-12-31,1,2022-01-18
2022-01-03,2,2022-01-18
2022-01-06,2,2022-01-18
2022-01-07,4,2022-01-18
2022-01-08,1,2022-01-18
2022-01-09,3,2022-01-18
2022-01-10,2,2022-01-18
2022-01-11,7,2022-01-18
2022-01-12,3,2022-01-18
2022-01-13,4,2022-01-18
2022-01-14,1,2022-01-18
2022-01-15,2,2022-01-18
2022-01-16,7,2022-01-18
2022-01-17,2,2022-01-18
2021-12-16,1,2022-01-19
2022-01-01,2,2022-01-19
2022-01-05,1,2022-01-19
2022-01-06,3,2022-01-19
2022-01-07,3,2022-01-19
2022-01-08,8,2022-01-19
2022-01-09,4,2022-01-19
2022-01-10,3,2022-01-19
2022-01-11,6,2022-01-19
2022-01-12,7,2022-01-19
2022-01-13,8,2022-01-19
2022-01-14,12,2022-01-19
2022-01-15,6,2022-01-19
2022-01-16,4,2022-01-19
2022-01-17,4,2022-01-19
2022-01-18,1,2022-01-19
2021-01-18,1,2022-01-20
2022-01-11,1,2022-01-20
2022-01-13,1,2022-01-20
2022-01-16,3,2022-01-20
2022-01-17,1,2022-01-20
2022-01-18,1,2022-01-20
2022-01-19,1,2022-01-20
2022-01-05,1,2022-01-21
2022-01-07,1,2022-01-21
2022-01-11,2,2022-01-21
2022-01-12,2,2022-01-21
2022-01-13,3,2022-01-21
2022-01-14,4,2022-01-21
2022-01-15,1,2022-01-21
2022-01-16,4,2022-01-21
2022-01-17,11,2022-01-21
2022-01-18,9,2022-01-21
2022-01-19,5,2022-01-21
2021-11-29,1,2022-01-25
2022-01-07,1,2022-01-25
2022-01-09,1,2022-01-25
2022-01-11,1,2022-01-25
2022-01-14,1,2022-01-25
2022-01-15,2,2022-01-25
2022-01-16,1,2022-01-25
2022-01-17,1,2022-01-25
2022-01-18,1,2022-01-25
2022-01-19,3,2022-01-25
2022-01-20,2,2022-01-25
2022-01-22,2,2022-01-25
2022-01-24,2,2022-01-25
2021-03-31,1,2022-01-26
2021-05-22,1,2022-01-26
2022-01-09,1,2022-01-26
2022-01-14,5,2022-01-26
2022-01-15,2,2022-01-26
2022-01-16,2,2022-01-26
2022-01-17,2,2022-01-26
2022-01-18,5,2022-01-26
2022-01-19,10,2022-01-26
2022-01-20,13,2022-01-26
2022-01-21,13,2022-01-26
2022-01-22,10,2022-01-26
2022-01-23,11,2022-01-26
2022-01-25,2,2022-01-26
2021-11-27,1,2022-01-27
2022-01-08,1,2022-01-27
2022-01-16,1,2022-01-27
2022-01-17,1,2022-01-27
2022-01-18,2,2022-01-27
2022-01-19,1,2022-01-27
2022-01-20,1,2022-01-27
2022-01-21,2,2022-01-27
2022-01-24,1,2022-01-27
2022-01-26,1,2022-01-27
2022-01-12,1,2022-01-28
2022-01-13,2,2022-01-28
2022-01-14,1,2022-01-28
2022-01-15,1,2022-01-28
2022-01-16,2,2022-01-28
2022-01-17,1,2022-01-28
2022-01-18,4,2022-01-28
2022-01-19,5,2022-01-28
2022-01-20,4,2022-01-28
2022-01-21,6,2022-01-28
2022-01-22,5,2022-01-28
2022-01-23,6,2022-01-28
2022-01-24,15,2022-01-28
2022-01-25,15,2022-01-28
2022-01-26,8,2022-01-28
2021-10-07,1,2022-02-01
2021-11-17,1,2022-02-01
2021-12-23,1,2022-02-01
2022-01-04,1,2022-02-01
2022-01-06,2,2022-02-01
2022-01-07,1,2022-02-01
2022-01-11,1,2022-02-01
2022-01-12,1,2022-02-01
2022-01-13,2,2022-02-01
2022-01-14,3,2022-02-01
2022-01-15,9,2022-02-01
2022-01-16,7,2022-02-01
2022-01-17,6,2022-02-01
2022-01-18,6,2022-02-01
2022-01-19,2,2022-02-01
2022-01-20,2,2022-02-01
2022-01-21,5,2022-02-01
2022-01-22,5,2022-02-01
2022-01-23,6,2022-02-01
2022-01-24,7,2022-02-01
2022-01-25,8,2022-02-01
2022-01-26,10,2022-02-01
2022-01-27,8,2022-02-01
2022-01-28,6,2022-02-01
2022-01-29,2,2022-02-01
2022-01-30,3,2022-02-01
2021-03-03,1,2022-02-02
2021-10-18,1,2022-02-02
2021-12-08,1,2022-02-02
2022-01-14,2,2022-02-02
2022-01-16,2,2022-02-02
2022-01-17,3,2022-02-02
2022-01-18,3,2022-02-02
2022-01-19,3,2022-02-02
2022-01-20,4,2022-02-02
2022-01-21,3,2022-02-02
2022-01-22,5,2022-02-02
2022-01-23,1,2022-02-02
2022-01-24,4,2022-02-02
2022-01-25,3,2022-02-02
2022-01-26,6,2022-02-02
2022-01-27,5,2022-02-02
2022-01-28,8,2022-02-02
2022-01-29,1,2022-02-02
2022-01-30,5,2022-02-02
2022-01-31,5,2022-02-02
2021-01-20,1,2022-02-03
2021-03-16,1,2022-02-03
2022-01-02,1,2022-02-03
2022-01-11,1,2022-02-03
2022-01-12,1,2022-02-03
2022-01-16,2,2022-02-03
2022-01-20,1,2022-02-03
2022-01-21,7,2022-02-03
2022-01-22,1,2022-02-03
2022-01-23,4,2022-02-03
2022-01-24,5,2022-02-03
2022-01-25,1,2022-02-03
2022-01-26,9,2022-02-03
2022-01-27,8,2022-02-03
2022-01-28,13,2022-02-03
2022-01-29,9,2022-02-03
2022-01-30,4,2022-02-03
2022-01-31,2,2022-02-03
2022-02-01,2,2022-02-03
2021-01-14,1,2022-02-04
2022-01-22,4,2022-02-04
2022-01-23,3,2022-02-04
2022-01-24,2,2022-02-04
2022-01-25,4,2022-02-04
2022-01-26,8,2022-02-04
2022-01-27,3,2022-02-04
2022-01-28,3,2022-02-04
2022-01-29,5,2022-02-04
2022-01-30,3,2022-02-04
2022-01-31,20,2022-02-04
2022-02-01,18,2022-02-04
2022-02-02,7,2022-02-04
2022-02-03,1,2022-02-04
2022-01-16,1,2022-02-08
2022-01-20,1,2022-02-08
2022-01-21,1,2022-02-08
2022-01-24,1,2022-02-08
2022-01-26,1,2022-02-08
2022-01-28,3,2022-02-08
2022-01-29,5,2022-02-08
2022-01-30,6,2022-02-08
2022-01-31,4,2022-02-08
2022-02-01,10,2022-02-08
2022-02-02,14,2022-02-08
2022-02-03,11,2022-02-08
2022-02-04,4,2022-02-08
2022-02-05,1,2022-02-08
2022-02-06,2,2022-02-08
2022-02-07,2,2022-02-08
2022-01-17,1,2022-02-09
2022-01-20,1,2022-02-09
2022-01-21,2,2022-02-09
2022-01-23,2,2022-02-09
2022-01-24,1,2022-02-09
2022-01-25,3,2022-02-09
2022-01-26,2,2022-02-09
2022-01-27,5,2022-02-09
2022-01-28,6,2022-02-09
2022-01-29,9,2022-02-09
2022-01-30,7,2022-02-09
2022-01-31,5,2022-02-09
2022-02-01,9,2022-02-09
2022-02-02,10,2022-02-09
2022-02-03,12,2022-02-09
2022-02-04,9,2022-02-09
2022-02-05,13,2022-02-09
2022-02-06,12,2022-02-09
2022-02-07,7,2022-02-09
2022-01-19,1,2022-02-10
2022-01-21,1,2022-02-10
2022-01-23,1,2022-02-10
2022-01-25,2,2022-02-10
2022-01-27,1,2022-02-10
2022-01-28,2,2022-02-10
2022-01-29,1,2022-02-10
2022-01-30,3,2022-02-10
2022-01-31,1,2022-02-10
2022-02-01,2,2022-02-10
2022-02-02,2,2022-02-10
2022-02-03,4,2022-02-10
2022-02-04,6,2022-02-10
2022-02-05,5,2022-02-10
2022-02-06,4,2022-02-10
2022-02-09,1,2022-02-10
2022-01-19,1,2022-02-11
2022-01-26,2,2022-02-11
2022-01-28,4,2022-02-11
2022-01-29,5,2022-02-11
2022-01-30,7,2022-02-11
2022-01-31,1,2022-02-11
2022-02-01,5,2022-02-11
2022-02-02,7,2022-02-11
2022-02-03,13,2022-02-11
2022-02-04,9,2022-02-11
2022-02-05,10,2022-02-11
2022-02-06,7,2022-02-11
2022-02-07,11,2022-02-11
2022-02-08,17,2022-02-11
2022-02-09,5,2022-02-11
2022-02-10,1,2022-02-11
2022-01-28,1,2022-02-15
2022-02-01,1,2022-02-15
2022-02-03,3,2022-02-15
2022-02-04,7,2022-02-15
2022-02-05,8,2022-02-15
2022-02-06,9,2022-02-15
2022-02-07,16,2022-02-15
2022-02-08,8,2022-02-15
2022-02-09,4,2022-02-15
2022-02-10,9,2022-02-15
2022-02-11,4,2022-02-15
2022-02-12,2,2022-02-15
2022-02-13,5,2022-02-15
2022-02-14,1,2022-02-15
2021-12-18,1,2022-02-16
2022-01-26,1,2022-02-16
2022-01-27,2,2022-02-16
2022-01-28,1,2022-02-16
2022-01-29,4,2022-02-16
2022-01-30,3,2022-02-16
2022-01-31,1,2022-02-16
2022-02-01,3,2022-02-16
2022-02-02,5,2022-02-16
2022-02-03,8,2022-02-16
2022-02-04,10,2022-02-16
2022-02-05,7,2022-02-16
2022-02-06,4,2022-02-16
2022-02-07,11,2022-02-16
2022-02-08,10,2022-02-16
2022-02-09,6,2022-02-16
2022-02-10,13,2022-02-16
2022-02-11,16,2022-02-16
2022-02-12,7,2022-02-16
2022-02-13,11,2022-02-16
2022-02-14,14,2022-02-16
2022-02-15,1,2022-02-16
2022-01-20,1,2022-02-17
2022-01-29,2,2022-02-17
2022-02-01,1,2022-02-17
2022-02-03,2,2022-02-17
2022-02-04,3,2022-02-17
2022-02-05,3,2022-02-17
2022-02-06,2,2022-02-17
2022-02-07,3,2022-02-17
2022-02-08,8,2022-02-17
2022-02-09,4,2022-02-17
2022-02-10,7,2022-02-17
2022-02-11,10,2022-02-17
2022-02-12,2,2022-02-17
2022-02-13,3,2022-02-17
2022-02-14,1,2022-02-17
2022-01-27,1,2022-02-18
2022-01-31,1,2022-02-18
2022-02-02,1,2022-02-18
2022-02-03,1,2022-02-18
2022-02-05,1,2022-02-18
2022-02-06,1,2022-02-18
2022-02-07,3,2022-02-18
2022-02-08,2,2022-02-18
2022-02-09,4,2022-02-18
2022-02-10,8,2022-02-18
2022-02-11,2,2022-02-18
2022-02-12,3,2022-02-18
2022-02-13,6,2022-02-18
2022-02-14,21,2022-02-18
2022-02-15,21,2022-02-18
2022-02-16,8,2022-02-18
2021-02-15,1,2022-02-22
2022-01-28,1,2022-02-22
2022-02-03,2,2022-02-22
2022-02-04,1,2022-02-22
2022-02-05,2,2022-02-22
2022-02-06,4,2022-02-22
2022-02-07,3,2022-02-22
2022-02-08,5,2022-02-22
2022-02-09,5,2022-02-22
2022-02-10,3,2022-02-22
2022-02-11,6,2022-02-22
2022-02-12,5,2022-02-22
2022-02-13,7,2022-02-22
2022-02-14,9,2022-02-22
2022-02-15,9,2022-02-22
2022-02-16,7,2022-02-22
2022-02-17,4,2022-02-22
2022-02-18,3,2022-02-22
2022-02-19,3,2022-02-22
2022-02-21,1,2022-02-22
2021-01-15,1,2022-02-23
2022-01-17,1,2022-02-23
2022-01-29,1,2022-02-23
2022-02-01,1,2022-02-23
2022-02-04,1,2022-02-23
2022-02-05,1,2022-02-23
2022-02-07,2,2022-02-23
2022-02-08,3,2022-02-23
2022-02-09,5,2022-02-23
2022-02-10,2,2022-02-23
2022-02-11,4,2022-02-23
2022-02-12,8,2022-02-23
2022-02-13,8,2022-02-23
2022-02-14,9,2022-02-23
2022-02-15,5,2022-02-23
2022-02-16,17,2022-02-23
2022-02-17,21,2022-02-23
2022-02-18,18,2022-02-23
2022-02-19,9,2022-02-23
2022-02-20,9,2022-02-23
2022-02-21,6,2022-02-23
2022-02-22,1,2022-02-23
2022-02-09,1,2022-02-24
2022-02-10,1,2022-02-24
2022-02-12,3,2022-02-24
2022-02-13,2,2022-02-24
2022-02-14,4,2022-02-24
2022-02-15,2,2022-02-24
2022-02-16,2,2022-02-24
2022-02-17,1,2022-02-24
2022-02-18,1,2022-02-24
2022-02-22,1,2022-02-24
2022-02-23,1,2022-02-24
2022-02-06,1,2022-02-25
2022-02-09,1,2022-02-25
2022-02-11,1,2022-02-25
2022-02-13,1,2022-02-25
2022-02-15,7,2022-02-25
2022-02-16,6,2022-02-25
2022-02-17,13,2022-02-25
2022-02-18,1,2022-02-25
2022-02-19,3,2022-02-25
2022-02-20,5,2022-02-25
2022-02-21,12,2022-02-25
2022-02-22,4,2022-02-25
2022-02-23,4,2022-02-25
2022-01-08,1,2022-03-01
2022-02-02,1,2022-03-01
2022-02-12,1,2022-03-01
2022-02-14,1,2022-03-01
2022-02-15,2,2022-03-01
2022-02-16,5,2022-03-01
2022-02-17,8,2022-03-01
2022-02-18,8,2022-03-01
2022-02-19,13,2022-03-01
2022-02-20,11,2022-03-01
2022-02-21,17,2022-03-01
2022-02-22,17,2022-03-01
2022-02-23,4,2022-03-01
2022-02-24,2,2022-03-01
2022-02-25,4,2022-03-01
2022-02-26,5,2022-03-01
2022-01-20,1,2022-03-02
2022-02-09,1,2022-03-02
2022-02-13,2,2022-03-02
2022-02-14,2,2022-03-02
2022-02-16,1,2022-03-02
2022-02-17,6,2022-03-02
2022-02-18,3,2022-03-02
2022-02-19,7,2022-03-02
2022-02-20,5,2022-03-02
2022-02-21,3,2022-03-02
2022-02-22,10,2022-03-02
2022-02-23,13,2022-03-02
2022-02-24,27,2022-03-02
2022-02-25,13,2022-03-02
2022-02-26,13,2022-03-02
2022-02-27,5,2022-03-02
2022-02-28,2,2022-03-02
2022-03-01,1,2022-03-02
2021-12-31,1,2022-03-03
2022-01-03,1,2022-03-03
2022-01-12,1,2022-03-03
2022-01-16,1,2022-03-03
2022-01-17,1,2022-03-03
2022-01-18,1,2022-03-03
2022-01-20,1,2022-03-03
2022-01-21,3,2022-03-03
2022-01-22,2,2022-03-03
2022-01-24,1,2022-03-03
2022-01-25,1,2022-03-03
2022-01-26,1,2022-03-03
2022-01-28,1,2022-03-03
2022-01-29,1,2022-03-03
2022-02-03,1,2022-03-03
2022-02-04,1,2022-03-03
2022-02-05,3,2022-03-03
2022-02-06,4,2022-03-03
2022-02-08,2,2022-03-03
2022-02-09,1,2022-03-03
2022-02-11,4,2022-03-03
2022-02-12,1,2022-03-03
2022-02-13,2,2022-03-03
2022-02-14,2,2022-03-03
2022-02-16,2,2022-03-03
2022-02-17,1,2022-03-03
2022-02-19,1,2022-03-03
2022-02-20,3,2022-03-03
2022-02-22,6,2022-03-03
2022-02-23,4,2022-03-03
2022-02-24,1,2022-03-03
2022-02-25,3,2022-03-03
2022-02-26,5,2022-03-03
2022-02-27,1,2022-03-03
2022-02-28,2,2022-03-03
2022-03-01,2,2022-03-03
2022-03-02,2,2022-03-03
2022-01-24,1,2022-03-04
2022-02-03,1,2022-03-04
2022-02-11,1,2022-03-04
2022-02-13,1,2022-03-04
2022-02-15,1,2022-03-04
2022-02-16,3,2022-03-04
2022-02-17,2,2022-03-04
2022-02-18,7,2022-03-04
2022-02-19,2,2022-03-04
2022-02-21,6,2022-03-04
2022-02-23,6,2022-03-04
2022-02-24,4,2022-03-04
2022-02-25,7,2022-03-04
2022-02-26,9,2022-03-04
2022-02-27,8,2022-03-04
2022-02-28,18,2022-03-04
2022-03-01,9,2022-03-04
2022-03-02,4,2022-03-04
2022-01-19,1,2022-03-08
2022-02-01,1,2022-03-08
2022-02-10,1,2022-03-08
2022-02-15,1,2022-03-08
2022-02-16,1,2022-03-08
2022-02-18,1,2022-03-08
2022-02-20,1,2022-03-08
2022-02-21,1,2022-03-08
2022-02-22,1,2022-03-08
2022-02-23,1,2022-03-08
2022-02-24,3,2022-03-08
2022-02-25,1,2022-03-08
2022-02-28,3,2022-03-08
2022-03-01,3,2022-03-08
2022-03-02,2,2022-03-08
2022-03-03,3,2022-03-08
2022-03-04,5,2022-03-08
2022-03-05,2,2022-03-08
2022-03-06,5,2022-03-08
2022-01-23,1,2022-03-09
2022-01-26,1,2022-03-09
2022-01-28,1,2022-03-09
2022-01-30,1,2022-03-09
2022-01-31,1,2022-03-09
2022-02-05,2,2022-03-09
2022-02-08,1,2022-03-09
2022-02-14,1,2022-03-09
2022-02-15,2,2022-03-09
2022-02-16,2,2022-03-09
2022-02-17,1,2022-03-09
2022-02-18,4,2022-03-09
2022-02-19,7,2022-03-09
2022-02-20,3,2022-03-09
2022-02-21,5,2022-03-09
2022-02-22,7,2022-03-09
2022-02-23,3,2022-03-09
2022-02-24,5,2022-03-09
2022-02-25,11,2022-03-09
2022-02-26,8,2022-03-09
2022-02-27,12,2022-03-09
2022-02-28,9,2022-03-09
2022-03-01,6,2022-03-09
2022-03-02,15,2022-03-09
2022-03-03,16,2022-03-09
2022-03-04,5,2022-03-09
2022-03-05,5,2022-03-09
2022-03-06,5,2022-03-09
2022-03-07,5,2022-03-09
2022-02-03,1,2022-03-10
2022-02-08,1,2022-03-10
2022-02-17,1,2022-03-10
2022-02-19,1,2022-03-10
2022-02-25,4,2022-03-10
2022-02-26,5,2022-03-10
2022-02-27,3,2022-03-10
2022-02-28,5,2022-03-10
2022-03-01,4,2022-03-10
2022-03-02,5,2022-03-10
2022-03-03,6,2022-03-10
2022-03-04,9,2022-03-10
2022-03-05,4,2022-03-10
2022-03-06,4,2022-03-10
2022-03-08,3,2022-03-10
2022-02-07,1,2022-03-11
2022-02-24,1,2022-03-11
2022-02-26,2,2022-03-11
2022-02-27,4,2022-03-11
2022-02-28,3,2022-03-11
2022-03-01,2,2022-03-11
2022-03-02,7,2022-03-11
2022-03-03,3,2022-03-11
2022-03-04,5,2022-03-11
2022-03-05,2,2022-03-11
2022-03-06,4,2022-03-11
2022-03-07,7,2022-03-11
2022-03-08,7,2022-03-11
2022-03-09,2,2022-03-11
2022-02-10,1,2022-03-15
2022-02-21,1,2022-03-15
2022-02-23,1,2022-03-15
2022-02-24,1,2022-03-15
2022-02-25,1,2022-03-15
2022-02-26,1,2022-03-15
2022-02-28,2,2022-03-15
2022-03-02,3,2022-03-15
2022-03-03,6,2022-03-15
2022-03-04,3,2022-03-15
2022-03-05,10,2022-03-15
2022-03-06,12,2022-03-15
2022-03-07,10,2022-03-15
2022-03-08,10,2022-03-15
2022-03-09,1,2022-03-15
2022-03-10,5,2022-03-15
2022-03-11,2,2022-03-15
2022-03-12,4,2022-03-15
2022-03-13,2,2022-03-15
2022-02-19,1,2022-03-16
2022-02-21,1,2022-03-16
2022-02-23,1,2022-03-16
2022-02-25,1,2022-03-16
2022-02-26,3,2022-03-16
2022-03-01,5,2022-03-16
2022-03-02,2,2022-03-16
2022-03-03,2,2022-03-16
2022-03-04,4,2022-03-16
2022-03-05,3,2022-03-16
2022-03-06,1,2022-03-16
2022-03-07,1,2022-03-16
2022-03-08,6,2022-03-16
2022-03-09,4,2022-03-16
2022-03-10,5,2022-03-16
2022-03-11,3,2022-03-16
2022-03-12,6,2022-03-16
2022-03-13,8,2022-03-16
2022-03-14,6,2022-03-16
2022-02-09,1,2022-03-17
2022-02-25,1,2022-03-17
2022-02-26,1,2022-03-17
2022-03-02,2,2022-03-17
2022-03-03,3,2022-03-17
2022-03-04,5,2022-03-17
2022-03-05,6,2022-03-17
2022-03-06,2,2022-03-17
2022-03-07,3,2022-03-17
2022-03-08,1,2022-03-17
2022-03-09,5,2022-03-17
2022-03-10,9,2022-03-17
2022-03-11,8,2022-03-17
2022-03-12,2,2022-03-17
2022-03-13,7,2022-03-17
2022-03-15,1,2022-03-17
2022-02-24,1,2022-03-18
2022-03-01,1,2022-03-18
2022-03-04,4,2022-03-18
2022-03-06,2,2022-03-18
2022-03-07,3,2022-03-18
2022-03-08,1,2022-03-18
2022-03-09,4,2022-03-18
2022-03-10,3,2022-03-18
2022-03-11,3,2022-03-18
2022-03-12,6,2022-03-18
2022-03-13,5,2022-03-18
2022-03-14,8,2022-03-18
2022-03-15,8,2022-03-18
2022-03-16,9,2022-03-18
2022-03-17,1,2022-03-18
2021-08-12,1,2022-03-24
2022-01-22,1,2022-03-24
2022-01-28,1,2022-03-24
2022-02-03,1,2022-03-24
2022-02-16,1,2022-03-24
2022-02-25,1,2022-03-24
2022-02-26,1,2022-03-24
2022-02-27,1,2022-03-24
2022-03-04,1,2022-03-24
2022-03-05,1,2022-03-24
2022-03-07,1,2022-03-24
2022-03-08,2,2022-03-24
2022-03-09,3,2022-03-24
2022-03-10,4,2022-03-24
2022-03-11,12,2022-03-24
2022-03-12,7,2022-03-24
2022-03-13,8,2022-03-24
2022-03-14,16,2022-03-24
2022-03-15,15,2022-03-24
2022-03-16,14,2022-03-24
2022-03-17,15,2022-03-24
2022-03-18,8,2022-03-24
2022-03-19,6,2022-03-24
2022-03-20,7,2022-03-24
2022-03-21,4,2022-03-24
2022-03-22,4,2022-03-24
2022-03-23,1,2022-03-24
2022-02-22,1,2022-03-31
2022-02-28,1,2022-03-31
2022-03-03,2,2022-03-31
2022-03-09,1,2022-03-31
2022-03-10,3,2022-03-31
2022-03-11,3,2022-03-31
2022-03-12,2,2022-03-31
2022-03-13,2,2022-03-31
2022-03-14,3,2022-03-31
2022-03-15,4,2022-03-31
2022-03-16,4,2022-03-31
2022-03-17,15,2022-03-31
2022-03-18,15,2022-03-31
2022-03-19,14,2022-03-31
2022-03-20,10,2022-03-31
2022-03-21,10,2022-03-31
2022-03-22,17,2022-03-31
2022-03-23,17,2022-03-31
2022-03-24,20,2022-03-31
2022-03-25,14,2022-03-31
2022-03-26,12,2022-03-31
2022-03-27,5,2022-03-31
2022-03-28,1,2022-03-31
2022-03-30,1,2022-03-31
2022-01-27,1,2022-04-07
2022-02-15,1,2022-04-07
2022-02-16,1,2022-04-07
2022-03-02,1,2022-04-07
2022-03-05,2,2022-04-07
2022-03-08,1,2022-04-07
2022-03-10,1,2022-04-07
2022-03-11,1,2022-04-07
2022-03-13,1,2022-04-07
2022-03-14,1,2022-04-07
2022-03-15,1,2022-04-07
2022-03-16,1,2022-04-07
2022-03-17,1,2022-04-07
2022-03-18,1,2022-04-07
2022-03-19,3,2022-04-07
2022-03-20,3,2022-04-07
2022-03-22,7,2022-04-07
2022-03-23,3,2022-04-07
2022-03-24,10,2022-04-07
2022-03-25,8,2022-04-07
2022-03-26,9,2022-04-07
2022-03-27,9,2022-04-07
2022-03-28,14,2022-04-07
2022-03-29,10,2022-04-07
2022-03-30,18,2022-04-07
