logLambda.1.,logLambda.2.,logLambda.3.,logLambda.4.,logLambda.5.,logLambda.6.,logLambda.7.,logLambda.8.,logLambda.9.,logLambda.10.,logLambda.11.,logLambda.12.,logLambda.13.,logLambda.14.,logLambda.15.,logLambda.16.,logLambda.17.,logLambda.18.,logLambda.19.,logLambda.20.,logLambda.21.,logLambda.22.,logLambda.23.,logLambda.24.,logLambda.25.,logLambda.26.,logLambda.27.,logLambda.28.,logLambda.29.,logLambda.30.,logLambda.31.,logLambda.32.,logLambda.33.,logLambda.34.,logLambda.35.,logLambda.36.,logLambda.37.,logLambda.38.,logLambda.39.,logLambda.40.,logLambda.41.,logLambda.42.,logLambda.43.,logLambda.44.,logLambda.45.,logLambda.46.,logLambda.47.,logLambda.48.,logLambda.49.,logLambda.50.,logLambda.51.,logLambda.52.,logLambda.53.,logLambda.54.,logLambda.55.,logLambda.56.
0.788155,0.517712,0.3825,0.31757,0.51962,0.563379,0.640413,0.770503,0.477369,0.116571,0.0960105,0.184075,-0.0905336,-0.289669,-0.181104,0.479189,0.774129,0.954208,0.752133,0.786819,0.960288,0.467081,0.246247,0.166912,0.517887,0.555542,0.779092,0.815433,0.81735,0.801625,0.907776,0.564041,0.49519,0.388261,0.288995,0.446467,0.451451,0.705323,0.571404,0.772552,0.818759,0.748004,0.925502,0.815746,0.787042,0.927408,1.30052,1.46036,1.77579,1.72366,1.35338,1.42598,1.74433,1.78125,1.54868,1.32295
0.593445,0.511881,0.417676,0.332272,0.313649,0.814427,0.772945,0.475419,0.626214,0.470455,0.244478,0.199133,-0.0828743,0.0657818,0.370391,0.320234,0.312746,0.66881,1.17411,1.06226,0.688601,0.648903,-0.019492,0.455968,0.286068,0.433925,0.320208,0.265205,0.343582,0.658618,0.489434,0.712554,0.60545,0.467035,0.52848,0.430918,0.600562,0.360498,0.586146,0.931781,1.18588,1.04869,0.766363,0.854096,0.708885,1.16638,1.15351,1.41966,1.34615,1.72544,1.84126,1.7647,1.34013,0.8959,0.69348,0.825259
0.663362,0.457262,0.478767,0.437449,0.465226,0.264621,0.323667,0.670852,0.627252,0.789285,0.771404,0.921157,0.475253,0.0852356,0.0926891,0.505298,0.533075,0.816456,0.687989,0.824299,0.856713,0.385966,0.117238,0.160513,0.536965,0.361243,0.45304,0.673302,0.637637,0.516029,0.817182,0.79985,0.855891,0.668948,0.346163,0.255668,0.256071,0.762589,0.667276,0.671071,0.823873,0.630383,0.527302,0.462043,0.736721,0.882422,1.00502,1.02656,1.29464,1.20403,1.21231,0.985204,1.43874,1.43219,1.12364,1.12465
0.306206,0.314805,0.384218,0.473632,0.890292,1.05398,1.05689,0.969542,0.720098,0.731859,0.595222,0.478815,0.659701,0.506113,0.619718,0.907296,0.641481,0.395655,0.608014,0.398777,0.672291,0.562881,0.471963,0.30073,0.535434,0.408371,0.414977,0.804191,1.15351,1.24804,1.30869,0.676325,0.414823,0.563024,0.584474,0.64583,0.452321,0.450684,-0.0190908,0.265197,0.670641,0.766689,0.822823,0.758135,0.986946,0.970043,0.711498,0.732214,0.990519,1.10537,1.06203,1.57189,1.77876,1.89789,1.91648,2.1405
0.537743,0.641956,0.893676,1.15492,0.915695,0.678419,0.508992,0.483147,0.645497,0.577233,0.963764,1.11566,0.802068,0.572834,0.621219,0.389763,0.618561,0.875428,0.587312,0.700291,0.621155,0.595724,0.191332,0.573768,0.437648,0.475183,0.472421,0.503202,0.759497,1.2495,1.10045,1.00559,0.675776,0.345351,0.435693,0.356116,0.48701,0.405118,0.699731,0.633926,0.615443,0.835089,0.833403,0.901246,0.629256,0.738694,0.778203,0.93425,1.0007,1.14997,1.49212,1.67669,1.76037,2.0254,2.68371,3.40715
0.606792,0.481223,0.656172,0.593234,0.883314,0.949466,0.883596,0.849138,0.91196,0.959279,0.71973,0.660075,0.659457,0.576213,0.404699,0.809221,0.589644,0.511633,0.844477,0.728398,0.815021,0.588743,0.667515,0.657364,0.843506,0.688323,0.660643,0.759626,1.05687,1.08935,1.39411,0.840719,0.485715,0.619184,0.564021,0.69898,0.687121,0.939176,0.721724,0.776715,0.660261,0.63229,0.766242,0.978994,1.288,1.49777,1.54873,1.48519,1.54319,1.48733,1.54533,1.71214,1.74977,1.76894,1.53243,1.84129
0.5565,0.530391,0.591788,0.735188,0.889982,0.879361,1.03743,1.33408,1.13404,0.918941,1.10053,1.09365,0.84193,0.414465,0.379321,0.889075,0.757284,0.80078800000000006,0.863129,1.04336,1.31079,0.988654,0.812281,0.859747,0.807015,0.744722,1.10077,1.02936,0.868013,0.611381,0.773304,0.649822,0.792847,0.867436,0.660957,0.782938,0.557042,0.643148,0.755253,1.15617,1.27061,1.49593,1.58947,1.31961,1.42325,1.17748,1.15266,1.20721,1.24589,1.46902,1.34934,1.21781,1.08386,1.34119,1.12989,1.13228
0.60995,0.561555,0.433653,0.746577,1.01337,1.41716,1.44422,1.09313,0.731955,0.941084,1.02803,1.16725,0.789452,0.746618,0.756294,0.517433,0.716756,0.740409,0.91704,1.06396,0.690259,0.410024,0.76992,0.525251,0.732875,0.742108,0.814024,0.721222,0.852248,0.796845,0.906767,0.759262,0.427574,0.534376,0.926904,0.288295,0.196965,0.597758,0.87686,1.20407,1.00189,1.26839,1.6032,1.74499,1.30477,1.39832,1.41335,1.33011,1.2719800000000001,1.09336,1.26596,1.33106,1.20489,0.756407,0.8064,0.887671
0.372033,0.50489,0.762084,0.78344,0.495131,0.214148,-0.07005,0.556346,0.917999,1.02109,0.632873,0.704588,0.740783,0.731526,0.758903,0.786052,0.705407,0.771848,0.580707,0.755267,1.04109,1.12067,1.53842,1.05891,0.834948,0.663153,0.904053,0.784908,0.684384,0.634538,0.514068,0.450101,0.908317,0.672919,0.924836,1.08191,1.56661,1.03744,1.08223,1.44184,1.38246,1.425,1.49764,1.72922,1.82021,2.22541,2.08058,1.94852,1.82174,1.4494,1.23949,1.16653,0.770717,0.885179,0.724702,1.10117
0.152605,0.449041,0.457845,0.736552,0.865541,0.198692,0.0787458,0.288602,0.932031,0.764804,0.93363,0.838278,0.75512,0.705903,0.473547,0.612735,0.636637,0.769667,0.728384,1.14291,1.01207,1.15254,0.807622,1.09924,0.997695,0.830089,0.780996,0.950198,1.03128,0.932083,0.566721,0.420242,0.569183,1.12922,1.26631,1.18683,0.855182,1.05532,1.07423,1.28506,1.40336,1.41998,1.7496,1.43994,1.50383,1.47272,1.51533,1.43531,1.5703,1.70319,1.58717,1.17006,1.06459,0.850714,0.661081,0.664536
