logLambda.1.,logLambda.2.,logLambda.3.,logLambda.4.,logLambda.5.,logLambda.6.,logLambda.7.,logLambda.8.,logLambda.9.,logLambda.10.,logLambda.11.,logLambda.12.,logLambda.13.,logLambda.14.,logLambda.15.,logLambda.16.,logLambda.17.,logLambda.18.,logLambda.19.,logLambda.20.,logLambda.21.,logLambda.22.,logLambda.23.,logLambda.24.,logLambda.25.,logLambda.26.,logLambda.27.,logLambda.28.,logLambda.29.,logLambda.30.,logLambda.31.,logLambda.32.,logLambda.33.,logLambda.34.,logLambda.35.,logLambda.36.,logLambda.37.,logLambda.38.,logLambda.39.,logLambda.40.,logLambda.41.,logLambda.42.,logLambda.43.,logLambda.44.,logLambda.45.,logLambda.46.,logLambda.47.,logLambda.48.,logLambda.49.,logLambda.50.,logLambda.51.,logLambda.52.,logLambda.53.,logLambda.54.,logLambda.55.,logLambda.56.
0.637518,0.648799,0.622165,0.642892,0.65118,0.610472,0.647547,0.550773,0.614606,0.689443,0.712886,0.689538,0.720493,0.679227,0.764659,0.74507,0.752141,0.746166,0.763098,0.746867,0.736616,0.755812,0.768804,0.795303,0.765782,0.823016,0.827188,0.795768,0.763379,0.799647,0.767324,0.8066,0.806218,0.797216,0.818872,0.850956,0.799091,0.743444,0.735081,0.716898,0.687799,0.676939,0.719045,0.744047,0.768545,0.764157,0.791032,0.777528,0.78081,0.781511,0.768873,0.812138,0.803772,0.742489,0.778631,0.797809
1.13497,1.04688,1.1322,1.05934,0.986162,1.18354,0.990295,1.5138,1.18955,0.82238,0.726956,0.842457,0.690041,0.937234,0.513455,0.646991,0.568283,0.632246,0.50419,0.643633,0.652196,0.556205,0.461469,0.363001,0.537754,0.325219,0.282791,0.383364,0.552109,0.381854,0.534022,0.350026,0.326177,0.407117,0.27683,0.171987,0.382873,0.610252,0.663759,0.739332,0.884789,0.947743,0.679767,0.616757,0.545509,0.54015,0.442675,0.496324,0.437304,0.426408,0.535368,0.28729,0.311299,0.60922,0.445476,0.379781
0.696923,1.42566,0.689565,0.896238,0.993491,0.726144,1.27537,0.377776,0.477114,1.14476,1.49881,0.472326,1.38539,0.848373,1.13062,0.806497,0.420456,0.241895,1.69518,0.828083,0.352111,0.807906,1.05832,0.863344,0.693234,0.852609,0.712657,0.403514,0.55133,1.18801,0.674009,1.47565,0.982544,1.06452,1.25416,1.05082,0.793883,0.934923,0.407006,0.97582,0.18462,0.424747,1.22356,1.32774,1.0866,0.562727,0.526594,0.417786,1.06959,1.07192,0.620615,1.41354,0.517567,0.567548,1.2264,1.00336
0.92576,0.826251,0.836986,1.06113,1.06228,1.20797,0.823024,1.16105,0.92841,0.685197,0.940039,0.846404,0.682033,0.728927,0.421411,0.441024,0.512524,0.709617,0.441733,0.857994,0.534035,0.617927,0.632419,0.815286,0.526511,0.492378,0.504398,0.484865,0.740181,0.478612,0.629319,0.568439,0.535116,0.437508,0.533618,0.147808,0.463836,0.395089,0.645345,0.623354,0.411365,1.22579,0.55198,0.727309,0.783874,0.572519,0.449594,0.358806,0.641605,0.514503,0.57442,0.484154,0.349905,0.872409,0.430099,0.22014
0.997616,1.35937,1.40502,1.19756,1.29936,1.34224,1.18425,1.42165,1.23586,1.01567,0.950853,0.879771,0.828285,0.858345,0.642736,0.597588,0.33169,0.507008,0.709118,0.6162,0.563678,0.434791,0.45481,0.382253,0.378961,0.0318162,0.0842608,0.253935,0.243863,0.393973,0.375285,0.338844,0.426803,0.443906,0.481715,-0.00703037,0.191284,0.669934,0.661827,0.74521,0.766716,0.686851,0.856184,0.645931,0.655351,0.321236,0.263909,0.261655,0.402248,0.492365,0.54045,0.403188,0.218455,0.583838,0.427848,0.264634
0.85825,0.819511,0.788746,0.879908,0.90843,0.990677,1.13751,1.06397,0.702535,0.614869,0.968162,0.775112,0.710553,1.02601,0.788303,0.714813,0.824476,0.781764,0.749162,0.59948,1.01362,0.806916,0.715951,0.871979,1.17313,0.831087,0.844805,0.570845,0.623402,0.6851,0.863336,0.85598,0.707617,0.805443,0.786394,0.849385,1.26325,1.12691,0.674942,1.03072,1.02438,0.694622,0.554542,0.902756,0.550718,1.04229,0.977431,0.849047,1.17698,0.743231,0.843578,0.425698,0.609235,0.960363,0.940897,1.08442
0.713717,0.558321,0.393212,0.735899,0.690782,0.609716,0.832774,0.524402,0.651005,0.750948,0.656343,0.762625,0.550255,0.63494,0.811294,0.79524,0.73956,0.826244,0.988319,0.789872,0.71871,0.668656,0.845277,0.691276,0.649491,0.876996,0.968382,1.11774,0.946533,1.15463,0.849589,0.789681,0.811416,0.919665,0.757292,0.917167,0.661183,1.00783,0.768197,0.989523,0.825408,0.798457,0.72733,0.787645,1.0906,0.907032,0.715821,0.872329,1.04942,0.943595,0.849566,0.892519,0.789577,0.742821,0.948528,0.977697
1.11882,1.28499,1.62399,0.780059,1.47802,1.11354,1.21096,1.2834700000000001,1.0653,0.961324,1.42124,0.827973,0.87672,1.08385,0.912626,1.24938,0.649632,0.51858,0.601878,0.572552,0.932782,0.398759,1.16086,0.808375,0.46908,0.692013,0.46847,-0.179357,0.187717,0.70142,0.631463,0.744784,0.743202,0.89805,1.27934,0.257704,0.975804,0.604069,1.05385,0.486873,0.410941,0.741137,0.964685,0.801853,0.714583,0.241609,1.18663,0.640324,0.750491,0.668873,0.880875,0.606908,0.984125,0.724628,0.888647,0.652534
0.997046,1.22808,1.38961,0.840087,0.782823,1.08643,0.57082599999999994,0.39018,0.687996,0.259793,1.35339,0.404915,0.964917,1.08936,1.17292,0.699672,0.760946,1.02306,0.634506,0.601363,0.663205,0.527974,1.36198,0.651025,0.801484,0.738901,0.458472,0.565539,0.316272,1.0491,0.605881,0.780716,0.795536,0.816,1.30448,0.799838,0.472149,0.506046,0.7365,1.2424,0.391798,0.746334,0.864773,0.707187,0.663339,1.02626,0.937385,1.01088,0.768345,0.623117,1.069,0.590139,0.882148,0.802545,0.864152,1.20098
0.898882,0.880761,0.375616,1.18183,1.01278,1.12146,1.35117,1.23487,0.744712,1.2637,0.883456,1.04515,0.600525,1.03041,0.379836,0.670399,0.592037,0.434316,0.839151,0.929234,0.744952,0.697917,0.329179,0.94705,0.808409,0.796308,0.690237,0.398866,0.938233,0.64566,0.665678,0.527077,0.509523,0.814873,0.772136,0.818399,0.996405,1.19951,0.739744,0.622344,1.08935,1.05428,0.813581,0.97328,1.08058,0.466192,0.513327,0.564099,1.29062,1.25909,0.571986,0.870109,0.488007,0.743745,0.360429,0.436521
