logLambda.1.,logLambda.2.,logLambda.3.,logLambda.4.,logLambda.5.,logLambda.6.,logLambda.7.,logLambda.8.,logLambda.9.,logLambda.10.,logLambda.11.,logLambda.12.,logLambda.13.,logLambda.14.,logLambda.15.,logLambda.16.,logLambda.17.,logLambda.18.,logLambda.19.,logLambda.20.,logLambda.21.,logLambda.22.,logLambda.23.,logLambda.24.,logLambda.25.,logLambda.26.,logLambda.27.,logLambda.28.,logLambda.29.,logLambda.30.,logLambda.31.,logLambda.32.,logLambda.33.,logLambda.34.,logLambda.35.,logLambda.36.,logLambda.37.,logLambda.38.,logLambda.39.,logLambda.40.,logLambda.41.,logLambda.42.,logLambda.43.,logLambda.44.,logLambda.45.,logLambda.46.,logLambda.47.,logLambda.48.,logLambda.49.,logLambda.50.,logLambda.51.,logLambda.52.,logLambda.53.,logLambda.54.,logLambda.55.,logLambda.56.
-0.0624004,0.159169,0.190046,0.334746,0.165996,0.387657,0.28428,0.242712,0.304338,0.348905,0.323675,0.501582,0.399473,0.537773,0.403327,0.510622,0.45366,0.548551,0.692605,0.60037,0.452361,0.505672,0.746028,0.881334,0.739272,0.596824,0.442081,0.449487,0.415937,0.51569,0.588041,0.698016,0.589283,0.573998,0.470919,0.413921,0.368106,0.371185,0.395472,0.423372,0.21504,0.18865,0.328525,0.145967,0.173408,0.120584,0.22356,0.0565786,-0.0590696,0.036153,0.00434267,-0.0463608,-0.303613,-0.260829,-0.219456,-0.00164674
0.54334,0.537702,0.518858,0.475872,0.464477,0.356198,0.479203,0.56497,0.527011,0.608568,0.679051,0.604885,0.805147,0.711755,0.673573,0.544535,0.528232,0.609333,0.578574,0.576954,0.407484,0.42337,0.484892,0.521513,0.56173,0.486918,0.581969,0.663795,0.738885,0.600668,0.616443,0.553298,0.518194,0.542241,0.637552,0.610788,0.47645,0.612143,0.459205,0.369208,0.326612,0.322168,0.286759,0.242436,0.157214,0.243539,0.199492,-0.0123331,0.0344241,0.08596,0.0881076,-0.0150427,-0.140619,-0.33573,0.0295809,0.103228
0.488307,0.512763,0.414845,0.340466,0.472923,0.499852,0.587581,0.409094,0.234015,0.277503,0.192419,0.161339,0.272357,0.116978,0.0538972,0.0801605,0.280026,0.374349,0.398066,0.472787,0.445282,0.517448,0.585442,0.560479,0.593741,0.635027,0.670656,0.622667,0.715788,0.636348,0.574859,0.438501,0.422841,0.502769,0.643798,0.569879,0.732965,0.629208,0.527086,0.433637,0.460552,0.645032,0.650861,0.830179,0.695193,0.671774,0.859125,0.959383,0.857772,0.76926,0.837815,0.684437,0.89986,0.910567,0.973306,0.778672
0.666619,0.736134,0.49966699999999997,0.507345,0.530826,0.406469,0.350995,0.378152,0.237991,0.147457,0.34033,0.555357,0.571191,0.652792,0.57618,0.520722,0.511541,0.474265,0.487265,0.484717,0.569857,0.673958,0.816225,0.843859,0.84035,0.686671,0.777157,0.766068,0.956555,0.937274,0.927906,0.982576,0.9795,0.822895,1.05773,0.901482,0.94582,0.861367,0.900106,0.99137,0.918466,0.844878,0.946985,0.781012,1.00124,0.94021,0.878119,0.703496,0.472705,0.490969,0.589844,0.656992,0.69056,0.748663,0.498847,0.648778
0.677028,0.668821,0.725747,0.753282,0.623349,0.740472,0.593572,0.449167,0.315599,0.452422,0.185412,0.198925,0.321038,0.511208,0.630559,0.631669,0.620585,0.695714,0.811758,0.886084,0.863621,0.781221,0.824463,0.790074,0.879199,1.03238,1.09765,1.04634,0.914134,0.859613,0.904972,0.87379,0.906366,1.1486,0.982624,1.05671,1.13559,1.01599,0.981333,0.889313,0.912063,1.17468,1.1465,0.850357,0.934531,0.755908,0.844289,0.872249,0.828327,0.886379,0.960558,0.706227,0.648533,0.476256,0.673624,0.592109
0.84652,0.800221,0.911861,0.622276,0.65072,0.503191,0.452178,0.357003,0.361901,0.300925,0.099938,0.122773,0.227272,0.414418,0.549402,0.525394,0.484104,0.455942,0.858367,0.877674,0.920489,0.968865,0.885491,0.829989,0.946339,1.04842,1.12062,1.04339,0.967688,0.951844,0.899587,0.855728,0.873249,0.871889,1.00565,1.06188,0.928913,0.933353,0.902883,1.0239,1.00135,1.05203,1.16434,1.02338,0.731253,0.846634,0.72719,0.70328,0.794939,0.717366,0.520082,0.65623,0.644461,0.754061,0.711515,0.7802
0.278195,0.189912,0.368743,0.335725,0.57003,0.773259,0.825055,0.827412,0.843205,0.877969,0.871048,0.963624,1.02444,0.937893,0.911616,0.867869,0.692183,0.764979,0.844779,0.853511,0.724233,0.707164,0.689149,0.607663,0.651294,0.868054,0.937532,1.11148,0.979497,0.81634,0.795452,1.08602,1.01873,1.14939,1.03876,1.12921,1.05556,1.21151,1.07889,1.0818,1.08324,1.1477,0.909653,1.01116,0.964576,1.0644,1.00274,0.940143,1.03231,1.01915,0.958776,1.11517,1.02502,1.18778,1.28902,1.41302
0.104403,0.306274,0.309069,0.415933,0.439532,0.595807,0.803177,0.962151,0.895599,0.712482,0.736214,0.806058,0.949834,1.09636,0.964839,0.778154,0.840681,0.762198,0.770373,0.788752,0.770925,0.77822,0.796715,0.734991,0.791519,0.900501,0.993477,0.860404,0.877009,0.949467,0.958011,0.850738,1.02736,1.05528,1.18388,1.10304,1.18309,1.05324,1.0963,0.993168,0.940739,0.863279,1.08135,1.01396,1.05758,1.0873,1.11954,1.19829,1.09859,1.2113,1.23549,1.36691,1.30274,1.36549,1.20646,1.06267
0.359174,0.539311,0.524035,0.551228,0.541298,0.532552,0.589317,0.593729,0.7277,0.810251,1.04499,0.942648,0.719446,0.677509,0.661441,0.622819,0.625793,0.508813,0.57549,0.637644,0.5621,0.715021,0.927959,0.947284,0.886665,0.818878,0.871855,0.779518,0.758904,0.79572,0.855173,0.864061,0.918498,0.84703,0.930882,0.930908,0.976013,0.995478,1.09486,1.24091,1.17004,1.27716,1.262,1.31688,1.23346,1.25759,1.31575,1.2458,1.10924,1.06737,1.12261,1.05947,1.13149,1.00922,0.990232,0.939811
0.357958,0.394192,0.591134,0.623294,0.63067,0.565633,0.395795,0.403943,0.368534,0.365708,0.280416,0.298633,0.243254,0.531891,0.395259,0.580305,0.669319,0.667575,0.539759,0.562852,0.614921,0.692755,0.645289,0.780776,0.771611,0.73401,0.691289,0.768412,0.899885,0.956131,0.99485,0.983753,1.00449,0.9301,0.946078,0.986901,0.959158,1.05645,1.0458,1.03038,1.02754,0.973114,0.901959,0.945248,1.01937,0.907645,0.972438,1.03311,1.07658,1.13179,1.31294,1.37835,1.24405,1.32716,1.29719,1.49446
