logLambda.1.,logLambda.2.,logLambda.3.,logLambda.4.,logLambda.5.,logLambda.6.,logLambda.7.,logLambda.8.,logLambda.9.,logLambda.10.,logLambda.11.,logLambda.12.,logLambda.13.,logLambda.14.,logLambda.15.,logLambda.16.,logLambda.17.,logLambda.18.,logLambda.19.,logLambda.20.,logLambda.21.,logLambda.22.,logLambda.23.,logLambda.24.,logLambda.25.,logLambda.26.,logLambda.27.,logLambda.28.,logLambda.29.,logLambda.30.,logLambda.31.,logLambda.32.,logLambda.33.,logLambda.34.,logLambda.35.,logLambda.36.,logLambda.37.,logLambda.38.,logLambda.39.,logLambda.40.,logLambda.41.,logLambda.42.,logLambda.43.,logLambda.44.,logLambda.45.,logLambda.46.,logLambda.47.,logLambda.48.,logLambda.49.,logLambda.50.,logLambda.51.,logLambda.52.,logLambda.53.,logLambda.54.,logLambda.55.,logLambda.56.
0.673497,0.495381,0.616816,0.765033,0.791693,0.799631,0.646833,0.797046,0.768756,0.67996,0.744417,0.755877,0.774505,1.05636,1.0794,0.879525,0.819443,0.732059,0.774506,0.808415,0.755824,0.998011,0.940342,0.959855,0.962109,0.718135,0.619967,0.538123,0.457949,0.616001,0.584856,0.761172,0.689626,0.756969,0.892061,0.985874,0.734586,0.721622,0.700819,0.817406,0.789264,0.555275,0.667569,0.866788,0.767423,0.704835,0.556026,0.625177,0.414502,0.28567,0.341583,0.318101,0.178345,0.1546,0.194087,0.459232
0.398475,0.998417,0.969007,0.579655,0.739979,0.644978,0.705652,0.505061,0.683113,0.890627,0.732936,0.907232,0.879199,0.630934,0.657535,0.702299,0.460085,0.899236,0.540917,0.559749,0.776562,0.0751665,0.730399,1.05915,0.556431,0.734616,0.798435,0.872751,0.899283,0.497478,0.586936,0.651499,1.15656,1.06835,0.857316,0.572445,1.0985,0.853455,0.868681,0.838425,0.919749,1.22884,1.09702,0.88113,0.995905,1.26981,1.17277,0.872217,1.101,1.057,1.05057,1.20934,1.15047,1.43049,1.40229,1.2614
0.735505,0.60333,0.632918,0.6889,0.704326,0.703851,0.65839,0.65195,0.619431,0.59499,0.568928,0.577198,0.557903,0.678472,0.655084,0.598264,0.61814499999999994,0.579318,0.624608,0.621611,0.593891,0.692714,0.683357,0.695633,0.713362,0.619236,0.615807,0.578547,0.586307,0.63047,0.652612,0.716208,0.74447,0.789207,0.831743,0.909148,0.820054,0.885333,0.882185,0.959267,0.965367,0.887911,0.982848,1.07243,1.0809,1.04067,1.04319,1.04386,0.970001,0.966797,1.01945,1.0508,1.03187,1.025,1.05516,1.20778
0.780858,1.06305,1.03257,1.06726,0.695261,0.876225,0.731785,0.798912,0.519804,0.771928,0.738731,1.00062,1.00119,0.756851,0.854881,0.840491,0.583428,0.76932,0.935493,0.62599,0.757344,0.451034,0.747971,0.847419,0.780864,0.645584,0.658388,0.886605,0.865807,0.837444,0.577155,0.794337,0.875137,1.10999,0.631076,0.493511,0.76349,0.750934,0.907591,0.977407,0.888363,0.744413,0.949923,0.876653,1.04481,0.878407,0.854046,1.13054,0.915089,0.966265,1.00787,0.664037,1.13483,1.15644,0.866827,0.974082
0.648294,0.487176,0.306523,0.300049,0.665738,0.516883,0.654614,0.656634,0.908991,0.485055,0.494913,0.209243,0.297635,0.58794,0.318729,0.335866,0.610568,0.611453,0.212664,0.654942,0.585166,1.0259,0.875827,0.501871,0.587789,0.811336,0.67359,0.458969,0.456439,0.538236,0.856766,0.848478,0.792422,0.355604,0.890778,1.17175,0.992458,0.973781,0.675155,0.7442,0.904611,1.27612,0.82751,1.25278,0.927568,1.2159,1.24846,0.836971,1.11093,1.0089,1.07213,1.54086,0.99907,1.02764,1.37451,1.32445
0.710852,0.990313,1.15625,1.21443,0.838231,1.03332,0.758141,0.766687,0.44597,0.818903,0.855522,1.14287,1.12566,0.955125,1.0484,0.879954,0.514544,0.822319,1.00891,0.627992,0.810175,0.471337,0.997205,1.27302,1.03307,0.645931,0.632531,0.864679,0.756978,0.814748,0.362041,0.878446,1.11158,1.48677,1.02274,0.751887,1.14104,0.98786,1.32629,1.44208,1.24888,0.936211,1.42705,1.28111,1.52673,1.41872,1.22906,1.48608,1.16481,1.10469,1.27152,0.852465,1.28121,1.43794,1.03841,1.45743
0.490756,0.225122,0.171732,0.147033,0.293553,0.269913,0.33005,0.348455,0.606609,0.450252,0.431884,0.0246525,0.0733443,0.344952,0.35296,0.294878,0.448098,0.344417,0.0581692,0.446662,0.329961,0.681119,0.523922,0.395909,0.369704,0.495596,0.57003,0.291362,0.180396,0.258576,0.706829,0.38342,0.346901,0.279188,0.617781,0.951549,0.667265,0.637778,0.437992,0.33562,0.499745,0.808272,0.386305,0.610713,0.55291,0.707798,0.608163,0.263746,0.564103,0.517824,0.578046,0.929881,0.475169,0.399819,0.747605,0.611055
0.347052,0.351712,0.642419,0.654074,0.6826,0.653899,0.535939,0.575558,0.507459,0.654815,0.553595,0.598156,0.607576,0.960334,0.856745,0.723119,0.515926,0.624295,0.518566,0.485845,0.632305,0.578197,0.905994,1.14481,0.840679,0.569509,0.444574,0.319285,0.184982,0.155441,0.326777,0.642732,0.829715,0.906241,1.05469,1.07937,0.990077,0.808447,0.867052,1.10603,1.10805,0.73708,1.05968,1.23006,1.23459,1.33608,1.1034,0.950022,0.710488,0.630698,0.599792,0.8194,0.499762,0.651239,0.690747,1.16176
1.13606,1.1008,0.871656,0.87293,0.897763,1.04078,0.84356,0.902183,1.1381,0.673386,0.769747,0.858085,0.890884,0.566546,0.737404,0.634634,0.797428,0.662605,0.771222,1.0484,0.735043,0.962876,0.721472,0.556051,0.755344,0.875396,0.976884,1.16491,1.32029,1.43658,1.12178,0.926507,1.02702,0.930261,0.792544,0.890907,0.971613,1.09672,1.11218,1.00017,1.02824,1.4978,1.21563,1.12528,0.955073,1.0063,1.06715,1.28246,1.46086,1.37609,1.64451,1.4748000000000001,1.79645,1.55828,1.61802,1.36805
0.802205,1.03269,0.840823,0.85846,0.452288,1.01655,0.68588,0.668928,0.859181,0.38849,0.688535,0.502223,0.781409,0.653971,0.678995,0.376539,0.566395,0.578722,0.472083,0.50847,0.706103,0.813468,0.574837,0.66111,0.6442,0.654052,0.785486,1.11907,0.931202,0.901109,0.895375,0.845647,0.960284,0.891208,0.931719,1.02144,1.12409,1.17984,1.30334,1.14895,1.27926,1.61138,1.39864,1.68508,1.33592,1.43774,1.42078,1.44992,1.68411,1.14385,1.55424,1.70134,2.0274,1.88877,1.7885,1.94065
