logLambda.1.,logLambda.2.,logLambda.3.,logLambda.4.,logLambda.5.,logLambda.6.,logLambda.7.,logLambda.8.,logLambda.9.,logLambda.10.,logLambda.11.,logLambda.12.,logLambda.13.,logLambda.14.,logLambda.15.,logLambda.16.,logLambda.17.,logLambda.18.,logLambda.19.,logLambda.20.,logLambda.21.,logLambda.22.,logLambda.23.,logLambda.24.,logLambda.25.,logLambda.26.,logLambda.27.,logLambda.28.,logLambda.29.,logLambda.30.,logLambda.31.,logLambda.32.,logLambda.33.,logLambda.34.,logLambda.35.,logLambda.36.,logLambda.37.,logLambda.38.,logLambda.39.,logLambda.40.,logLambda.41.,logLambda.42.,logLambda.43.,logLambda.44.,logLambda.45.,logLambda.46.,logLambda.47.,logLambda.48.,logLambda.49.,logLambda.50.,logLambda.51.,logLambda.52.,logLambda.53.,logLambda.54.,logLambda.55.,logLambda.56.
0.478302,0.48126,0.495237,0.518399,0.549063,0.584872,0.605436,0.651762,0.665869,0.625514,0.740453,0.752936,0.786444,0.765213,0.661353,0.6643,0.735614,0.829495,0.819657,0.905591,0.887519,0.931925,0.971771,0.99289,1.00628,0.955782,0.926042,0.977368,1.01886,1.06885,1.05208,1.13657,1.021,0.962966,0.946913,1.01034,0.941734,0.916977,0.886745,0.896808,0.90724,0.885035,0.944806,0.952517,0.879387,0.886553,0.869207,0.906475,0.845517,0.801537,0.966324,1.02696,1.01314,1.07115,1.04731,0.988134
0.959302,0.941253,0.911581,0.877944,0.853839,0.856223,0.886266,0.907065,0.888451,0.862518,0.929915,0.950665,0.959255,0.899948,0.846124,0.844798,0.801726,0.766799,0.714636,0.714478,0.721648,0.706672,0.681332,0.683621,0.682036,0.679374,0.680628,0.606197,0.62215,0.672547,0.689327,0.68733,0.625376,0.606332,0.527208,0.501683,0.485512,0.506582,0.495703,0.505507,0.532877,0.581178,0.649846,0.663296,0.621152,0.579957,0.621553,0.612374,0.575731,0.554191,0.566875,0.565804,0.499473,0.504742,0.498445,0.447096
1.06426,1.11143,1.03336,1.06999,1.03106,0.979725,0.899127,0.860611,0.833232,0.881416,0.79617,0.784552,0.731849,0.738091,0.863817,0.806512,0.690726,0.699208,0.73528,0.694657,0.715538,0.429753,0.420102,0.540139,0.716806,0.722128,0.760127,0.709566,0.699594,0.699968,0.62308,0.301506,0.616282,0.849933,0.902904,0.956108,1.04924,1.07096,1.0561,0.955207,0.832884,0.734934,0.660907,0.722251,0.910361,1.00966,0.989847,0.876939,0.861759,1.00304,0.876653,0.825252,0.835462,0.745369,0.901041,0.937711
1.18758,1.21769,1.17126,1.21429,1.11945,1.01406,0.994853,1.02823,1.01172,0.988399,0.860133,0.84605,0.820485,0.796699,0.842019,0.817054,0.754913,0.735445,0.693441,0.655106,0.648654,0.488236,0.533132,0.600359,0.745144,0.728937,0.757093,0.710436,0.67681500000000006,0.7125,0.670768,0.46458,0.758399,0.850797,0.836754,0.858459,0.852116,0.796322,0.837327,0.782819,0.690566,0.637699,0.582687,0.611153,0.738955,0.811454,0.787233,0.678748,0.698074,0.802702,0.723956,0.739957,0.761298,0.660072,0.772361,0.825886
1.13542,1.19784,1.15517,1.23158,1.15566,1.0347,0.987426,0.959867,0.877224,0.871958,0.728809,0.762629,0.718448,0.688733,0.810429,0.701241,0.62588,0.640689,0.648623,0.59094,0.599229,0.30273,0.332965,0.383444,0.608622,0.572627,0.618101,0.612676,0.63201,0.632209,0.560468,0.213785,0.555182,0.702074,0.78598,0.810359,0.7595,0.722045,0.731305,0.608177,0.49965,0.450865,0.320551,0.286825,0.44088,0.628005,0.621398,0.522581,0.576551,0.703652,0.579479,0.557746,0.68473,0.625641,0.810441,0.899775
1.31052,1.35726,1.26342,1.25078,1.16656,1.07346,1.01523,1.04521,0.977953,0.924228,0.768847,0.714551,0.728548,0.709008,0.849309,0.799909,0.76792,0.791259,0.732812,0.664269,0.6691,0.322816,0.3651,0.437891,0.640142,0.585015,0.661395,0.618118,0.635137,0.625384,0.563171,0.280713,0.644191,0.872506,0.934602,0.963927,1.00663,1.02297,0.983982,0.867551,0.848075,0.766053,0.682922,0.677873,0.723633,0.819883,0.842764,0.668944,0.624181,0.755599,0.637359,0.589737,0.654585,0.523734,0.737103,0.818874
1.06167,1.05116,0.988237,1.03304,1.04182,1.01999,0.937089,0.897092,0.872459,0.849037,0.81874,0.789678,0.834967,0.778521,0.828253,0.780665,0.708138,0.752504,0.749258,0.719139,0.756534,0.586159,0.626402,0.554996,0.606146,0.638116,0.717721,0.624287,0.731664,0.693529,0.64909,0.597062,0.633946,0.692319,0.702977,0.741798,0.710754,0.656446,0.677181,0.616627,0.566665,0.545357,0.583683,0.572168,0.634891,0.749158,0.673571,0.677708,0.709996,0.763635,0.700629,0.656084,0.755982,0.801285,0.816183,0.742726
0.621764,0.468926,0.456388,0.389551,0.353657,0.516973,0.571752,0.517427,0.557412,0.531666,0.570326,0.533758,0.605354,0.512711,0.390068,0.457271,0.541668,0.56955,0.554745,0.636616,0.699629,0.979143,0.931446,0.917789,0.847582,0.864794,0.875777,0.966787,0.996102,0.995996,1.02497,1.27981,1.03535,0.809422,0.874697,0.792953,0.734278,0.783403,0.7857,0.791264,0.848595,0.907475,0.957338,0.926648,0.699457,0.681169,0.682078,0.847431,0.870714,0.80834,0.887724,0.893438,0.822092,0.874527,0.75009,0.745302
0.614245,0.551677,0.545734,0.593108,0.515582,0.536483,0.474642,0.49183,0.374903,0.319102,0.31710700000000003,0.440919,0.418498,0.489296,0.563493,0.526892,0.523275,0.530019,0.589504,0.570672,0.5884,0.530634,0.58656,0.620206,0.66685,0.728835,0.888129,0.841084,0.877237,0.853571,0.866377,0.673155,0.838069,0.867107,0.974365,0.962762,0.904372,0.892588,0.798433,0.799223,0.850263,0.738049,0.720889,0.746101,0.72917,0.70565,0.629365,0.540412,0.625295,0.587513,0.496213,0.436816,0.496504,0.508396,0.561122,0.518261
0.565784,0.63615,0.617382,0.506258,0.462728,0.349265,0.448549,0.436103,0.43712,0.459555,0.452281,0.425724,0.435578,0.422026,0.525625,0.510699,0.444232,0.54397,0.59343,0.560616,0.621774,0.610524,0.629556,0.675019,0.782334,0.809142,0.83679,0.864016,0.820923,0.937167,0.946259,0.761224,0.855406,1.00021,0.925212,1.00709,0.996115,0.918842,1.0096,1.04923,0.952363,0.935193,0.792877,0.792405,0.795955,0.737549,0.671121,0.617446,0.587248,0.5855,0.570795,0.453143,0.382687,0.410504,0.451131,0.517915
1.03643,0.899354,0.851224,0.839978,0.852188,0.904303,0.763137,0.672575,0.766271,0.668031,0.589472,0.574535,0.6049,0.516684,0.503424,0.586101,0.43742,0.440504,0.49215,0.567808,0.598299,0.676966,0.711733,0.629077,0.747126,0.730389,0.746222,0.755419,0.864718,0.983468,0.948973,1.04803,1.05195,0.972286,0.891576,0.761551,0.803004,0.854036,0.816281,0.848121,0.750488,0.900312,0.858181,0.735024,0.736689,0.65822,0.64248,0.665758,0.509404,0.530457,0.635215,0.635226,0.655102,0.64495,0.698531,0.759599
0.869762,1.01571,1.04917,1.02483,1.04767,1.03132,1.11851,1.05813,0.997457,0.861103,0.754006,0.707496,0.700586,0.724369,0.73828800000000006,0.73574,0.564681,0.576531,0.634336,0.567731,0.621236,0.592811,0.641543,0.640435,0.605085,0.750869,0.725127,0.757413,0.752967,0.947049,0.967746,0.96224,0.902862,0.944149,0.986783,0.951635,0.882225,0.806761,0.957186,1.02804,1.03892,1.10566,1.12095,1.1621,1.08469,1.07824,0.922517,0.890144,0.883345,0.760339,0.85349,0.713313,0.575394,0.643938,0.729413,0.816569
0.990446,1.21537,1.1256,1.1422,1.12995,0.943758,0.936527,0.899,0.780093,0.847032,0.518676,0.518246,0.401706,0.524525,0.79762,0.713814,0.540915,0.585408,0.654484,0.603902,0.592603,0.0952696,0.17447,0.405046,0.628053,0.635061,0.848953,0.57858,0.679279,0.721666,0.63276,-0.00716751,0.757044,1.25724,1.1949,1.20469,1.2274,1.28401,1.28134,1.11223,0.931326,0.730169,0.716249,0.809102,1.09367,1.24465,1.05209,0.836557,0.913881,1.17244,0.923291,0.739592,0.852619,0.928892,1.28428,1.3128
