logLambda.1.,logLambda.2.,logLambda.3.,logLambda.4.,logLambda.5.,logLambda.6.,logLambda.7.,logLambda.8.,logLambda.9.,logLambda.10.,logLambda.11.,logLambda.12.,logLambda.13.,logLambda.14.,logLambda.15.,logLambda.16.,logLambda.17.,logLambda.18.,logLambda.19.,logLambda.20.,logLambda.21.,logLambda.22.,logLambda.23.,logLambda.24.,logLambda.25.,logLambda.26.,logLambda.27.,logLambda.28.,logLambda.29.,logLambda.30.,logLambda.31.,logLambda.32.,logLambda.33.,logLambda.34.,logLambda.35.,logLambda.36.,logLambda.37.,logLambda.38.,logLambda.39.,logLambda.40.,logLambda.41.,logLambda.42.,logLambda.43.,logLambda.44.,logLambda.45.,logLambda.46.,logLambda.47.,logLambda.48.,logLambda.49.,logLambda.50.,logLambda.51.,logLambda.52.,logLambda.53.,logLambda.54.,logLambda.55.,logLambda.56.
0.788404,0.539209,0.800081,0.247049,0.284691,1.28474,0.27283,0.996062,1.0176,0.757668,0.572799,1.07465,1.16432,0.726111,0.17941,0.582711,-0.015234,0.228918,-0.0483383,0.472114,1.13503,0.652223,0.465439,0.167014,0.772509,-0.224809,0.486757,0.466105,0.619856,0.680528,0.554538,0.822005,0.29858,0.805521,0.21662,0.525255,0.0478211,0.0534678,0.730044,1.0321,1.3884,1.36286,0.625537,1.08469,1.17556,0.942172,0.599366,0.641494,0.805922,1.1746,1.25293,0.377577,1.00088,0.628303,0.93656,1.08149
0.697587,0.674453,0.435086,0.632664,0.632347,0.848444,0.564903,0.702808,0.82838,0.284597,0.694312,0.646859,0.813363,0.6139,0.548116,0.469364,0.322688,0.474719,0.64287,0.555611,0.698585,0.537124,0.522898,0.246863,0.360114,0.0922427,0.582961,0.421819,0.399762,0.444589,0.882028,0.899538,0.628969,0.62355,0.431572,0.351676,0.660982,0.826646,0.881137,0.85082,1.07851,1.0156,0.946182,1.39029,1.1855,0.94814,1.14871,1.21512,1.15602,1.40417,1.5006,1.36808,1.40113,1.50845,1.06893,1.24262
0.747584,0.662689,0.724945,0.617449,0.730973,0.74719,0.621324,0.697331,0.747053,0.961226,0.790164,0.863719,0.759908,0.847819,0.86046,0.901347,1.01998,0.891574,0.959567,1.00234,0.877966,1.04828,0.99973,1.06294,1.07613,0.961749,0.804825,0.950749,1.09742,1.03982,0.877203,0.835686,0.781232,0.849737,0.849178,0.852927,0.725673,0.721703,0.75066600000000006,0.766974,0.780826,0.705739,0.643564,0.514409,0.538799,0.538705,0.440625,0.484774,0.445277,0.399554,0.224009,0.249467,0.137806,0.169838,0.237067,0.233044
0.643956,0.960731,0.457986,0.921618,0.659435,0.931019,1.08777,1.06034,0.809446,0.220101,0.567846,0.741538,1.06083,0.459724,1.00599,0.669013,0.692908,0.774731,0.644871,0.723086,0.856815,0.367498,0.418099,0.345511,0.760385,0.277234,1.20405,0.735649,0.418987,0.775138,0.849442,0.699072,1.04197,0.768696,0.98584,0.301778,0.774753,0.829365,0.992671,0.976364,0.837384,0.372951,1.02813,0.98609,1.0883,1.07936,1.20063,1.17522,0.847182,1.02117,1.15956,1.43591,1.47957,1.16197,1.19877,1.47361
1.01007,0.750938,0.905226,0.655614,0.863469,0.95143,0.51764,0.52362,0.881098,1.06748,0.885562,0.677071,0.545841,0.808786,0.547556,0.701673,0.668275,0.682837,0.795555,0.66861,0.646114,0.931863,0.7463,0.748839,0.827805,0.911745,0.296834,0.720476,0.774723,0.869104,0.683467,0.775872,0.651161,0.617594,0.553351,0.985252,0.791517,0.666542,0.784687,0.81694,0.748221,1.03067,0.612372,0.785784,0.669899,0.644933,0.591136,0.672747,0.873593,0.739532,0.8739,0.471313,0.60901,0.735781,0.818545,0.5224
0.847451,0.75256,0.524232,0.831031,0.761924,0.971181,1.18268,1.1625,0.997244,0.292996,0.702505,0.745748,1.20274,0.718386,1.16493,0.762937,0.76763,0.8351,0.693762,1.07442,1.12399,0.319657,0.473507,0.501413,0.291587,0.319476,1.33574,0.851865,0.915954,1.07599,0.88956,0.67134,0.939557,0.927976,1.19756,0.324976,0.772114,0.870869,1.0745,1.2546,0.98776,0.601158,1.22468,1.37191,1.33766,1.27215,1.34083,1.30799,1.10979,1.31053,1.2739,1.78987,1.8772200000000001,1.54385,1.4689,1.84409
1.07207,0.765176,0.486427,0.550973,0.88623,1.17982,0.419375,0.375705,0.70002,1.22959,0.876148,0.625054,0.397858,0.670363,0.203257,0.5613,0.301995,0.570866,0.561597,0.396898,0.294065,1.41715,0.43487,0.647247,1.24112,0.897934,0.131252,0.759886,0.647107,1.06917,0.778504,1.03416,0.555782,0.582328,0.26204,1.20761,0.334216,0.312678,1.03489,1.17578,0.956233,1.81548,1.22258,1.28071,0.924238,1.32068,1.31661,1.28685,1.58723,1.62869,1.58725,1.24223,1.29069,1.87569,1.80807,1.0818
0.88392,0.918893,0.917339,0.885073,0.834968,1.13951,0.922534,1.15452,1.25709,0.370928,0.66879,0.665489,1.05091,0.466523,1.04415,0.682723,0.512527,0.671556,0.677192,0.631961,0.897747,-0.228295,0.553289,0.504712,0.280489,0.335951,0.45962,0.26475,0.875636,0.737151,0.553575,0.520305,1.02093,0.653195,0.817496,0.34523,1.24237,1.16887,0.901435,0.914333,0.901458,0.115758,0.5745,1.17266,1.31114,0.997385,1.11667,0.929733,0.829371,1.02222,0.987962,1.3771,1.59454,1.02565,1.26198,1.48033
1.37507,0.389318,0.587933,0.16443,0.488178,0.686058,0.724961,0.0882657,0.605182,1.27859,0.86205,1.00945,0.557317,0.905884,0.453547,0.686316,0.733707,0.451352,0.955246,0.698173,1.21545,1.14756,0.37143,0.798677,0.4996,0.810983,0.549557,0.919778,0.8165,1.30618,0.739674,0.830563,0.881394,0.453219,0.515722,1.14256,0.138667,0.267948,1.27509,0.919521,1.31227,1.72908,1.06899,0.970117,0.699092,0.784528,0.87521,1.38263,1.21679,0.834709,1.14904,0.460465,0.48683,1.47926,1.09389,0.490104
0.656168,1.37687,1.01442,1.44889,0.043125,1.24939,0.6614,0.439439,1.315,0.121085,0.818886,0.624579,0.722563,0.397821,0.799644,0.314069,0.312812,0.56218,0.183089,0.32635,0.431329,0.376954,0.178182,0.615887,0.756645,0.591419,0.751195,0.309549,0.63405,0.306053,0.28154,0.73897,0.951131,0.590472,0.691843,0.651408,0.99514,0.819774,0.783603,0.834951,0.365782,0.428776,0.246601,1.00309,0.479183,0.744742,0.352359,0.399777,0.418334,0.51886,0.27294,0.395899,0.645217,0.331406,0.66218,0.925752
