logLambda.1.,logLambda.2.,logLambda.3.,logLambda.4.,logLambda.5.,logLambda.6.,logLambda.7.,logLambda.8.,logLambda.9.,logLambda.10.,logLambda.11.,logLambda.12.,logLambda.13.,logLambda.14.,logLambda.15.,logLambda.16.,logLambda.17.,logLambda.18.,logLambda.19.,logLambda.20.,logLambda.21.,logLambda.22.,logLambda.23.,logLambda.24.,logLambda.25.,logLambda.26.,logLambda.27.,logLambda.28.,logLambda.29.,logLambda.30.,logLambda.31.,logLambda.32.,logLambda.33.,logLambda.34.,logLambda.35.,logLambda.36.,logLambda.37.,logLambda.38.,logLambda.39.,logLambda.40.,logLambda.41.,logLambda.42.,logLambda.43.,logLambda.44.,logLambda.45.,logLambda.46.,logLambda.47.,logLambda.48.,logLambda.49.,logLambda.50.,logLambda.51.,logLambda.52.,logLambda.53.,logLambda.54.,logLambda.55.,logLambda.56.
0.659657,0.642971,0.626357,0.607203,0.606081,0.638583,0.659696,0.679995,0.69312,0.705957,0.708768,0.732076,0.710341,0.702123,0.69755,0.715951,0.740121,0.712615,0.740312,0.757395,0.773518,0.761564,0.760967,0.727327,0.710076,0.719152,0.707949,0.729682,0.728703,0.725808,0.762332,0.76857,0.744834,0.763057,0.765219,0.771204,0.783425,0.791954,0.817075,0.815577,0.789389,0.801017,0.784819,0.776718,0.774896,0.790111,0.798746,0.788369,0.800681,0.807797,0.780956,0.773037,0.789936,0.817921,0.822776,0.818364
0.677497,0.669378,0.687486,0.674987,0.678885,0.67439,0.689309,0.694793,0.722168,0.701511,0.705884,0.704238,0.71492,0.7075,0.698285,0.696374,0.6876,0.675503,0.703211,0.707953,0.712067,0.716586,0.697108,0.703173,0.722918,0.741019,0.749355,0.763079,0.788025,0.806856,0.795576,0.825483,0.830176,0.82515,0.846096,0.854641,0.853176,0.885787,0.895205,0.884848,0.859299,0.853507,0.833236,0.832056,0.842577,0.826163,0.839345,0.838198,0.833307,0.828146,0.813865,0.814426,0.821219,0.810919,0.800486,0.799022
0.799098,0.814581,0.839451,0.836369,0.861395,0.836306,0.819477,0.839138,0.871263,0.861426,0.844798,0.854144,0.859838,0.845519,0.86694,0.856634,0.847821,0.838718,0.814473,0.790649,0.790704,0.806545,0.80896,0.821983,0.789221,0.752721,0.753392,0.740096,0.719927,0.732498,0.738604,0.747472,0.744429,0.759879,0.773663,0.734439,0.731134,0.73651200000000006,0.741671,0.712385,0.704135,0.714756,0.731572,0.740559,0.741438,0.730706,0.712422,0.711431,0.711326,0.727678,0.741472,0.72198,0.715974,0.709314,0.699843,0.705075
0.836727,0.845774,0.823979,0.8334,0.820587,0.824032,0.823693,0.832638,0.84366,0.846091,0.841351,0.863179,0.864798,0.859748,0.857526,0.869171,0.854032,0.859067,0.864649,0.866001,0.853097,0.838461,0.820384,0.857771,0.872916,0.85336,0.846015,0.849792,0.87997,0.902129,0.901228,0.905355,0.917929,0.931827,0.951911,0.964399,0.943815,0.936621,0.942122,0.92015,0.924406,0.917874,0.919469,0.920608,0.917431,0.925802,0.923438,0.90708,0.902609,0.897194,0.888133,0.910254,0.900564,0.886484,0.883427,0.888658
0.915329,0.895346,0.869657,0.852322,0.860313,0.842999,0.859841,0.870765,0.875228,0.874415,0.875085,0.857334,0.855075,0.858676,0.851502,0.838488,0.826221,0.827936,0.818628,0.821705,0.838054,0.838188,0.831486,0.815993,0.829519,0.847271,0.850373,0.852403,0.841274,0.833537,0.841222,0.848184,0.848372,0.829154,0.82167,0.829426,0.83284,0.794332,0.790921,0.771658,0.776087,0.781303,0.800394,0.798388,0.796004,0.785742,0.798819,0.805866,0.81671,0.816681,0.816,0.778234,0.776031,0.794963,0.803245,0.792846
0.693011,0.686374,0.70762100000000006,0.732277,0.719798,0.736729,0.752422,0.760154,0.783597,0.791635,0.800103,0.81317,0.813175,0.821259,0.841073,0.831683,0.826699,0.835449,0.846207,0.850662,0.833623,0.821077,0.807344,0.820672,0.815563,0.844461,0.860943,0.859405,0.866099,0.862954,0.883361,0.874073,0.86604,0.867578,0.878033,0.876743,0.879103,0.872943,0.881227,0.871139,0.863247,0.856257,0.874725,0.861535,0.862195,0.863883,0.847131,0.826308,0.839366,0.849396,0.859455,0.859176,0.844582,0.830432,0.823525,0.828665
0.811983,0.801159,0.809816,0.810013,0.801324,0.806832,0.800214,0.77254,0.775951,0.758534,0.74073,0.760488,0.748332,0.755921,0.774941,0.785285,0.793236,0.777285,0.783243,0.806595,0.801632,0.816901,0.813727,0.804369,0.807627,0.808785,0.813028,0.815639,0.808541,0.829763,0.841034,0.816437,0.809766,0.782733,0.786115,0.793195,0.790693,0.800216,0.807454,0.793212,0.81049,0.828835,0.843927,0.839199,0.812193,0.82124,0.819438,0.837952,0.822577,0.833716,0.811182,0.835921,0.832044,0.847437,0.875951,0.879918
0.776988,0.786487,0.779772,0.782521,0.7978,0.78169,0.790171,0.796116,0.774137,0.787866,0.790669,0.774809,0.783426,0.805826,0.819167,0.816542,0.827672,0.811846,0.809485,0.800913,0.800068,0.812392,0.817737,0.813918,0.828739,0.831102,0.831098,0.826188,0.829422,0.827923,0.837144,0.84512,0.842183,0.842847,0.846533,0.851274,0.804788,0.795149,0.805639,0.812373,0.812292,0.806718,0.811932,0.819823,0.825893,0.838573,0.856143,0.846542,0.860382,0.841926,0.834443,0.798509,0.801381,0.808625,0.800762,0.784322
0.841238,0.847122,0.839093,0.842074,0.84739,0.844235,0.862315,0.850434,0.853669,0.844602,0.823513,0.83003,0.835993,0.827638,0.813592,0.815093,0.819377,0.830865,0.829323,0.828743,0.818064,0.79631,0.816351,0.820592,0.836984,0.829732,0.819016,0.830733,0.821524,0.819923,0.823211,0.837395,0.856449,0.851143,0.866759,0.872847,0.886084,0.872563,0.839659,0.833043,0.834152,0.83393,0.833174,0.819957,0.843782,0.84444,0.868381,0.884992,0.906357,0.904399,0.877097,0.882886,0.867653,0.879633,0.893611,0.893624
0.940084,0.934926,0.928235,0.919079,0.929628,0.935927,0.935806,0.935756,0.916767,0.904321,0.865317,0.877121,0.90147,0.917894,0.9195,0.896261,0.908844,0.911961,0.91666,0.909063,0.908603,0.889316,0.898161,0.900581,0.889355,0.888377,0.879506,0.895415,0.874238,0.863238,0.830031,0.845264,0.834082,0.821982,0.837992,0.84471,0.849496,0.85785,0.856156,0.829553,0.825424,0.822415,0.818371,0.805107,0.770043,0.768246,0.77327,0.794138,0.795044,0.78886,0.795016,0.774072,0.778231,0.779403,0.758926,0.769917
0.808679,0.816308,0.815377,0.824982,0.822266,0.821116,0.840928,0.826395,0.843482,0.819309,0.79155,0.792004,0.813089,0.822093,0.813908,0.820859,0.826373,0.821259,0.847944,0.859939,0.874794,0.876976,0.876338,0.880082,0.861977,0.867205,0.88018,0.880545,0.886861,0.912692,0.909359,0.918515,0.914137,0.908324,0.922892,0.923972,0.933189,0.923212,0.937787,0.972393,0.980651,0.996611,1.00298,0.996654,0.992269,0.984838,0.982132,0.983292,0.99817,1.01298,0.986231,1.0032,0.996158,0.987192,1.0033,0.980491
0.831199,0.83775,0.846181,0.854083,0.844318,0.850512,0.869008,0.868673,0.871106,0.87179,0.861054,0.878109,0.868523,0.86941,0.88401,0.884342,0.877402,0.88185500000000006,0.915421,0.891652,0.872029,0.889773,0.887857,0.886221,0.880031,0.870539,0.873787,0.884325,0.890097,0.909645,0.925969,0.923406,0.918719,0.917805,0.91542,0.888534,0.904423,0.923845,0.917257,0.926986,0.903868,0.918438,0.919374,0.927868,0.9452,0.935986,0.927417,0.921356,0.917651,0.931571,0.928065,0.963756,0.965623,0.970611,0.959299,0.97005
