logLambda.1.,logLambda.2.,logLambda.3.,logLambda.4.,logLambda.5.,logLambda.6.,logLambda.7.,logLambda.8.,logLambda.9.,logLambda.10.,logLambda.11.,logLambda.12.,logLambda.13.,logLambda.14.,logLambda.15.,logLambda.16.,logLambda.17.,logLambda.18.,logLambda.19.,logLambda.20.,logLambda.21.,logLambda.22.,logLambda.23.,logLambda.24.,logLambda.25.,logLambda.26.,logLambda.27.,logLambda.28.,logLambda.29.,logLambda.30.,logLambda.31.,logLambda.32.,logLambda.33.,logLambda.34.,logLambda.35.,logLambda.36.,logLambda.37.,logLambda.38.,logLambda.39.,logLambda.40.,logLambda.41.,logLambda.42.,logLambda.43.,logLambda.44.,logLambda.45.,logLambda.46.,logLambda.47.,logLambda.48.,logLambda.49.,logLambda.50.,logLambda.51.,logLambda.52.,logLambda.53.,logLambda.54.,logLambda.55.,logLambda.56.
0.799783,0.853355,0.67115,0.796952,0.782322,0.702123,0.628621,0.665444,0.645114,0.719057,0.834613,0.770468,0.755288,0.663427,0.771718,0.831402,0.673208,0.590891,0.775298,0.75211,0.853015,0.769532,0.880842,1.03612,0.942869,0.875628,0.86332,0.769226,0.907679,1.04795,0.993925,1.09928,1.11792,1.06877,1.1386,0.998864,1.05203,1.15202,1.11977,1.09525,1.24569,1.28249,1.31637,1.22499,1.46353,1.44572,1.3882,1.37683,1.4118,1.4329,1.55244,1.45699,1.4066,1.48387,1.5588,1.68922
0.407333,0.563144,0.44195,0.425952,0.492825,0.402933,0.48219,0.550432,0.43696,0.529591,0.573275,0.521418,0.491451,0.553049,0.473644,0.696804,0.530392,0.267054,0.564348,0.59221,0.537758,0.330337,0.496153,0.601352,0.63668,0.617838,0.708918,0.668042,0.558516,0.520009,0.678559,0.735543,0.870591,0.745999,0.818084,0.613903,0.802131,0.84321,0.787355,0.816625,0.95473,0.964133,0.874689,0.619952,1.06643,0.815056,0.889607,0.898074,0.90921,0.841311,1.10446,0.842885,0.805549,0.964964,1.04557,1.29968
0.886435,1.10022,0.678855,0.87982,0.449926,0.421756,0.527832,0.606113,0.78726,0.877726,0.537694,0.661479,0.904519,0.730785,0.861783,0.8638,0.457141,0.719894,0.561693,0.85456,0.988679,0.803193,1.00143,0.854239,1.06342,1.02498,1.09547,0.538597,0.887699,1.24095,0.753011,0.898634,0.842979,0.94269,1.13641,0.790915,0.866566,1.02583,1.04932,1.11678,1.37478,1.11291,1.26916,1.20499,1.01697,1.04219,1.30498,1.33765,1.09056,1.20775,1.24675,1.19033,1.4886,1.16015,1.53357,1.40618
0.706994,0.483804,0.689525,0.675851,0.688225,0.769882,0.853148,0.608371,0.737249,0.649366,0.725598,0.564419,0.408804,0.663062,0.574087,0.858459,1.0588,0.952585,0.889167,0.572523,0.400499,0.541495,0.528927,0.536366,0.578256,0.931159,0.764671,0.91691,0.985156,1.04301,0.752213,0.708522,1.15735,1.277,0.949602,0.837971,1.38024,1.07937,1.12372,0.951441,1.06564,1.18484,0.899976,0.860182,1.08972,0.917523,0.904376,0.726272,1.16963,0.749457,1.03377,1.20953,1.34724,1.38112,1.00116,1.4251
0.785772,0.811883,0.498499,0.626315,0.507091,0.587604,0.73437,0.697402,0.619194,0.478407,0.649048,0.465917,0.55029,0.72741,0.68414,0.913607,1.04283,0.712759,0.83506,0.658641,0.338205,0.742266,0.813856,0.703168,0.735018,1.03721,1.03636,1.10061,1.07874,1.05086,1.08262,1.3686,1.24523,1.14011,1.2404,1.45213,1.45709,1.5588,1.48669,1.39364,1.65382,1.45205,1.21492,1.395,1.50711,1.53241,1.64732,1.83102,1.50971,1.69842,1.56203,1.82738,2.00808,2.21932,2.02986,2.11098
0.58607,0.468651,0.559673,0.635046,0.583057,0.539055,0.572677,0.468632,0.527273,0.575277,0.522482,0.637051,0.588897,0.58977,0.676933,0.615261,0.585021,0.664848,0.647265,0.713776,0.594606,0.70242,0.647075,0.767265,0.660583,0.735278,0.761301,0.776554,0.813779,0.797466,0.883335,0.872119,0.88483,0.868533,0.897084,0.945385,0.96953,1.04693,0.945818,1.03054,1.01958,0.981753,1.11674,1.09723,1.1757,1.21759,1.21824,1.17987,1.2337,1.2642,1.27039,1.39887,1.48535,1.44,1.51837,1.49542
0.740689,0.904943,0.583138,0.56915,0.633989,0.662197,0.453874,0.663157,0.631241,0.5747,0.721926,0.570847,0.653314,0.702425,0.658524,0.62684,0.694041,0.632588,0.528589,0.598465,0.819724,0.648621,0.778543,0.838182,0.90781,0.869618,0.852421,0.787637,0.764851,0.970673,0.979899,0.991057,1.0253,1.04329,1.10255,1.0067,1.08381,1.17168,1.1872,1.18425,1.28169,1.2665,1.21811,1.25976,1.30846,1.23862,1.3235,1.4103,1.47068,1.4764,1.45441,1.45356,1.41682,1.51884,1.65408,1.65562
0.636551,0.332759,0.700463,0.81675,0.534711,0.605337,1.06381,0.427142,0.604834,0.487841,0.481056,0.774629,0.611753,0.324071,0.725539,0.967638,0.584585,0.969897,1.22266,1.03958,0.437827,0.686303,0.466114,0.441102,0.634885,0.806155,0.545404,0.773607,0.803232,0.685727,0.797206,0.914219,0.686758,0.732009,0.845839,1.01326,1.14174,0.783269,0.885419,1.16487,0.768066,0.893786,1.03361,1.2222,1.14185,1.13127,1.05246,1.00369,0.89276,1.13412,1.09164,1.26799,1.49126,1.40418,1.13943,1.46967
0.504205,0.850797,0.257731,0.221179,0.627112,0.566415,0.213666,0.680023,0.259809,0.498917,0.715271,0.122196,0.333045,0.749097,0.51194,0.602752,0.584998,0.199611,0.0382419,-0.109435,0.722267,0.346045,0.692769,0.540014,0.816933,0.830549,0.677682,0.531741,0.571558,1.05374,0.871055,0.589854,0.969048,1.04345,0.946665,0.756592,0.819906,1.34495,1.18455,0.878853,1.36158,1.11772,0.875352,1.12108,1.31252,1.13528,0.980816,1.22827,1.5124,1.37211,1.29393,1.22783,1.13298,1.41631,1.49075,1.62751
0.605452,0.645147,0.320217,0.316253,0.829287,0.605339,0.395479,0.715284,0.30170400000000003,0.435085,0.687504,0.714645,0.42328,0.836531,0.702164,0.596036,0.856259,0.440822,0.351886,0.236284,0.407716,0.674353,0.484518,0.588649,1.10819,1.15403,0.768253,0.675741,0.694207,1.557,1.0852,0.764062,1.1376,1.05896,1.12917,0.841059,1.03546,1.34727,1.44475,1.32901,1.48947,1.39407,0.820265,1.02427,1.20352,1.26949,1.34398,1.30531,1.56511,1.05992,1.53907,1.50977,1.60044,1.84151,1.89156,1.7751
