logLambda.1.,logLambda.2.,logLambda.3.,logLambda.4.,logLambda.5.,logLambda.6.,logLambda.7.,logLambda.8.,logLambda.9.,logLambda.10.,logLambda.11.,logLambda.12.,logLambda.13.,logLambda.14.,logLambda.15.,logLambda.16.,logLambda.17.,logLambda.18.,logLambda.19.,logLambda.20.,logLambda.21.,logLambda.22.,logLambda.23.,logLambda.24.,logLambda.25.,logLambda.26.,logLambda.27.,logLambda.28.,logLambda.29.,logLambda.30.,logLambda.31.,logLambda.32.,logLambda.33.,logLambda.34.,logLambda.35.,logLambda.36.,logLambda.37.,logLambda.38.,logLambda.39.,logLambda.40.,logLambda.41.,logLambda.42.,logLambda.43.,logLambda.44.,logLambda.45.,logLambda.46.,logLambda.47.,logLambda.48.,logLambda.49.,logLambda.50.,logLambda.51.,logLambda.52.,logLambda.53.,logLambda.54.,logLambda.55.,logLambda.56.
0.868819,0.885408,0.87754,0.876306,0.896873,0.895713,0.881236,0.876243,0.86096,0.865018,0.883177,0.898076,0.892738,0.919614,0.883281,0.898636,0.897879,0.904571,0.915007,0.911963,0.926489,0.933506,0.94415,0.945917,0.916906,0.893603,0.918317,0.908844,0.910235,0.899496,0.87802500000000006,0.874699,0.86835,0.85918,0.847186,0.869841,0.870588,0.875422,0.88217,0.891213,0.902325,0.915624,0.921056,0.907407,0.912009,0.904049,0.900627,0.900912,0.910178,0.887922,0.854187,0.843947,0.870369,0.867973,0.846985,0.857741
0.975361,0.958651,0.936437,0.94327,0.941536,0.912243,0.924066,0.905809,0.898055,0.90181,0.862575,0.868936,0.839675,0.848229,0.839775,0.839589,0.818645,0.81244,0.824595,0.808896,0.832899,0.831291,0.838195,0.835876,0.828889,0.810021,0.809874,0.79954,0.782515,0.793485,0.816533,0.793524,0.799455,0.761566,0.780232,0.78584,0.771363,0.776723,0.803924,0.840659,0.847967,0.833386,0.82024300000000006,0.796652,0.809778,0.817014,0.806006,0.799458,0.791091,0.801885,0.799714,0.780362,0.808518,0.803376,0.764849,0.757209
0.819914,0.830736,0.858825,0.866483,0.863469,0.872022,0.855231,0.853064,0.809615,0.794892,0.835193,0.827665,0.831122,0.817038,0.849718,0.831791,0.88068,0.865311,0.864332,0.884519,0.909154,0.889136,0.905629,0.906571,0.926002,0.958976,0.949254,0.967,0.982553,0.997172,0.999565,0.997569,0.986714,0.985612,0.995615,0.988999,1.003,1.01589,1.02078,1.01914,0.996289,0.972274,0.9659,0.983704,0.981616,0.966177,0.986584,0.950593,0.974525,0.991251,1.0135,0.98569,0.994592,0.995501,0.996586,1.01375
0.939959,0.966643,0.964934,0.97243,0.963338,0.938264,0.954122,0.966058,0.941487,0.920157,0.92235,0.945561,0.922174,0.912323,0.905918,0.916798,0.896505,0.89556500000000006,0.924585,0.903815,0.911137,0.91122,0.926822,0.911765,0.912943,0.933271,0.946671,0.973962,0.97772,0.977039,0.986492,0.962935,0.942577,0.968314,0.958858,0.961542,0.96911,0.977779,0.976392,0.997808,1.01644,1.02143,1.04257,1.04219,1.00324,1.03646,1.0152,1.02791,1.05102,1.07002,1.08301,1.09779,1.07168,1.10441,1.12823,1.12404
0.992364,0.995729,0.965336,0.963462,0.965166,0.97508,1.00253,0.995525,1.00563,0.981921,0.980941,0.991631,0.993638,0.988476,0.97443,0.998099,0.9667,0.966377,0.985442,0.975578,0.977064,0.97741,0.960587,0.907374,0.880344,0.892326,0.905881,0.876317,0.87429,0.908501,0.907281,0.916007,0.900849,0.915836,0.947891,0.944895,0.936084,0.943684,0.973625,0.952494,0.97304,0.978243,0.95624,0.96783,0.971443,0.983527,0.940482,0.916978,0.945313,0.938613,0.894028,0.917679,0.918234,0.891215,0.904699,0.894639
1.00448,0.987883,0.968337,0.956011,0.970406,0.93571,0.974751,0.968315,0.93025,0.934532,0.922227,0.923969,0.898865,0.904199,0.911894,0.899785,0.874557,0.883223,0.869183,0.904908,0.90405,0.880489,0.871756,0.876457,0.872583,0.887172,0.909344,0.895925,0.876636,0.902857,0.914979,0.90207,0.929334,0.907697,0.921269,0.916105,0.911916,0.911901,0.916547,0.911721,0.94804,0.91405,0.936377,0.912281,0.901085,0.881652,0.8534,0.851017,0.814162,0.844248,0.857046,0.875131,0.847483,0.852505,0.829871,0.809399
0.887112,0.861686,0.855693,0.847715,0.862292,0.871466,0.87003,0.899154,0.867467,0.828693,0.816662,0.81352,0.819926,0.803643,0.787773,0.768264,0.817105,0.809218,0.813568,0.838603,0.841,0.836953,0.875027,0.873787,0.863284,0.866778,0.870846,0.876638,0.889815,0.869739,0.881551,0.867242,0.885656,0.889273,0.888164,0.886287,0.904305,0.888744,0.904478,0.880574,0.893213,0.888097,0.867694,0.860888,0.85245,0.870913,0.87893,0.857952,0.883336,0.868188,0.870985,0.868817,0.890521,0.878052,0.879872,0.880818
0.879664,0.880705,0.874892,0.856641,0.849141,0.873405,0.85124,0.83679,0.820776,0.790614,0.808045,0.809225,0.792816,0.797121,0.824321,0.836052,0.848093,0.856267,0.873959,0.835538,0.837558,0.849562,0.863792,0.874904,0.889572,0.892276,0.894111,0.885501,0.917398,0.931049,0.957006,0.953189,0.926755,0.952971,0.955145,0.98014,0.97321,0.963081,0.988547,0.996591,1.00336,0.993808,1.01415,1.00851,1.01774,1.03415,1.02789,1.01722,1.01534,1.00021,0.987255,0.981263,0.987724,0.990974,0.986192,1.0113
0.860478,0.853094,0.867075,0.883617,0.892066,0.883054,0.885136,0.878669,0.840918,0.858508,0.860239,0.852594,0.863946,0.839824,0.826734,0.826239,0.828075,0.848643,0.864205,0.815936,0.801157,0.786229,0.802712,0.823415,0.81374,0.841292,0.863847,0.874846,0.90619,0.918173,0.907944,0.92381,0.92286,0.934086,0.950397,0.961243,0.95433,0.983276,0.997632,1.00277,1.01382,1.01776,1.03549,1.04925,1.04544,1.05731,1.07104,1.05433,1.05391,1.05926,1.02737,1.02063,1.02305,1.03479,1.03017,1.01811
0.898158,0.884854,0.859856,0.862988,0.880877,0.910417,0.931869,0.927717,0.934866,0.948302,0.961137,0.962418,0.958814,0.965631,0.945336,0.954786,0.963714,0.950222,0.937604,0.946156,0.931265,0.939252,0.952802,0.942942,0.939606,0.93829,0.926226,0.922348,0.918665,0.919939,0.91491,0.912531,0.912047,0.924481,0.94311,0.962597,0.948691,0.953227,0.953421,0.938893,0.936329,0.918619,0.927234,0.914691,0.926451,0.913648,0.919275,0.915457,0.90687,0.908931,0.901681,0.90183,0.905019,0.909787,0.912823,0.920952
