logLambda.1.,logLambda.2.,logLambda.3.,logLambda.4.,logLambda.5.,logLambda.6.,logLambda.7.,logLambda.8.,logLambda.9.,logLambda.10.,logLambda.11.,logLambda.12.,logLambda.13.,logLambda.14.,logLambda.15.,logLambda.16.,logLambda.17.,logLambda.18.,logLambda.19.,logLambda.20.,logLambda.21.,logLambda.22.,logLambda.23.,logLambda.24.,logLambda.25.,logLambda.26.,logLambda.27.,logLambda.28.,logLambda.29.,logLambda.30.,logLambda.31.,logLambda.32.,logLambda.33.,logLambda.34.,logLambda.35.,logLambda.36.,logLambda.37.,logLambda.38.,logLambda.39.,logLambda.40.,logLambda.41.,logLambda.42.,logLambda.43.,logLambda.44.,logLambda.45.,logLambda.46.,logLambda.47.,logLambda.48.,logLambda.49.,logLambda.50.,logLambda.51.,logLambda.52.,logLambda.53.,logLambda.54.,logLambda.55.,logLambda.56.
1.52043,1.44506,1.29293,0.97569,0.813607,0.793265,0.765677,0.640705,0.453675,0.474933,0.389055,0.46393,0.478359,0.4455,0.499075,0.519147,0.477728,0.586628,0.529302,0.446559,0.317485,0.353236,0.210156,0.118457,0.312894,0.382589,0.364564,0.27730900000000003,0.406262,0.457308,0.397358,0.340111,0.264031,0.343532,0.442145,0.328217,0.28152,0.457554,0.274884,0.289602,0.228624,0.186648,0.356445,0.402388,0.241326,0.119227,0.150143,-0.0197485,-0.178562,-0.0472569,-0.0242237,0.0510825,0.0295376,0.0464699,-0.0958731,-0.143922
0.77543,0.747708,0.708233,0.740631,0.70263,0.751364,0.86772,0.78359,0.884989,0.887087,0.69068,0.718887,0.63166,0.53986,0.55871,0.484881,0.387518,0.431159,0.564018,0.5526,0.623282,0.591673,0.465342,0.393022,0.372053,0.307173,0.345322,0.370383,0.380184,0.291071,0.2351,0.211627,0.474996,0.483873,0.530956,0.438489,0.365634,0.448161,0.419789,0.458207,0.410652,0.505988,0.568797,0.510474,0.424524,0.492523,0.512921,0.476502,0.435241,0.356465,0.32826,0.36216,0.33448,0.45527,0.407114,0.365785
0.947695,0.92629,0.833074,0.77936,0.624617,0.802691,0.740493,0.863961,0.779751,0.832591,0.933591,0.790236,0.664508,0.65378,0.47637,0.553683,0.589559,0.653378,0.454655,0.604183,0.528504,0.432865,0.55398,0.43342,0.28447,0.304599,0.25914,0.33455,0.404639,0.465101,0.531818,0.59128,0.579112,0.493344,0.383397,0.483682,0.493803,0.535887,0.491754,0.533854,0.615871,0.432264,0.411218,0.406758,0.536932,0.313674,0.237319,0.185391,0.330853,0.269496,0.334935,0.393326,0.265688,0.398323,0.366968,0.388662
1.47138,1.35826,1.431,1.35184,1.28647,1.34277,1.24819,0.994995,0.878319,0.862358,0.763595,0.652645,0.571595,0.36494,0.503292,0.637292,0.582239,0.586797,0.617041,0.613014,0.520662,0.53228,0.328874,0.302334,0.384664,0.571122,0.645972,0.680268,0.700881,0.665976,0.767234,0.724681,0.247618,0.734035,0.894064,1.05207,1.12673,1.18655,1.08091,1.01293,0.878291,0.664773,0.72751999999999994,0.420696,0.440993,0.502506,0.662927,0.65163,0.518664,0.335892,0.481811,0.190865,0.239787,0.367071,0.152966,0.216696
1.69588,1.58833,1.57312,1.40514,1.21761,1.16685,1.08397,1.13342,1.06727,1.04264,0.821035,0.511966,0.515504,0.481407,0.455056,0.660551,0.622716,0.626095,0.676283,0.769116,0.747963,0.729396,0.363703,0.343579,0.510401,0.874479,0.89864,0.863599,0.890783,0.837275,0.862874,0.750128,0.171713,0.839812,1.09018,1.0742,1.06964,1.22266,1.14454,1.17961,1.16839,0.784655,0.794578,0.573929,0.718704,0.764617,0.814072,0.74371,0.450949,0.494776,0.692142,0.488326,0.488536,0.543876,0.384118,0.506041
1.42204,1.31638,1.41222,1.42441,1.46381,1.36678,1.05059,0.86035,0.737097,0.830542,0.815269,0.681033,0.752469,0.648979,0.563516,0.847594,0.769904,0.713597,0.6887,0.796315,0.826368,0.804117,0.516774,0.604795,0.633442,0.830541,0.8386,0.93619,0.891273,0.768929,0.850455,0.736433,0.172665,0.769308,1.10295,1.09966,1.26606,1.52193,1.32475,1.29195,1.11843,0.910544,0.827923,0.55542,0.52519,0.634546,0.827842,0.776788,0.531592,0.47279,0.732545,0.487018,0.434912,0.627153,0.388338,0.593848
1.18795,1.13203,1.14265,1.14557,1.06114,0.933619,0.97152,0.919338,0.845131,0.71671,0.791374,0.456322,0.457506,0.527747,0.47281,0.809246,0.664246,0.76094,0.801448,0.905122,0.75129,0.785886,0.242573,0.259022,0.553864,1.08429,1.01737,0.921678,0.979061,0.918605,0.902006,0.747056,0.232381,0.808067,1.1106,1.14931,1.13756,1.21357,1.10885,1.27427,1.1005,0.870648,0.806147,0.792289,0.905408,1.02527,1.0333,0.913459,0.574223,0.461723,0.719025,0.313468,0.162196,0.384435,0.194401,0.453018
0.975167,0.916014,0.916334,0.851422,0.797753,0.896419,0.982615,0.996123,0.800574,0.848605,0.897944,0.755695,0.788763,0.831838,0.934681,0.717825,0.745455,0.722925,0.685954,0.710097,1.00852,0.930107,0.626842,0.583889,0.705908,0.721488,0.615655,0.750734,0.702671,0.966373,1.0237,0.921818,0.89721,1.09101,1.09659,1.26929,1.09485,1.19375,1.36162,1.37802,1.23526,1.13579,0.844131,0.719783,0.729701,0.616971,0.59085,0.653321,0.561556,0.690359,0.85533,0.813471,0.68088,0.750709,0.684541,0.784444
0.956034,0.887019,0.812841,0.76375,0.709162,0.764932,0.987987,0.877126,0.879646,0.771305,0.626969,0.685985,0.473829,0.502908,0.524698,0.46038,0.409117,0.64564,0.681336,0.651225,0.624716,0.774794,0.758562,0.67125,0.446783,0.29828,0.501826,0.333359,0.465773,0.630866,0.694798,0.639772,0.904387,0.956921,0.803736,0.723448,0.65181,0.613561,0.597221,0.569459,0.732258,0.891525,0.965921,0.934225,0.709506,0.772331,0.529969,0.510095,0.419176,0.554665,0.313506,0.293993,0.356608,0.504831,0.437705,0.497749
0.873312,0.877624,0.966219,1.02528,0.857636,0.992091,0.726959,0.725085,0.561853,0.672857,0.697668,0.711543,0.74278,0.729772,0.664851,0.591909,0.696934,0.587805,0.547368,0.554013,0.633575,0.408441,0.676009,0.693349,0.643337,0.637961,0.420126,0.512367,0.662337,0.684901,0.774387,0.96165,1.03192,0.88138,0.720979,0.803527,0.706329,0.545538,0.75241,0.788375,0.832214,0.660439,0.687762,0.688738,0.765684,0.77297,0.50762,0.487376,0.295874,0.292543,0.123001,0.207873,0.140357,0.0895433,-0.0398471,-0.0422239
