logLambda.1.,logLambda.2.,logLambda.3.,logLambda.4.,logLambda.5.,logLambda.6.,logLambda.7.,logLambda.8.,logLambda.9.,logLambda.10.,logLambda.11.,logLambda.12.,logLambda.13.,logLambda.14.,logLambda.15.,logLambda.16.,logLambda.17.,logLambda.18.,logLambda.19.,logLambda.20.,logLambda.21.,logLambda.22.,logLambda.23.,logLambda.24.,logLambda.25.,logLambda.26.,logLambda.27.,logLambda.28.,logLambda.29.,logLambda.30.,logLambda.31.,logLambda.32.,logLambda.33.,logLambda.34.,logLambda.35.,logLambda.36.,logLambda.37.,logLambda.38.,logLambda.39.,logLambda.40.,logLambda.41.,logLambda.42.,logLambda.43.,logLambda.44.,logLambda.45.,logLambda.46.,logLambda.47.,logLambda.48.,logLambda.49.,logLambda.50.,logLambda.51.,logLambda.52.,logLambda.53.,logLambda.54.,logLambda.55.,logLambda.56.
0.765468,0.659538,0.639529,0.64129,0.636864,0.601065,0.55211,0.526762,0.581819,0.60121,0.524193,0.554274,0.559485,0.627188,0.615902,0.673364,0.708368,0.627002,0.716491,0.673374,0.598291,0.535934,0.381871,0.563779,0.609535,0.685119,0.695676,0.800409,0.752998,0.802658,0.731207,0.732478,0.841368,1.03189,1.13665,1.14121,1.22916,1.18608,1.0067,0.972626,1.0213699999999999,0.933619,0.811362,0.766601,0.604104,0.645152,0.685797,0.75276,0.808679,0.830079,0.762268,0.64433,0.554065,0.557545,0.541757,0.50613
0.0463487,0.230221,0.29162,0.307733,0.265937,0.413233,0.518123,0.821531,0.907563,0.499005,0.297347,0.321441,0.392255,0.565848,0.649711,0.660845,0.748731,1.24596,0.817415,0.587357,0.443751,0.48682,0.661095,0.629682,0.676314,0.677133,0.859472,0.899114,1.01872,1.0464,0.863017,0.617808,0.440383,0.64816,0.778707,0.649466,0.866615,0.958881,0.964133,1.01548,0.941688,0.942768,0.786602,0.858304,0.921829,0.979287,0.844076,0.950242,0.964884,1.06789,0.91514,0.861428,0.837175,1.01565,1.10681,0.887324
0.359425,0.570228,0.42334,0.44189,0.543093,0.557972,0.538415,0.706669,0.755585,0.535799,0.579309,0.522352,0.511821,0.588834,0.649401,0.635711,0.846597,1.1894,0.850805,0.587976,0.431145,0.415442,0.475698,0.506532,0.640297,0.738558,0.83053,0.867056,0.867447,0.818513,0.743373,0.759199,0.822393,1.05454,1.19207,1.18688,1.31768,1.3582,1.34296,1.3434,1.09218,1.12181,0.811496,0.955487,0.808422,0.855354,0.764031,0.749702,0.782094,0.728306,0.700269,0.719197,0.933893,0.949233,0.947129,0.783119
0.682544,0.526274,0.831481,0.852045,0.871967,0.92455,0.9291,1.34893,1.21124,1.04044,0.896299,0.911575,0.916528,0.745034,0.794573,0.937884,1.07859,1.39753,1.2025,1.07217,0.93563,0.769478,0.648953,0.595569,0.725502,0.819615,0.94591,1.03765,0.974818,1.17646,1.07506,0.981243,0.907617,1.05057,0.990458,0.83101,0.942473,1.04172,0.998615,1.14141,1.12785,1.24413,1.13061,1.12229,1.33642,1.12968,1.03045,0.990976,0.962996,0.948808,0.841539,0.945921,0.980746,1.147,1.11201,1.02489
0.283795,0.22272,0.559484,0.451771,0.545024,0.535382,0.521566,0.622037,0.40754,0.527338,0.554163,0.645688,0.836456,1.0115,0.873173,0.908594,0.947951,0.894191,0.73025,0.623691,0.658849,0.83427,0.81298,0.899078,0.975245,1.09607,0.869006,0.849457,0.91041,0.932237,0.822197,0.929557,0.914219,0.929767,0.95785,1.09701,1.07669,1.1714,1.17225,1.2485,1.00576,0.859952,0.838471,0.650504,0.602793,0.756446,0.830693,0.665413,0.689275,0.757191,0.714936,0.757121,0.653191,0.703336,0.669614,0.648034
0.846139,0.801166,0.747157,0.630183,0.642881,0.562419,0.574294,0.588973,0.800726,0.626315,0.496589,0.44561,0.523459,0.589918,0.584944,0.752082,0.80344,0.923201,0.823099,0.812142,0.680322,0.586162,0.545171,0.648783,0.606133,0.674665,0.857982,0.912795,0.812887,0.769308,0.755459,0.923341,0.998568,1.09207,1.14897,1.20684,1.13498,1.11176,0.968471,1.04308,1.06304,1.28217,1.38199,1.17475,1.02286,1.03446,0.89001,0.717076,0.581035,0.690186,0.809954,0.743377,0.70965,0.67297,0.719446,0.689793
0.533555,0.62606,0.633992,0.658529,0.645296,0.660977,0.693893,0.691576,0.675198,0.626112,0.627031,0.709728,0.582908,0.563633,0.582049,0.534575,0.719267,0.781929,0.666782,0.709143,0.80297,0.813039,0.802662,0.93033,0.876156,0.845418,0.871947,0.829858,0.83333,0.936496,0.961528,0.898481,0.833922,0.905237,0.942881,0.922221,0.881384,1.09001,1.06199,1.06093,0.989522,0.930421,0.903238,0.937621,1.05381,1.12075,1.09754,1.03953,0.995094,0.945681,0.796603,0.664152,0.47319,0.519509,0.598839,0.562142
0.50241,0.369898,0.419361,0.424541,0.538626,0.400648,0.500955,0.0550197,0.118571,0.428065,0.584561,0.67945,0.873327,0.803382,0.929975,0.858793,0.637877,0.0872689,0.586226,1.01689,1.0945,1.1169,1.07622,1.09816,1.06566,1.12406,0.868161,0.695591,0.59397,0.61845,0.787946,0.975845,1.00022,0.883794,0.982539,1.24961,0.862017,0.712628,0.740533,0.683423,0.967277,1.02628,1.15618,1.31645,1.30796,1.24957,1.47828,1.49659,1.52237,1.36311,1.39842,1.35463,1.3124,1.17324,0.93456,1.15147
0.90874,0.800812,0.757288,0.758678,0.799384,0.665533,0.656398,0.222119,0.131564,0.431871,0.671754,0.664037,0.820347,0.752883,0.733085,0.837012,0.573746,0.058378,0.385853,0.738309,0.743424,0.815284,1.01269,0.998583,1.09929,1.04079,0.925469,0.873842,0.669145,0.533305,0.706423,0.84754,0.922567,0.857083,0.833214,1.13269,0.995723,0.801904,0.964081,0.879671,1.03373,1.00531,1.13043,1.24576,1.04395,0.93353,1.00454,0.998587,0.932786,0.842406,0.909864,0.982591,0.752236,0.673287,0.522173,0.622349
0.978055,0.817428,0.614344,0.555177,0.539667,0.356842,0.382483,-0.0406088,-0.109117,0.269502,0.627807,0.66857,0.735732,0.665765,0.788681,0.771513,0.470978,-1.40669e-4,0.420921,0.81482,0.911309,1.07321,1.113,0.999143,1.23788,1.12074,0.727831,0.580106,0.489191,0.523611,0.75774,0.887506,0.91071,0.808771,0.768402,1.03423,0.925985,0.761853,0.849953,0.655577,0.856708,0.898774,0.922694,1.02891,0.930427,0.979897,1.09169,0.977742,0.767552,0.650004,0.730533,0.717203,0.655437,0.534016,0.412198,0.596519
