logLambda.1.,logLambda.2.,logLambda.3.,logLambda.4.,logLambda.5.,logLambda.6.,logLambda.7.,logLambda.8.,logLambda.9.,logLambda.10.,logLambda.11.,logLambda.12.,logLambda.13.,logLambda.14.,logLambda.15.,logLambda.16.,logLambda.17.,logLambda.18.,logLambda.19.,logLambda.20.,logLambda.21.,logLambda.22.,logLambda.23.,logLambda.24.,logLambda.25.,logLambda.26.,logLambda.27.,logLambda.28.,logLambda.29.,logLambda.30.,logLambda.31.,logLambda.32.,logLambda.33.,logLambda.34.,logLambda.35.,logLambda.36.,logLambda.37.,logLambda.38.,logLambda.39.,logLambda.40.,logLambda.41.,logLambda.42.,logLambda.43.,logLambda.44.,logLambda.45.,logLambda.46.,logLambda.47.,logLambda.48.,logLambda.49.,logLambda.50.,logLambda.51.,logLambda.52.,logLambda.53.,logLambda.54.,logLambda.55.,logLambda.56.
1.00301,0.966543,1.05948,0.981288,0.975087,1.00602,0.998885,1.07003,1.01194,0.910514,0.896549,0.915217,0.913701,0.878612,0.846149,0.79113,0.802354,0.784785,0.823369,0.776806,0.743917,0.799436,0.78598,0.807299,0.775246,0.709613,0.774541,0.733345,0.806239,0.74646,0.767869,0.835072,0.81346,0.758837,0.749526,0.763199,0.753035,0.806145,0.869605,0.923102,0.913059,0.927928,0.910057,0.827236,0.74842,0.750722,0.70273,0.700217,0.723651,0.776362,0.719307,0.604331,0.688802,0.792374,0.684383,0.609514
0.966717,1.02859,1.06313,1.00208,0.96397,1.07607,1.09563,1.10371,1.0247,0.95068,0.961733,0.895045,0.769447,0.840663,0.683899,0.693627,0.670225,0.657239,0.794782,0.692702,0.726712,0.515307,0.538382,0.493469,0.527852,0.331762,0.269524,0.400765,0.399407,0.570904,0.585934,0.436886,0.511438,0.563457,0.499478,0.423012,0.466778,0.656195,0.620881,0.642391,0.796595,0.773319,0.792004,0.787449,0.793739,0.636361,0.674315,0.742627,0.92435,0.792679,0.918084,0.97983,0.878907,0.976365,1.02675,0.979419
0.753125,0.833902,0.463571,1.03563,1.16344,1.06735,0.673084,0.575193,0.614153,0.76441,0.993489,0.823056,0.952478,1.08149,0.802452,0.723995,0.628698,0.973534,0.667934,0.641524,0.174269,0.825239,0.663194,0.685768,0.633115,1.07468,1.05983,0.477375,0.886565,0.616017,0.353545,1.02019,0.653123,1.08549,1.28136,0.721585,1.22904,0.906637,0.979992,0.582224,0.876708,0.815981,0.790896,0.980866,0.955468,1.13724,1.04864,1.12733,0.808233,1.72618,1.24173,0.775471,1.28822,1.34373,1.29014,1.63804
0.967188,1.18121,0.943539,0.845049,0.716138,0.869109,0.789538,0.650002,0.578544,0.817074,1.28364,0.812186,0.372632,1.30506,0.553151,1.07593,0.881951,0.756994,0.968977,0.840423,1.1628,0.313662,1.09831,0.714664,1.05963,0.91659,0.512241,0.584822,0.285651,1.04884,1.05149,0.474097,0.616293,0.733791,1.37322,1.20288,0.627225,0.970805,0.450601,1.05944,0.597251,0.859199,0.864055,1.19857,1.14987,0.751857,1.45067,1.23865,1.92814,0.805949,1.12364,1.78606,1.53902,1.39334,1.7,1.49439
1.22791,1.18989,1.09838,1.22001,1.23123,1.23352,0.981999,1.11101,1.16009,1.0973,1.13536,0.891943,1.17981,1.00262,0.844206,0.757813,0.628776,0.63079,0.789083,0.733284,0.795683,0.809449,0.78251,0.875996,0.903195,0.668644,0.778461,0.6228,0.631976,0.862445,0.690836,0.717494,0.893691,0.836233,0.837785,0.561968,0.985941,0.96905,0.845537,0.97846,1.08719,1.24055,0.881089,1.0414,0.996457,0.859244,0.872941,0.738669,0.850737,0.974679,0.844237,0.700996,0.778404,1.09259,0.846368,0.832922
0.675082,0.703901,0.7256,0.687904,0.653319,0.776117,0.880534,0.751087,0.6541,0.689891,0.774447,0.77365,0.563421,0.802328,0.711962,0.813585,0.847407,0.859186,0.70951,0.728893,0.678105,0.598734,0.649011,0.565519,0.528843,0.680866,0.56588,0.605501,0.708247,0.617695,0.69845,0.646733,0.520123,0.659174,0.760507,0.810512,0.510784,0.67172,0.682991,0.666655,0.592102,0.487165,0.741007,0.744129,0.761517,0.745603,0.763109,0.894617,0.974362,0.910835,0.99514,1.07541,1.01116,0.879889,1.0686,1.09045
0.813491,1.08583,1.37974,0.764136,1.05927,1.21119,0.932314,1.18258,0.971854,0.852961,0.95635,0.774807,0.738421,1.01303,0.926343,0.662975,1.08259,1.30449,0.653926,1.09504,0.689047,0.647664,0.603805,0.0576813,0.60485,0.612921,0.398575,0.29404,0.633149,0.339045,0.828623,0.515522,0.474267,0.622733,0.825386,0.846504,0.500608,0.832624,1.32045,1.15584,0.810394,0.878714,0.496542,1.33525,1.56078,0.894323,1.26667,0.601853,1.17566,1.41123,1.58867,1.16754,1.76138,1.5456,1.64866,0.996102
1.31635,1.01544,0.701226,1.25782,0.974841,1.192,1.22429,1.03067,0.992815,1.16636,1.11825,1.08867,1.03822,0.91932,0.81871,1.07584,0.659927,0.58068,0.963305,0.534828,0.81479,0.715495,0.757278,1.11162,0.72125,0.657779,0.772554,0.748421,0.621863,1.02143,0.636787,0.740507,0.830322,0.911133,0.820965,0.619164,0.872499,0.86429,0.414874,0.589558,0.930851,0.778375,1.14373,0.687916,0.487104,0.976431,0.706349,1.22164,1.06107,0.920931,0.791397,1.10521,0.640975,0.978327,1.08569,1.45588
0.898986,1.01564,1.29213,0.900369,1.2214,0.973849,1.14263,1.08116,1.3133,1.11907,1.0314,0.916479,0.915799,0.995761,0.82139,0.846724,0.860375,1.00915,0.699727,0.868332,0.682577,0.352589,0.631757,0.372805,0.56915,0.477405,0.332047,0.229164,0.509376,0.387387,0.572271,0.661239,0.531501,0.650873,0.815982,0.605392,0.730032,0.677931,1.07503,1.0343,0.900669,1.01336,0.839441,1.19541,1.35793,0.860932,1.22261,0.914807,1.39098,1.34124,1.64838,1.36494,1.85632,1.66879,1.48594,1.33992
1.12959,1.23816,1.44223,1.32606,1.41618,1.36997,1.4881,1.4144,1.24225,1.08648,1.08864,1.18854,1.00467,1.16346,0.840339,0.747604,0.826762,0.791731,0.90588,0.847844,0.649083,0.74083,0.747875,0.563463,0.6199,0.551814,0.443944,0.43762,0.566797,0.582729,0.753702,0.71401,0.556618,0.751056,0.491447,0.405251,0.528876,0.752753,0.826346,0.979328,0.948739,1.08068,1.00327,1.03088,0.823811,0.718325,0.63086,0.583415,0.802577,0.854611,0.788618,0.699586,0.757901,0.865694,0.73844,0.839668
