logLambda.1.,logLambda.2.,logLambda.3.,logLambda.4.,logLambda.5.,logLambda.6.,logLambda.7.,logLambda.8.,logLambda.9.,logLambda.10.,logLambda.11.,logLambda.12.,logLambda.13.,logLambda.14.,logLambda.15.,logLambda.16.,logLambda.17.,logLambda.18.,logLambda.19.,logLambda.20.,logLambda.21.,logLambda.22.,logLambda.23.,logLambda.24.,logLambda.25.,logLambda.26.,logLambda.27.,logLambda.28.,logLambda.29.,logLambda.30.,logLambda.31.,logLambda.32.,logLambda.33.,logLambda.34.,logLambda.35.,logLambda.36.,logLambda.37.,logLambda.38.,logLambda.39.,logLambda.40.,logLambda.41.,logLambda.42.,logLambda.43.,logLambda.44.,logLambda.45.,logLambda.46.,logLambda.47.,logLambda.48.,logLambda.49.,logLambda.50.,logLambda.51.,logLambda.52.,logLambda.53.,logLambda.54.,logLambda.55.,logLambda.56.
0.786798,0.49188,0.288032,1.04533,1.14057,0.4286,0.0224023,0.418055,1.0934,0.0504904,0.586838,0.779778,0.782694,0.739965,0.272391,0.524445,0.717215,0.655976,0.406868,0.430589,0.675656,0.392421,1.14548,0.519762,0.539765,0.414545,0.970284,1.30789,0.481775,0.95904,0.731146,1.14494,1.51674,0.997482,1.11689,1.1582,1.1233,0.784668,0.727896,0.751266,0.467405,0.546903,0.789638,0.575912,0.842415,0.623749,0.812392,0.608093,0.838984,1.05851,0.680372,1.18714,1.10324,1.04232,1.61279,1.42949
0.473208,0.428456,0.378044,0.722403,1.0026,0.630426,0.406364,0.284149,0.4289,0.279054,0.347941,0.561487,0.885087,0.722273,0.774625,0.802714,0.732726,0.417576,0.328999,0.233083,0.363602,0.398276,0.757119,0.622641,0.809731,0.97164,1.14722,1.11777,0.766397,0.950808,1.19092,1.3853,1.04357,1.17315,1.52514,1.46693,1.56405,1.12617,0.982423,0.69882,0.856055,0.914866,1.18315,0.689313,0.827819,0.845558,1.28962,1.09804,0.88045,1.30492,1.45213,1.67263,1.52997,1.45932,2.15475,2.22238
0.957476,0.993734,0.672094,0.282736,0.895792,1.3579,0.953098,0.640269,0.957901,0.401591,0.785063,0.960029,0.693031,1.38262,1.17901,1.05688,1.21809,0.754936,0.65845,0.896793,0.840374,1.09225,0.652179,1.36505,1.01292,1.45382,0.791517,1.12206,1.1207,1.10439,1.24137,0.915702,1.2212,1.05518,1.14063,0.956901,1.07666,1.05708,1.04246,1.19477,0.442477,0.895198,0.895604,0.529626,0.946877,0.792197,1.12221,1.27324,1.03724,1.09982,0.937566,1.20293,0.900768,1.48661,1.82009,1.59129
0.440173,0.58344,0.341095,0.404522,0.50378,0.549953,0.451609,0.33499,0.3621,0.487269,0.488696,0.469019,0.555884,0.621312,0.622551,0.583202,0.462905,0.276197,0.293804,0.343624,0.324422,0.412563,0.597028,0.753701,0.681628,0.831653,0.843332,0.91601,0.745784,0.785144,1.09306,0.979692,0.804107,1.05953,1.14344,1.09787,1.37882,1.11167,0.918141,0.787996,0.763075,1.00428,0.945797,0.819266,0.866094,0.988959,1.19742,1.17788,1.01397,1.20612,1.31797,1.55577,1.52356,1.38487,1.66522,2.06465
0.964611,0.423643,1.28808,1.1073,1.30625,1.11481,0.939166,1.11477,1.16071,0.596294,0.779384,0.861584,0.713481,0.984886,1.4037,1.20554,1.10305,1.4894,1.30033,1.0558,1.0401,0.945351,0.743054,0.763203,1.11604,0.877489,0.985611,0.69064,0.99687,1.0057,0.517907,0.901126,1.08175,0.716986,0.852839,0.859725,0.340956,0.687205,1.11751,1.13155,1.02275,0.482706,1.02649,0.920259,0.827047,0.658203,0.625612,0.506699,0.642479,0.404957,0.603252,0.451919,-0.0779993,0.556102,0.646774,0.175517
0.528868,0.711855,0.0869374,0.27112000000000003,0.404379,0.591749,0.453299,0.277677,0.427058,0.313908,0.351563,0.427569,0.597726,0.837935,0.551721,0.479613,0.37209,0.0821649,0.0810333,0.25636,0.288794,0.382164,0.620042,1.00806,0.859887,0.883698,0.845235,1.00691,0.543298,0.888715,1.27525,1.12849,0.878659,1.27607,1.37258,1.24146,1.54356,1.23548,1.21189,0.709543,0.554043,1.10347,0.930725,0.86362,0.853666,0.844105,1.27579,1.2335,0.966819,1.3124,1.35786,1.54827,1.74518,1.34232,1.883,2.2517
1.06085,0.965826,0.7891,1.02597,0.60445,0.709975,0.785108,0.744687,0.954392,1.0451,0.874875,0.809239,0.891142,0.823567,0.779974,0.756537,0.89308,0.834102,0.983305,1.00118,1.05355,0.787879,0.988154,0.845692,0.764654,0.846047,0.610536,0.910764,0.962665,0.837751,0.797004,0.765518,0.727029,0.782081,0.63432,0.607028,0.615558,0.751518,0.942162,0.791892,0.823891,0.948803,0.848153,1.02074,1.12698,0.864046,0.886869,0.857012,1.07098,0.902586,0.804201,0.736052,0.666174,0.954153,0.653505,0.577203
0.232936,0.36188,0.525899,0.274336,0.889965,0.752164,0.397684,0.520788,0.397053,0.220055,0.336357,0.601545,0.564711,0.836245,0.738545,0.724859,0.591509,0.461355,0.307183,0.198182,0.229763,0.487736,0.551325,0.850562,0.800272,0.737784,1.14892,0.812775,0.591307,0.722193,0.983972,1.07605,1.20141,1.05635,1.3617,1.40366,1.43468,1.20787,1.03205,1.08887,0.977935,0.982312,1.13387,0.756023,0.675406,1.00759,1.18445,1.1984,0.921269,1.11783,1.42479,1.56627,1.61357,1.39508,2.00521,2.2191
0.916701,0.845007,0.900018,0.997472,0.694488,0.652058,0.882041,0.732983,0.933986,0.890033,1.04648,0.824844,0.752973,0.75465,0.739603,0.776214,0.943383,0.848018,0.99783,1.06377,1.02834,0.903939,0.961368,0.848131,0.774643,0.918464,0.511919,0.788627,0.955487,0.882568,0.821759,0.74772400000000006,0.873764,0.794146,0.644285,0.711281,0.662362,0.769204,0.916173,0.753494,0.919064,1.05559,0.92101,0.998161,1.14369,0.957543,0.966319,0.982772,1.10357,1.04657,0.8507,0.880752,0.891136,0.962291,0.764056,0.801042
0.00189122,0.164919,0.0148316,-0.481429,0.675255,0.69698,-0.197147,0.156352,-0.021608,-0.0792413,-0.442481,0.343478,0.585711,0.671965,0.665976,0.554757,0.142391,0.113556,0.0331084,-0.328175,-0.385856,0.106163,0.282746,0.751961,0.558902,0.492359,1.51099,1.10329,0.496751,0.608283,0.845914,1.21522,0.918776,1.11836,1.80425,1.4952,1.91736,1.52969,1.07966,1.20964,0.549801,0.780299,1.26745,0.802675,0.555868,0.98131,1.08502,1.4293,0.860395,0.986521,1.64394,1.83172,1.61543,1.62004,2.56529,2.58174
